worker_id,worker_community
0,5
1,1
2,5
3,1
4,0
5,6
6,1
7,7
8,5
9,0
10,4
11,7
12,0
13,5
14,6
15,5
16,4
17,2
18,6
19,4
20,4
21,6
22,3
23,6
24,1
25,6
26,7
27,4
28,7
29,0
30,7
31,0
32,5
33,6
34,7
35,0
36,1
37,4
38,7
39,3
40,6
41,6
42,7
43,2
44,3
45,5
46,6
47,1
48,0
49,5
50,1
51,2
52,1
53,3
54,6
55,5
56,0
57,1
58,0
59,0
60,5
61,0
62,6
63,1
64,7
65,4
66,5
67,3
68,7
69,6
70,2
71,1
72,7
73,2
74,1
75,5
76,6
77,2
78,0
79,6
80,7
81,0
82,4
83,7
84,6
85,7
86,4
87,4
88,3
89,1
90,2
91,3
92,0
93,6
94,2
95,0
96,3
97,0
98,5
99,2
