task_id,task_community
0,6
1,3
2,1
3,2
4,2
5,1
6,3
7,5
8,6
9,1
10,0
11,2
12,6
13,6
14,4
15,1
16,5
17,3
18,5
19,3
20,5
21,6
22,6
23,3
24,6
25,5
26,4
27,0
28,6
29,5
30,6
31,4
32,6
33,4
34,6
35,5
36,2
37,1
38,6
39,6
40,6
41,3
42,6
43,0
44,1
45,0
46,1
47,0
48,1
49,6
50,2
51,3
52,1
53,5
54,3
55,2
56,2
57,1
58,1
59,0
60,2
61,2
62,1
63,6
64,2
65,3
66,2
67,5
68,0
69,1
70,1
71,5
72,2
73,4
74,0
75,0
76,2
77,6
78,4
79,1
80,4
81,1
82,1
83,4
84,5
85,2
86,6
87,3
88,4
89,2
90,3
91,0
92,2
93,4
94,4
95,1
96,3
97,5
98,4
99,4
100,3
101,5
102,4
103,5
104,4
105,0
106,1
107,1
108,1
109,5
110,4
111,1
112,5
113,2
114,6
115,5
116,6
117,4
118,3
119,4
120,5
121,1
122,1
123,3
124,4
125,3
126,0
127,6
128,4
129,0
130,5
131,5
132,6
133,0
134,6
135,0
136,0
137,3
138,6
139,1
140,2
141,4
142,0
143,0
144,2
145,5
146,3
147,3
148,2
149,3
150,0
151,1
152,1
153,5
154,5
155,4
156,1
157,0
158,4
159,1
160,3
161,6
162,5
163,4
164,5
165,0
166,6
167,6
168,1
169,3
170,6
171,6
172,4
173,1
174,2
175,4
176,5
177,4
178,1
179,4
180,4
181,5
182,1
183,4
184,0
185,3
186,3
187,5
188,2
189,4
190,6
191,0
192,0
193,3
194,2
195,3
196,1
197,3
198,0
199,2
200,0
201,5
202,6
203,4
204,5
205,3
206,0
207,6
208,6
209,0
210,1
211,3
212,5
213,2
214,3
215,2
216,4
217,1
218,1
219,6
220,1
221,5
222,6
223,6
224,2
225,0
226,3
227,5
228,0
229,6
230,6
231,1
232,2
233,2
234,2
235,0
236,0
237,6
238,4
239,3
240,5
241,3
242,0
243,2
244,5
245,4
246,1
247,0
248,3
249,0
250,5
251,2
252,5
253,2
254,1
255,5
