worker_id,worker_community
0,1
1,1
2,4
3,7
4,6
5,3
6,1
7,4
8,5
9,4
10,6
11,3
12,5
13,7
14,5
15,6
16,7
17,2
18,3
19,4
20,5
21,6
22,6
23,5
24,4
25,3
26,7
27,1
28,5
29,3
30,3
31,6
32,4
33,0
34,3
35,4
36,6
37,5
38,0
39,7
40,2
41,7
42,7
43,1
44,7
45,2
46,7
47,2
48,1
49,7
50,3
51,0
52,2
53,6
54,4
55,2
56,5
57,6
58,0
59,1
60,2
61,0
62,0
63,7
64,3
65,5
66,0
67,6
68,6
69,6
70,4
71,3
72,0
73,3
74,6
75,2
76,7
77,6
78,1
79,4
80,5
81,0
82,2
83,2
84,5
85,3
86,4
87,3
88,3
89,1
90,4
91,6
92,7
93,7
94,1
95,4
96,7
97,5
98,3
99,1
