worker_id,worker_community
0,4
1,6
2,5
3,4
4,2
5,3
6,6
7,5
8,4
9,7
10,3
11,4
12,0
13,7
14,6
15,2
16,3
17,7
18,4
19,6
20,2
21,1
22,5
23,1
24,1
25,0
26,7
27,1
28,6
29,7
30,6
31,3
32,6
33,1
34,3
35,4
36,6
37,6
38,7
39,6
40,1
41,7
42,7
43,1
44,0
45,0
46,7
47,6
48,7
49,4
50,5
51,3
52,5
53,7
54,3
55,4
56,6
57,3
58,4
59,4
60,3
61,7
62,3
63,6
64,6
65,4
66,5
67,3
68,5
69,1
70,6
71,3
72,5
73,5
74,5
75,1
76,3
77,1
78,6
79,1
80,2
81,4
82,3
83,4
84,7
85,6
86,4
87,3
88,7
89,1
90,7
91,4
92,4
93,0
94,0
95,6
96,3
97,0
98,5
99,5
