task,worker,answer
0,70,3
0,397,3
0,163,3
0,10,7
0,216,0
0,393,3
0,148,11
1,119,0
1,180,8
1,354,9
1,218,0
1,281,8
1,285,6
2,105,0
2,212,0
2,69,3
2,47,0
2,30,0
2,378,11
2,142,9
3,262,4
3,301,4
3,371,6
3,285,4
3,428,4
3,396,7
3,467,1
4,331,10
4,170,7
4,181,5
4,428,12
4,276,7
4,190,7
4,234,11
5,169,6
5,196,11
5,394,0
5,363,12
5,275,8
5,267,7
5,449,6
6,474,1
6,138,6
6,468,1
6,445,6
6,156,6
6,280,6
6,159,10
7,371,5
7,446,13
7,437,10
7,289,13
7,71,13
7,148,14
7,479,13
8,365,9
8,367,12
8,338,9
8,448,3
8,150,9
8,148,9
9,436,13
9,59,13
9,32,13
9,19,13
9,70,9
9,340,11
9,60,13
10,238,4
10,386,1
10,306,1
10,187,3
10,143,1
10,130,1
10,456,1
11,350,7
11,14,14
11,298,4
11,150,0
11,465,7
11,419,14
11,301,12
12,5,2
12,29,2
12,248,13
12,358,12
12,101,12
12,99,5
12,498,2
13,438,3
13,353,6
13,224,7
13,326,6
13,94,6
13,195,6
13,20,6
14,305,8
14,386,11
14,327,8
14,239,5
14,222,8
14,3,3
14,376,8
15,124,12
15,156,2
15,208,3
15,77,2
15,387,12
15,429,8
15,66,2
16,41,2
16,260,8
16,286,9
16,106,14
16,203,12
16,360,12
16,9,12
17,447,10
17,323,12
17,118,12
17,475,12
17,431,4
17,103,14
17,184,2
18,343,3
18,346,3
18,270,13
18,302,5
18,460,3
18,268,8
18,286,3
19,257,8
19,39,8
19,297,8
19,117,8
19,471,8
19,237,13
19,23,9
20,47,9
20,128,4
20,481,4
20,113,13
20,26,0
20,209,12
20,490,4
21,436,8
21,118,11
21,26,11
21,163,11
21,87,11
21,273,11
21,173,11
22,475,6
22,452,5
22,136,5
22,103,10
22,179,5
22,478,5
22,336,5
23,178,5
23,305,5
23,157,7
23,65,0
23,303,5
23,115,2
23,227,5
24,58,2
24,465,2
24,406,2
24,30,2
24,90,6
24,354,2
24,374,11
25,14,14
25,316,14
25,393,14
25,473,11
25,41,13
25,319,14
25,257,14
26,72,10
26,5,7
26,74,12
26,216,6
26,353,14
26,422,3
26,206,7
27,33,12
27,195,12
27,249,12
27,143,12
27,20,11
27,270,5
27,409,12
28,446,8
28,66,8
28,146,3
28,141,10
28,216,14
28,483,6
28,28,14
29,270,10
29,480,1
29,393,9
29,149,9
29,455,6
29,408,10
29,226,1
30,96,0
30,174,7
30,499,8
30,423,13
30,433,13
30,83,11
30,384,10
31,27,4
31,255,4
31,227,4
31,42,10
31,220,4
31,103,4
31,32,4
32,455,5
32,280,5
32,95,5
32,180,11
32,386,11
32,489,5
32,314,10
33,381,6
33,463,1
33,190,1
33,4,1
33,222,7
33,322,1
33,80,9
34,251,7
34,430,7
34,426,7
34,19,7
34,267,7
34,301,7
34,373,7
35,415,13
35,326,13
35,222,2
35,181,6
35,8,5
35,154,6
35,282,2
36,373,8
36,343,3
36,233,8
36,418,8
36,404,2
36,92,8
36,260,9
37,295,9
37,478,9
37,265,11
37,325,7
37,75,1
37,27,9
37,101,7
38,253,1
38,212,1
38,487,0
38,398,3
38,467,0
38,159,7
38,158,12
39,266,12
39,70,14
39,150,1
39,178,14
39,235,14
39,430,14
39,124,14
40,74,3
40,95,8
40,427,0
40,107,8
40,274,8
40,387,8
41,190,11
41,495,14
41,327,10
