worker_id,worker_community
0,0
1,7
2,2
3,0
4,1
5,6
6,4
7,7
8,2
9,7
10,2
11,1
12,2
13,3
14,2
15,1
16,7
17,2
18,3
19,2
20,2
21,7
22,2
23,0
24,2
25,1
26,4
27,2
28,7
29,6
30,1
31,5
32,1
33,2
34,7
35,4
36,3
37,6
38,0
39,4
40,5
41,3
42,0
43,3
44,3
45,5
46,3
47,4
48,6
49,5
50,7
51,3
52,7
53,3
54,5
55,5
56,4
57,2
58,6
59,0
60,7
61,4
62,7
63,6
64,7
65,3
66,7
67,7
68,1
69,7
70,5
71,5
72,2
73,3
74,2
75,6
76,5
77,2
78,5
79,7
80,6
81,5
82,0
83,3
84,3
85,5
86,6
87,5
88,1
89,0
90,6
91,1
92,1
93,2
94,2
95,4
96,4
97,7
98,7
99,6
100,0
101,5
102,0
103,1
104,4
105,3
106,5
107,6
108,4
109,0
110,1
111,5
112,6
113,7
114,1
115,0
116,6
117,7
118,6
119,5
120,2
121,7
122,4
123,0
124,4
125,2
126,7
127,0
128,1
129,2
130,5
131,3
132,2
133,6
134,7
135,1
136,1
137,6
138,6
139,7
140,0
141,4
142,0
143,7
144,6
145,6
146,7
147,1
148,7
149,4
150,6
151,3
152,7
153,6
154,5
155,4
156,5
157,3
158,5
159,5
160,5
161,0
162,7
163,7
164,7
165,3
166,6
167,4
168,6
169,0
170,3
171,2
172,7
173,0
174,5
175,2
176,0
177,2
178,5
179,0
180,7
181,0
182,2
183,2
184,7
185,3
186,2
187,0
188,2
189,0
190,4
191,7
192,0
193,3
194,3
195,1
196,6
197,1
198,3
199,2
200,7
201,4
202,2
203,1
204,2
205,0
206,7
207,0
208,0
209,7
210,1
211,7
212,1
213,5
214,6
215,6
216,3
217,5
218,2
219,5
220,2
221,1
222,7
223,2
224,1
225,1
226,1
227,5
228,1
229,7
230,7
231,3
232,1
233,1
234,2
235,0
236,6
237,1
238,6
239,6
240,1
241,0
242,7
243,0
244,1
245,0
246,1
247,4
248,4
249,5
250,2
251,1
252,3
253,7
254,2
255,3
256,4
257,0
258,7
259,1
260,1
261,5
262,0
263,4
264,0
265,4
266,6
267,6
268,0
269,1
270,2
271,3
272,4
273,4
274,1
275,2
276,0
277,1
278,0
279,1
280,6
281,4
282,4
283,7
284,0
285,6
286,0
287,2
288,6
289,0
290,5
291,5
292,4
293,5
294,0
295,1
296,5
297,7
298,6
299,2
300,5
301,1
302,2
303,4
304,7
305,6
306,4
307,7
308,0
309,3
310,0
311,0
312,7
313,6
314,1
315,7
316,5
317,3
318,4
319,4
320,0
321,6
322,2
323,1
324,1
325,0
326,3
327,6
328,4
329,5
330,5
331,4
332,3
333,6
334,7
335,1
336,1
337,6
338,1
339,0
340,0
341,3
342,2
343,5
344,0
345,5
346,0
347,7
348,6
349,4
350,6
351,6
352,5
353,4
354,3
355,4
356,4
357,5
358,2
359,2
360,4
361,4
362,2
363,3
364,0
365,6
366,2
367,0
368,0
369,0
370,1
371,3
372,0
373,4
374,6
375,1
376,1
377,0
378,1
379,0
380,7
381,0
382,5
383,2
384,0
385,6
386,6
387,3
388,3
389,1
390,7
391,5
392,5
393,1
394,2
395,1
396,3
397,0
398,2
399,0
400,1
401,1
402,7
403,5
404,2
405,1
406,1
407,3
408,3
409,0
410,6
411,3
412,2
413,1
414,4
415,3
416,4
417,0
418,0
419,5
420,7
421,1
422,4
423,7
424,4
425,7
426,7
427,7
428,3
429,0
430,0
431,1
432,4
433,3
434,3
435,2
436,3
437,6
438,2
439,1
440,0
441,2
442,1
443,3
444,7
445,1
446,3
447,7
448,7
449,0
450,1
451,2
452,6
453,5
454,1
455,7
456,6
457,3
458,3
459,2
460,4
461,0
462,6
463,5
464,1
465,5
466,7
467,4
468,5
469,5
470,7
471,1
472,7
473,1
474,2
475,7
476,1
477,2
478,5
479,1
480,3
481,0
482,3
483,3
484,4
485,6
486,5
487,6
488,0
489,0
490,1
491,4
492,5
493,7
494,7
495,5
496,4
497,6
498,2
499,3
