worker_id,worker_community
0,0
1,3
2,6
3,6
4,5
5,5
6,6
7,1
8,7
9,3
10,7
11,7
12,6
13,0
14,6
15,3
16,5
17,6
18,5
19,4
20,1
21,5
22,4
23,5
24,5
25,3
26,2
27,3
28,4
29,3
30,5
31,6
32,5
33,1
34,6
35,7
36,7
37,0
38,7
39,2
40,6
41,0
42,7
43,5
44,1
45,2
46,4
47,4
48,1
49,2
50,6
51,6
52,3
53,1
54,7
55,2
56,6
57,3
58,5
59,0
60,2
61,3
62,6
63,0
64,0
65,1
66,4
67,4
68,3
69,3
70,2
71,4
72,5
73,4
74,2
75,5
76,6
77,0
78,3
79,6
80,6
81,0
82,5
83,5
84,1
85,7
86,7
87,4
88,7
89,2
90,1
91,1
92,4
93,0
94,2
95,5
96,3
97,6
98,5
99,5
