worker_id,worker_community
0,6
1,1
2,3
3,6
4,7
5,0
6,6
7,1
8,2
9,6
10,7
11,6
12,5
13,3
14,3
15,3
16,1
17,5
18,5
19,6
20,0
21,2
22,7
23,0
24,4
25,6
26,5
27,4
28,4
29,1
30,4
31,3
32,5
33,2
34,2
35,4
36,6
37,7
38,7
39,1
40,4
41,0
42,1
43,7
44,7
45,2
46,6
47,6
48,6
49,6
50,1
51,7
52,6
53,3
54,5
55,0
56,2
57,5
58,6
59,5
60,4
61,5
62,3
63,0
64,5
65,0
66,7
67,2
68,3
69,1
70,3
71,0
72,5
73,5
74,3
75,2
76,1
77,3
78,2
79,0
80,4
81,0
82,6
83,3
84,5
85,5
86,6
87,5
88,0
89,4
90,6
91,5
92,5
93,2
94,0
95,7
96,1
97,7
98,4
99,6
100,2
101,0
102,7
103,5
104,3
105,0
106,1
107,3
108,0
109,1
110,6
111,4
112,5
113,3
114,6
115,0
116,2
117,6
118,0
119,3
120,0
121,1
122,3
123,3
124,3
125,3
126,1
127,6
128,1
129,0
130,3
131,0
132,3
133,0
134,2
135,1
136,0
137,3
138,2
139,6
140,0
141,5
142,5
143,0
144,1
145,1
146,3
147,6
148,2
149,6
150,7
151,4
152,6
153,6
154,7
155,7
156,0
157,1
158,1
159,4
160,0
161,2
162,0
163,4
164,6
165,3
166,5
167,5
168,1
169,3
170,0
171,7
172,4
173,1
174,2
175,2
176,2
177,2
178,0
179,6
180,3
181,1
182,0
183,0
184,0
185,1
186,7
187,6
188,4
189,6
190,3
191,2
192,6
193,5
194,3
195,5
196,7
197,2
198,6
199,1
200,3
201,4
202,1
203,1
204,5
205,7
206,5
207,6
208,4
209,5
210,5
211,3
212,2
213,1
214,0
215,5
216,6
217,2
218,4
219,0
220,0
221,6
222,4
223,4
224,6
225,5
226,5
227,1
228,1
229,7
230,3
231,5
232,0
233,4
234,5
235,1
236,6
237,6
238,7
239,3
240,0
241,1
242,5
243,1
244,4
245,4
246,0
247,5
248,0
249,5
250,1
251,3
252,3
253,1
254,7
255,6
256,3
257,1
258,2
259,5
260,0
261,5
262,0
263,4
264,2
265,0
266,2
267,0
268,6
269,4
270,0
271,6
272,0
273,5
274,5
275,2
276,6
277,1
278,0
279,7
280,1
281,5
282,2
283,5
284,4
285,3
286,6
287,1
288,6
289,7
290,0
291,7
292,4
293,6
294,2
295,3
296,7
297,1
298,5
299,6
