task_id,task_community
0,5
1,3
2,0
3,2
4,4
5,3
6,4
7,4
8,0
9,5
10,6
11,5
12,6
13,4
14,2
15,0
16,6
17,5
18,5
19,2
20,4
21,1
22,3
23,3
24,1
25,4
26,0
27,1
28,3
29,2
30,2
31,2
32,3
33,0
34,0
35,2
36,0
37,0
38,0
39,1
40,2
41,2
42,1
43,4
44,5
45,6
46,6
47,4
48,3
49,5
50,6
51,3
52,4
53,1
54,4
55,2
56,2
57,5
58,2
59,6
60,0
61,0
62,6
63,1
64,6
65,3
66,0
67,0
68,6
69,6
70,3
71,1
72,4
73,6
74,4
75,4
76,4
77,2
78,1
79,4
80,4
81,3
82,2
83,0
84,4
85,3
86,5
87,1
88,6
89,2
90,3
91,3
92,1
93,4
94,5
95,3
96,1
97,0
98,1
99,4
100,4
101,4
102,6
103,4
104,1
105,4
106,5
107,0
108,5
109,1
110,6
111,0
112,6
113,0
114,4
115,5
116,2
117,4
118,3
119,5
120,5
121,6
122,2
123,5
124,3
125,6
126,4
127,3
128,6
129,0
130,0
131,4
132,6
133,2
134,0
135,1
136,5
137,4
138,3
139,0
140,4
141,1
142,1
143,5
144,6
145,2
146,5
147,4
148,3
149,2
150,3
151,4
152,3
153,5
154,5
155,3
156,5
157,2
158,3
159,4
160,4
161,3
162,4
163,1
164,2
165,2
166,5
167,1
168,4
169,1
170,4
171,0
172,1
173,1
174,0
175,4
176,5
177,4
178,6
179,6
180,5
181,1
182,5
183,4
184,2
185,5
186,1
187,2
188,4
189,5
190,2
191,3
192,4
193,0
194,6
195,1
196,5
197,6
198,5
199,5
200,4
201,1
202,4
203,3
204,5
205,0
206,2
207,1
208,3
209,3
210,2
211,3
212,5
213,6
214,6
215,5
216,5
217,0
218,0
219,6
220,4
221,2
222,3
223,4
224,5
225,0
226,4
227,3
228,6
229,4
230,4
231,0
232,4
233,0
234,3
235,6
236,5
237,1
238,5
239,0
240,0
241,1
242,2
243,6
244,0
245,0
246,0
247,1
248,3
249,3
250,1
251,4
252,1
253,1
254,0
255,4
256,2
257,2
258,5
259,2
260,1
261,3
262,4
263,5
264,6
265,0
266,0
267,5
268,2
269,5
270,0
271,0
272,4
273,3
274,6
275,3
276,0
277,2
278,3
279,0
280,0
281,1
282,1
283,2
284,2
285,1
286,3
287,1
288,4
289,5
290,5
291,4
292,0
293,6
294,6
295,3
296,6
297,2
298,4
299,1
300,0
301,6
302,0
303,5
304,4
305,6
306,0
307,6
308,5
309,0
310,4
311,0
312,6
313,1
314,0
315,4
316,6
317,5
318,4
319,3
320,3
321,1
322,0
323,2
324,1
325,2
326,3
327,5
328,3
329,3
330,0
331,6
332,2
333,0
334,2
335,2
336,1
337,3
338,3
339,1
340,3
341,1
342,0
343,4
344,3
345,2
346,2
347,2
348,5
349,5
350,6
351,2
352,5
353,5
354,5
355,2
356,3
357,4
358,2
359,1
360,5
361,2
362,0
363,3
364,2
365,5
366,4
367,2
368,6
369,5
370,1
371,5
372,0
373,6
