worker_id,worker_community
0,6
1,2
2,1
3,0
4,0
5,6
6,2
7,7
8,6
9,6
10,0
11,4
12,0
13,3
14,2
15,2
16,7
17,1
18,0
19,6
20,7
21,1
22,4
23,2
24,2
25,6
26,4
27,7
28,5
29,7
30,0
31,0
32,0
33,6
34,1
35,0
36,2
37,1
38,4
39,5
40,2
41,5
42,4
43,6
44,3
45,5
46,4
47,7
48,2
49,5
50,5
51,3
52,3
53,4
54,7
55,6
56,0
57,5
58,6
59,6
60,1
61,2
62,6
63,4
64,4
65,1
66,6
67,5
68,6
69,4
70,3
71,1
72,5
73,4
74,3
75,3
76,2
77,5
78,7
79,7
80,5
81,2
82,4
83,6
84,6
85,7
86,5
87,2
88,3
89,3
90,3
91,4
92,2
93,2
94,7
95,5
96,5
97,4
98,1
99,3
