task,worker,answer
0,468,0
0,175,5
0,106,8
0,103,0
0,5,7
1,104,0
1,420,6
1,139,4
1,193,2
1,245,0
2,308,8
2,456,3
2,452,8
2,242,2
2,215,8
3,145,6
3,18,7
3,342,6
3,234,2
3,67,6
4,335,7
4,261,7
4,45,3
4,217,3
4,452,5
5,459,6
5,132,8
5,415,8
5,237,4
5,210,3
6,20,6
6,336,6
6,263,3
6,456,6
6,375,6
7,152,1
7,130,7
7,359,6
7,354,1
7,41,1
8,286,6
8,252,4
8,268,0
8,53,8
8,216,5
9,10,7
9,77,4
9,382,5
9,435,2
9,332,1
10,266,8
10,207,8
10,33,8
10,364,8
10,69,0
11,63,1
11,230,7
11,220,1
11,8,1
11,17,7
12,315,5
12,100,6
12,116,0
12,7,0
12,26,0
13,278,6
13,467,2
13,63,2
13,324,2
13,192,2
14,362,5
14,472,2
14,490,3
14,78,2
14,482,2
15,449,8
15,118,8
15,132,1
15,235,4
15,340,8
16,186,4
16,205,4
16,254,1
16,410,4
16,252,7
17,33,8
17,179,8
17,336,5
17,155,8
17,469,3
18,383,7
18,288,2
18,55,2
18,231,2
18,416,2
19,482,2
19,244,2
19,5,2
19,348,7
19,249,2
20,336,2
20,192,0
20,259,5
20,3,5
20,351,6
21,146,6
21,434,0
21,499,4
21,495,3
21,426,3
22,263,7
22,453,3
22,309,3
22,425,7
22,493,3
23,472,7
23,491,3
23,471,5
23,456,3
23,300,3
24,236,0
24,21,2
24,324,2
24,84,5
24,167,2
25,451,0
25,100,2
25,75,4
25,316,4
25,8,1
26,173,6
26,457,6
26,459,6
26,121,6
26,407,6
27,371,4
27,77,4
27,476,4
27,222,4
27,28,4
28,296,5
28,180,5
28,178,5
28,348,5
28,104,3
29,158,6
29,419,5
29,127,0
29,173,6
29,197,8
30,313,4
30,165,1
30,246,1
30,392,2
30,48,1
31,406,0
31,417,2
31,370,4
31,343,2
31,472,8
32,264,8
32,72,8
32,127,8
32,105,7
32,399,3
33,177,2
33,193,5
33,409,2
33,52,8
33,187,2
34,77,5
34,174,3
34,297,6
34,235,8
34,12,8
35,209,4
35,62,4
35,87,4
35,12,4
35,417,8
36,466,3
36,296,3
36,457,1
36,298,7
36,0,3
37,495,1
37,51,1
37,123,3
37,129,4
37,172,4
38,328,1
38,121,7
38,27,0
38,475,2
38,416,4
39,434,6
39,296,0
39,100,8
39,261,4
39,335,0
40,344,6
40,388,4
40,348,0
40,492,1
40,293,2
41,126,2
41,33,2
41,88,2
41,345,2
41,313,2
42,0,7
42,455,1
42,279,4
42,181,6
42,170,2
43,304,6
43,135,6
43,246,5
43,319,6
44,82,1
44,183,5
44,366,5
44,441,1
44,356,1
45,305,6
45,421,6
45,270,6
45,447,7
45,482,6
46,374,8
46,335,8
46,91,4
46,224,8
46,362,4
47,53,7
47,91,3
47,428,7
47,467,5
47,6,7
48,161,0
48,98,0
48,225,2
48,466,3
48,360,0
49,288,4
49,120,5
49,446,4
49,112,7
49,155,7
50,297,2
