task,worker,answer
0,176,2
0,66,4
0,125,3
0,2,0
0,241,0
1,146,3
1,153,3
1,49,3
1,1,3
1,156,2
2,77,5
2,66,5
2,218,2
2,163,2
2,136,9
3,195,2
3,222,9
3,132,8
3,124,7
3,61,3
4,36,0
4,168,2
4,135,9
4,53,9
4,209,3
5,166,5
5,60,7
5,115,7
5,208,7
5,13,3
6,15,2
6,163,2
6,69,2
6,71,2
6,79,2
7,60,3
7,239,4
7,220,2
7,37,9
7,140,3
8,64,6
8,32,9
8,165,3
8,234,2
8,174,8
9,187,1
9,29,9
9,67,9
9,196,2
9,36,2
10,238,8
10,185,3
10,89,8
10,216,3
10,207,6
11,24,5
11,125,6
11,194,5
11,83,5
11,86,6
12,203,6
12,202,6
12,226,4
12,69,1
12,208,6
13,101,2
13,115,0
13,171,4
13,35,9
13,87,9
14,63,0
14,75,4
14,27,5
14,230,4
14,165,4
15,23,5
15,18,3
15,65,5
15,6,5
15,214,9
16,155,5
16,228,3
16,66,5
16,34,5
16,65,5
17,30,0
17,6,6
17,214,0
17,182,6
17,223,6
18,124,5
18,211,8
18,42,0
18,29,7
18,201,5
19,46,2
19,112,2
19,224,2
19,103,7
19,2,6
20,111,7
20,249,7
20,109,2
20,32,7
20,69,4
21,100,8
21,155,3
21,225,1
21,211,7
21,241,2
22,29,8
22,122,8
22,84,5
22,175,8
22,68,3
23,54,8
23,92,3
23,97,1
23,77,1
23,31,6
24,134,8
24,25,8
24,160,8
24,152,8
24,75,1
25,218,5
25,240,9
25,64,1
25,104,1
25,11,6
26,80,7
26,221,8
26,5,9
26,200,5
26,153,8
27,4,9
27,30,4
27,225,7
27,180,3
27,215,1
28,154,3
28,0,1
28,34,0
28,105,0
28,82,0
29,140,5
29,149,1
29,66,2
29,171,1
29,75,2
30,231,9
30,235,5
30,87,9
30,4,7
30,102,6
31,226,7
31,17,1
31,71,8
31,21,8
31,37,4
32,48,4
32,19,0
32,165,4
32,170,4
32,192,0
33,168,1
33,246,1
33,186,0
33,31,6
33,62,1
34,226,6
34,46,7
34,96,5
