worker_id,worker_community
0,4
1,7
2,6
3,5
4,7
5,3
6,3
7,4
8,2
9,0
10,2
11,2
12,4
13,7
14,0
15,3
16,2
17,4
18,5
19,4
20,3
21,6
22,5
23,7
24,5
25,4
26,4
27,5
28,5
29,6
30,4
31,3
32,5
33,5
34,2
35,1
36,7
37,0
38,4
39,4
40,1
41,1
42,2
43,7
44,6
45,7
46,2
47,5
48,3
49,2
50,4
51,4
52,0
53,7
54,5
55,5
56,4
57,3
58,0
59,1
60,3
61,6
62,5
63,4
64,4
65,0
66,3
67,5
68,7
69,2
70,1
71,7
72,5
73,3
74,2
75,1
76,4
77,1
78,7
79,1
80,0
81,0
82,7
83,6
84,7
85,1
86,0
87,5
88,2
89,5
90,1
91,1
92,1
93,2
94,1
95,4
96,4
97,2
98,0
99,4
