worker_id,worker_community
0,1
1,1
2,2
3,7
4,7
5,3
6,2
7,0
8,5
9,7
10,6
11,5
12,4
13,0
14,6
15,3
16,5
17,2
18,4
19,6
20,0
21,2
22,3
23,0
24,0
25,0
26,2
27,4
28,2
29,0
30,5
31,0
32,5
33,5
34,4
35,3
36,0
37,7
38,7
39,5
40,0
41,3
42,3
43,1
44,2
45,5
46,2
47,4
48,5
49,3
50,4
51,2
52,7
53,5
54,5
55,4
56,7
57,7
58,0
59,0
60,7
61,6
62,4
63,2
64,1
65,3
66,3
67,6
68,1
69,7
70,3
71,3
72,3
73,6
74,3
75,1
76,2
77,4
78,2
79,4
80,2
81,1
82,3
83,0
84,0
85,3
86,7
87,6
88,3
89,1
90,1
91,7
92,0
93,6
94,6
95,6
96,2
97,2
98,7
99,3
100,4
101,3
102,7
103,1
104,4
105,3
106,2
107,0
108,2
109,4
110,3
111,0
112,6
113,4
114,6
115,7
116,1
117,7
118,7
119,4
120,3
121,3
122,1
123,7
124,7
125,2
126,2
127,2
128,6
129,7
130,0
131,5
132,7
133,4
134,6
135,6
136,4
137,7
138,5
139,7
140,7
141,3
142,6
143,5
144,4
145,5
146,5
147,3
148,7
149,2
150,5
151,4
152,4
153,6
154,4
155,4
156,0
157,0
158,6
159,6
160,4
161,4
162,2
163,6
164,3
165,7
166,4
167,5
168,6
169,7
170,5
171,0
172,3
173,0
174,3
175,7
176,7
177,3
178,2
179,4
180,2
181,7
182,5
183,6
184,7
185,6
186,0
187,0
188,3
189,6
190,1
191,4
192,4
193,1
194,4
195,1
196,6
197,4
198,0
199,2
200,7
201,3
202,1
203,6
204,6
205,5
206,4
207,0
208,0
209,3
210,2
211,1
212,5
213,5
214,1
215,1
216,3
217,3
218,4
219,7
220,7
221,0
222,2
223,5
224,3
225,7
226,2
227,6
228,4
229,0
230,7
231,5
232,4
233,4
234,6
235,4
236,6
237,7
238,7
239,1
240,1
241,0
242,1
243,0
244,3
245,4
246,3
247,0
248,0
249,5
250,0
251,6
252,6
253,0
254,4
255,2
256,4
257,3
258,6
259,2
260,3
261,6
262,5
263,5
264,0
265,3
266,0
267,7
268,5
269,5
270,5
271,5
272,0
273,5
274,2
275,4
276,6
277,0
278,7
279,3
280,6
281,6
282,5
283,0
284,3
285,4
286,3
287,1
288,7
289,4
290,0
291,6
292,5
293,1
294,7
295,6
296,3
297,2
298,1
299,2
300,6
301,7
302,7
303,1
304,4
305,7
306,1
307,5
308,7
309,0
310,2
311,5
312,5
313,4
314,2
315,2
316,5
317,4
318,7
319,2
320,6
321,5
322,4
323,0
324,0
325,1
326,5
327,3
328,4
329,1
330,6
331,7
332,0
333,3
334,5
335,3
336,2
337,4
338,5
339,7
340,6
341,7
342,6
343,4
344,2
345,5
346,2
347,5
348,5
349,1
350,7
351,1
352,5
353,2
354,2
355,7
356,2
357,7
358,7
359,7
360,5
361,5
362,0
363,0
364,2
365,3
366,2
367,1
368,1
369,5
370,4
371,4
372,4
373,3
374,6
375,5
376,3
377,0
378,7
379,4
380,7
381,2
382,5
383,2
384,2
385,1
386,4
387,3
388,4
389,0
390,2
391,5
392,6
393,2
394,4
395,3
396,2
397,6
398,1
399,1
400,1
401,5
402,2
403,3
404,0
405,7
406,5
407,0
408,5
409,6
410,6
411,6
412,7
413,2
414,4
415,0
416,0
417,0
418,0
419,4
420,7
421,4
422,5
423,2
424,7
425,1
426,2
427,7
428,5
429,5
430,0
431,2
432,3
433,1
434,7
435,3
436,6
437,7
438,0
439,1
440,5
441,6
442,0
443,6
444,7
445,1
446,0
447,3
448,3
449,2
450,5
451,3
452,4
453,1
454,7
455,5
456,2
457,0
458,6
459,1
460,6
461,5
462,1
463,7
464,2
465,3
466,4
467,1
468,6
469,4
470,4
471,2
472,6
473,7
474,4
475,1
476,2
477,0
478,0
479,6
480,5
481,0
482,0
483,7
484,5
485,1
486,1
487,2
488,1
489,3
490,1
491,3
492,3
493,2
494,5
495,4
496,5
497,4
498,3
499,2
