task,worker,answer
0,39,0
0,79,0
0,92,1
0,66,7
0,62,2
0,94,7
0,75,7
1,97,5
1,90,8
1,38,5
1,26,6
1,50,5
1,16,5
1,68,1
2,93,4
2,2,4
2,51,3
2,47,4
2,36,4
2,88,3
2,48,4
3,41,2
3,16,2
3,65,7
3,40,7
3,82,7
3,90,7
3,14,7
4,54,7
4,50,7
4,49,9
4,64,9
4,18,9
4,41,9
4,0,9
5,92,2
5,72,8
5,75,3
5,67,7
5,65,3
5,47,6
5,60,0
6,62,3
6,89,7
6,65,1
6,80,3
6,35,3
6,95,7
6,2,3
7,30,3
7,2,9
7,86,2
7,49,0
7,48,5
7,8,3
7,43,3
8,67,1
8,61,5
8,38,6
8,58,6
8,56,2
8,92,1
8,13,4
9,70,9
9,74,3
9,33,1
9,52,1
9,15,1
9,83,1
9,77,8
10,48,5
10,62,5
10,9,3
10,37,2
10,68,6
10,96,3
10,6,3
11,63,1
11,17,9
11,8,4
11,4,1
11,58,1
11,27,1
11,55,1
12,6,3
12,93,7
12,61,9
12,60,3
12,54,9
12,89,9
12,63,9
13,9,9
13,88,5
13,37,4
13,14,1
13,75,8
13,38,9
13,15,1
14,0,4
14,2,4
14,19,8
14,43,5
14,93,4
14,56,4
15,38,8
15,19,2
15,76,2
15,56,2
15,50,1
15,1,3
15,98,9
16,8,3
16,53,0
16,23,1
16,75,5
16,89,4
16,58,6
16,40,6
17,51,0
17,26,2
17,56,5
17,99,0
17,69,9
17,57,1
17,48,5
18,99,5
18,19,5
18,27,2
18,56,5
18,87,4
19,7,0
19,74,7
19,15,0
19,83,0
19,95,0
19,17,0
19,82,0
20,31,2
20,60,1
20,59,4
20,68,4
20,93,4
20,73,7
20,82,4
21,32,2
21,1,1
21,0,3
21,4,8
21,86,7
21,77,6
21,79,2
22,69,7
22,40,1
22,68,6
22,22,5
22,58,6
22,27,7
23,26,8
23,98,0
23,70,8
23,47,5
23,7,8
23,3,8
24,65,4
24,39,7
24,5,6
24,89,1
24,31,6
24,88,6
24,8,6
25,8,8
25,54,6
25,3,1
25,49,8
25,93,2
25,11,6
26,93,6
26,70,4
26,97,1
26,71,0
26,23,7
26,40,4
26,59,8
27,92,1
27,61,5
27,6,4
27,75,1
27,74,1
27,76,1
27,96,0
28,85,7
28,6,1
28,84,3
28,78,1
28,82,1
28,75,8
28,38,1
29,40,3
29,73,3
29,90,3
29,17,3
29,96,3
29,85,3
29,72,3
30,81,1
30,27,9
30,52,8
30,80,1
30,78,0
30,88,1
30,22,1
31,10,1
31,18,8
31,25,6
31,32,1
31,63,1
31,3,5
31,34,9
32,58,2
32,16,6
32,20,5
32,48,2
32,35,0
32,23,3
32,15,5
33,22,2
33,36,9
33,79,1
33,7,4
33,42,7
33,11,1
33,82,8
34,5,8
34,72,7
34,99,7
34,14,0
34,7,7
34,89,4
34,71,9
35,21,4
35,54,4
35,12,4
35,71,4
35,25,4
35,91,6
35,59,1
36,52,0
36,72,0
36,79,7
36,74,0
36,92,1
36,55,0
36,13,0
37,3,0
37,84,3
37,38,0
37,90,3
37,29,8
37,91,4
38,0,9
38,78,3
38,92,7
38,38,8
38,46,4
38,90,4
38,37,7
39,7,6
39,70,6
39,31,5
39,32,6
39,47,6
39,36,6
39,17,6
40,32,8
40,59,7
40,52,0
40,57,1
40,69,8
40,30,8
41,13,8
41,27,6
41,73,5
41,91,6
41,94,6
41,93,6
41,88,6
42,65,4
42,22,7
42,34,7
42,75,7
42,50,7
42,66,7
42,3,7
43,30,2
43,60,3
43,25,5
43,7,5
43,77,6
43,95,5
43,96,5
44,66,1
44,99,7
44,20,4
44,85,1
44,73,2
44,14,1
44,94,1
45,19,2
45,28,2
45,82,2
45,4,2
45,2,8
45,75,6
45,88,9
46,22,7
46,29,1
46,24,3
46,68,7
46,92,1
46,87,1
46,44,0
47,47,7
47,15,0
47,4,7
47,52,0
47,24,0
47,5,2
48,80,2
48,72,2
48,81,2
48,71,0
48,19,2
48,10,2
48,46,2
49,85,7
49,47,7
49,76,7
49,66,4
49,62,7
49,86,7
49,94,7
50,12,4
50,65,1
50,69,8
50,55,2
50,73,9
50,32,8
50,9,8
51,30,4
51,18,2
51,26,4
51,43,4
51,38,4
51,96,7
52,52,4
52,5,7
52,46,7
52,15,7
52,89,9
52,33,7
