worker_id,worker_community
0,0
1,4
2,0
3,4
4,4
5,3
6,0
7,3
8,6
9,5
10,4
11,0
12,6
13,3
14,6
15,2
16,2
17,7
18,4
19,0
20,6
21,6
22,4
23,5
24,7
25,6
26,2
27,2
28,2
29,0
30,5
31,0
32,7
33,3
34,5
35,0
36,0
37,3
38,4
39,3
40,1
41,3
42,3
43,1
44,2
45,5
46,2
47,0
48,2
49,1
50,3
51,4
52,2
53,2
54,2
55,6
56,2
57,0
58,7
59,2
60,5
61,4
62,5
63,3
64,1
65,5
66,4
67,5
68,4
69,5
70,5
71,5
72,2
73,3
74,6
75,5
76,2
77,3
78,1
79,0
80,6
81,7
82,7
83,0
84,5
85,0
86,3
87,6
88,1
89,2
90,7
91,6
92,4
93,6
94,4
95,1
96,6
97,0
98,7
99,4
