task_id,task_community
0,4
1,1
2,4
3,6
4,6
5,1
6,1
7,2
8,4
9,1
10,6
11,4
12,3
13,2
14,2
15,1
16,5
17,5
18,1
19,4
20,2
21,0
22,6
23,3
24,0
25,1
26,5
27,3
28,4
29,4
30,5
31,4
32,3
33,0
34,1
35,6
36,3
37,5
38,6
39,3
40,3
41,2
42,6
43,5
44,2
45,3
46,1
47,6
48,5
49,5
50,6
51,0
52,5
53,4
54,2
55,2
56,4
57,3
58,5
59,0
60,1
61,3
62,1
63,1
64,6
65,1
66,2
67,2
68,4
69,0
70,6
71,5
72,5
73,4
74,6
75,4
76,6
77,4
78,0
79,4
80,5
81,6
82,3
83,4
84,5
85,2
86,1
87,3
88,2
89,0
90,5
91,2
92,4
93,4
94,0
95,6
96,1
97,5
98,2
99,2
100,6
101,3
102,0
103,2
104,1
105,2
106,6
107,3
108,0
109,2
110,4
111,5
112,3
113,2
114,6
115,3
116,6
117,2
118,6
119,4
120,6
121,3
122,3
123,2
124,5
125,3
126,4
127,4
128,1
129,4
130,4
131,3
132,2
133,1
134,5
135,6
136,6
137,0
138,4
139,3
140,4
141,5
142,4
143,0
144,5
145,4
146,4
147,3
148,2
149,4
150,2
151,0
152,4
153,6
154,4
155,4
156,0
157,3
158,4
159,2
160,1
161,3
162,6
163,2
164,1
165,6
166,2
167,0
168,1
169,1
170,6
171,5
172,3
173,4
174,5
175,1
176,4
177,2
178,1
179,2
180,3
181,5
182,1
183,1
184,6
185,0
186,3
187,0
188,2
189,4
190,3
191,3
192,4
193,5
194,6
195,2
196,4
197,4
198,2
199,3
200,0
201,3
202,2
203,5
204,5
205,5
206,0
207,1
208,4
209,0
210,6
211,1
212,0
213,4
214,3
215,6
216,0
217,1
218,2
219,6
220,6
221,0
222,4
223,0
224,2
225,6
226,6
227,2
228,0
229,1
230,4
231,3
232,1
233,0
234,4
235,6
236,1
237,5
238,1
239,2
240,2
241,2
242,2
243,5
244,0
245,6
246,2
247,4
248,6
249,4
250,3
251,4
252,0
253,4
254,4
255,1
256,0
257,6
258,3
259,0
260,0
261,3
262,5
263,0
264,0
265,5
266,1
267,6
268,1
269,1
270,1
271,3
272,5
273,3
274,0
275,4
276,5
277,3
278,5
279,0
280,2
281,0
282,2
283,1
284,6
285,5
286,4
287,1
288,2
289,1
290,1
291,2
292,0
293,1
294,3
295,2
296,0
297,6
298,1
299,1
