task,worker,answer
0,91,6
0,5,7
0,78,7
0,14,3
0,98,8
1,99,4
1,10,1
1,82,1
1,68,1
1,31,6
2,62,9
2,60,8
2,93,9
2,76,9
2,11,6
3,24,6
3,84,6
3,73,6
3,99,9
3,77,9
4,12,6
4,91,6
4,77,1
4,30,1
4,11,3
5,58,2
5,56,1
5,1,1
5,60,1
5,94,1
6,96,5
6,61,3
6,8,3
6,81,9
6,69,5
7,38,9
7,78,9
7,85,1
7,93,2
7,72,6
8,18,0
8,13,1
8,24,8
8,58,4
8,80,4
9,98,4
9,88,0
9,55,1
9,30,4
10,50,9
10,89,0
10,21,2
10,6,0
10,17,0
11,10,8
11,56,9
11,52,8
11,64,2
11,85,5
12,53,6
12,38,6
12,20,6
12,24,6
12,22,5
13,14,7
13,30,1
13,34,0
13,89,0
14,66,6
14,69,8
14,62,6
14,95,7
14,53,6
15,47,4
15,42,4
15,98,0
15,25,0
15,73,0
16,85,5
16,20,5
16,48,5
16,14,5
16,93,5
17,63,5
17,39,3
17,69,5
17,4,5
17,5,4
18,65,2
18,72,9
18,78,2
18,17,2
18,33,2
19,3,8
19,30,3
19,22,2
19,91,8
19,15,8
20,51,0
20,81,5
20,20,7
20,38,7
20,23,5
21,32,5
21,48,5
21,22,3
21,38,5
21,28,4
22,49,1
22,61,4
22,9,3
22,10,4
22,94,4
23,33,3
23,9,1
23,34,0
23,88,7
23,71,1
24,29,9
24,49,5
24,7,9
24,74,7
25,18,7
25,37,3
25,98,7
25,53,7
25,76,7
26,34,6
26,51,6
26,80,6
26,71,9
26,40,6
27,50,2
27,38,3
27,94,0
27,92,0
27,66,5
28,21,3
28,88,8
28,51,4
28,96,5
28,43,9
29,83,1
29,68,8
29,22,9
29,73,3
30,50,7
30,93,2
30,97,7
30,95,3
30,26,7
31,94,3
31,49,2
31,28,8
31,39,9
31,59,8
32,85,7
32,7,9
32,4,7
32,13,2
32,94,3
33,49,9
33,96,7
33,54,7
33,56,3
34,43,4
34,78,6
34,53,7
34,54,9
34,89,7
35,97,2
35,89,2
35,5,2
35,44,4
35,67,2
36,3,6
36,5,6
36,4,6
36,77,6
36,17,6
37,83,3
37,72,4
37,25,2
37,82,0
37,14,2
38,9,4
38,28,1
38,16,6
38,25,6
38,62,6
39,25,5
39,62,3
39,3,5
39,20,5
39,89,5
40,30,3
40,37,4
40,11,0
40,44,0
40,64,0
41,66,7
41,25,9
41,86,0
41,94,1
41,12,0
42,30,5
42,40,3
42,66,5
42,70,9
42,10,1
43,58,7
43,64,4
43,69,1
43,45,5
43,98,5
44,5,5
44,76,3
44,14,3
44,75,1
44,66,5
45,97,1
45,47,1
45,1,7
45,56,6
45,4,6
46,27,5
46,87,5
46,44,5
46,43,5
46,88,0
47,91,8
47,52,2
47,47,0
47,88,8
48,33,4
48,18,6
48,8,3
48,97,5
48,64,9
49,0,9
49,92,7
49,53,9
49,26,9
49,52,0
50,18,8
50,4,8
50,99,8
50,59,0
50,81,8
51,86,9
51,85,9
51,76,9
51,42,4
51,13,3
52,84,1
52,86,0
52,24,9
52,32,6
52,20,1
53,32,6
53,53,6
53,37,5
53,39,9
53,71,6
54,44,0
54,97,0
54,6,0
54,61,7
54,17,3
55,44,3
55,8,6
55,66,0
55,31,8
55,98,0
56,64,1
56,25,6
56,17,6
56,18,3
56,53,3
57,3,7
57,33,4
57,22,9
57,80,6
57,99,8
58,23,8
58,69,8
58,63,0
58,87,0
59,48,8
59,56,8
59,61,8
59,27,7
59,17,8
60,64,2
60,51,9
60,3,4
60,16,2
60,17,2
61,62,3
61,93,0
61,10,9
61,86,0
61,40,0
62,8,1
62,49,7
62,86,7
62,42,8
62,96,7
63,79,8
63,17,2
63,34,1
63,38,2
63,9,7
64,68,3
64,56,3
64,98,3
64,79,3
64,34,3
65,94,9
65,13,1
65,47,7
65,26,8
65,29,2
66,9,3
66,28,8
66,5,6
66,83,6
67,25,8
67,41,8
67,36,8
67,24,8
67,31,8
68,41,3
68,70,3
68,60,3
68,24,3
68,52,3
69,95,2
69,59,8
69,80,0
69,13,2
70,74,6
70,14,0
70,87,0
70,71,9
71,54,4
71,19,8
71,18,2
71,52,4
71,82,6
72,79,7
72,24,2
72,63,3
72,2,3
72,82,3
73,8,1
73,10,1
73,64,4
73,9,1
73,22,9
74,67,1
74,57,1
74,98,5
74,17,1
74,55,0
75,42,5
75,62,1
75,7,1
75,11,8
75,74,4
76,91,4
76,50,1
76,25,4
76,73,1
76,24,5
77,32,9
77,89,1
77,60,7
77,16,8
77,70,7
78,93,6
78,1,2
78,38,2
78,92,9
78,50,0
79,31,8
79,35,4
79,23,8
79,46,8
79,20,8
80,24,9
80,19,7
80,90,5
80,86,8
80,0,6
81,76,3
81,96,3
81,89,8
81,60,4
81,70,9
82,59,0
82,16,2
82,84,9
82,83,0
82,1,0
83,46,9
83,85,9
83,8,5
83,26,8
83,64,6
84,47,3
84,39,0
84,86,8
84,65,8
84,72,5
85,54,7
85,68,7
85,47,1
85,2,7
85,52,3
86,26,1
86,90,1
86,38,0
86,80,1
86,12,1
87,78,7
87,8,4
87,44,8
87,41,0
87,84,4
88,23,8
88,93,7
88,16,5
88,70,8
88,1,2
89,64,7
89,91,2
89,81,7
89,28,7
89,98,7
90,81,0
90,98,9
90,96,1
90,34,1
90,30,8
91,18,5
91,5,5
91,61,5
91,42,5
91,54,8
92,20,7
92,23,2
92,60,4
92,68,4
92,31,7
93,29,2
93,55,6
93,18,4
93,95,4
93,36,0
94,28,5
94,40,5
94,82,7
94,92,3
94,46,3
95,60,5
95,10,9
95,82,3
95,74,5
95,33,4
96,36,6
96,85,0
96,82,9
96,4,9
96,51,7
97,44,9
97,8,9
97,33,7
97,11,9
98,45,6
98,22,8
98,88,9
98,23,9
98,13,9
99,2,4
99,57,4
99,37,8
99,3,5
99,76,4
100,12,6
100,7,6
100,29,6
100,63,9
101,79,7
101,72,7
101,97,2
101,61,7
101,99,0
102,3,8
102,79,4
102,9,4
102,85,2
102,29,2
103,27,6
103,5,9
103,93,6
103,71,8
104,19,5
104,46,5
104,28,5
104,85,2
104,87,7
105,89,2
105,44,4
105,71,2
105,36,0
105,4,2
106,56,1
106,9,9
106,79,1
106,78,3
107,64,7
107,32,8
107,50,8
107,94,7
107,55,1
108,26,7
108,91,0
108,63,2
108,47,2
108,85,3
109,79,7
109,14,7
109,89,7
109,96,8
110,8,7
110,17,4
110,62,4
110,92,4
110,22,4
111,98,9
111,36,2
111,68,9
111,14,3
111,55,9
112,67,9
112,61,8
112,51,8
112,75,8
112,49,8
113,71,5
113,76,6
113,27,9
113,97,2
113,65,5
114,64,1
114,74,1
114,57,1
114,36,9
114,59,1
115,87,0
115,14,1
115,26,6
115,23,8
115,48,8
116,52,9
116,15,9
116,90,9
116,87,9
116,5,9
117,11,1
117,21,8
117,70,1
117,76,4
117,86,2
118,95,9
118,41,0
118,22,6
118,80,2
118,77,8
119,43,2
119,12,5
119,68,1
119,7,2
119,20,0
120,17,5
120,71,5
120,10,2
120,77,5
121,69,6
121,36,6
121,32,1
121,85,7
121,93,6
122,20,1
122,31,4
122,36,3
122,13,9
123,92,6
123,21,4
123,34,3
123,77,9
123,98,5
124,81,6
124,94,6
124,93,6
124,98,0
124,40,6
125,3,6
125,71,8
125,48,5
125,19,0
125,65,4
126,44,9
126,31,0
126,75,6
126,39,2
126,53,0
127,29,9
127,85,5
127,4,9
127,95,9
127,80,1
128,50,2
128,8,8
128,60,0
128,40,1
128,1,9
129,12,4
129,51,7
129,80,4
129,5,4
129,43,4
130,53,5
130,41,7
130,65,1
130,62,0
130,83,3
131,47,2
131,91,7
131,40,4
131,99,3
131,84,5
132,49,4
132,80,1
132,55,7
132,91,0
132,7,9
133,50,9
133,22,9
133,0,5
133,99,9
133,68,9
134,80,1
134,65,1
134,10,3
134,60,7
134,84,3
135,25,0
135,52,0
135,50,0
135,97,0
135,6,0
136,69,5
136,23,0
136,11,7
136,67,7
136,10,7
137,58,0
137,10,0
137,79,0
137,87,6
137,17,0
138,57,0
138,72,0
138,30,8
138,11,8
138,20,9
139,17,3
139,8,3
139,96,3
139,11,4
139,87,3
140,16,4
140,78,4
140,92,7
140,81,4
140,68,4
141,6,8
141,83,8
141,48,2
141,90,8
141,37,3
142,25,4
142,32,1
142,27,4
142,65,0
142,93,4
143,35,4
143,36,7
143,3,5
143,83,8
143,1,3
144,93,2
144,96,8
144,34,2
144,23,3
144,92,4
145,57,0
145,39,7
145,63,8
145,24,0
146,50,6
146,0,3
146,56,3
146,65,5
146,2,3
147,53,4
147,58,7
147,82,9
147,23,3
147,35,9
148,26,0
148,60,7
148,48,0
148,65,6
148,61,0
149,75,5
149,96,0
149,14,3
149,44,4
149,81,4
150,74,9
150,30,7
150,53,4
150,63,9
150,25,1
151,41,3
151,60,7
151,66,7
151,63,7
151,83,9
152,76,9
152,36,0
152,2,0
152,61,5
152,60,0
153,98,2
153,94,5
153,75,6
154,30,0
154,54,4
154,80,9
154,74,0
154,60,1
155,15,0
155,91,1
155,28,7
155,97,8
156,31,5
156,82,6
156,67,5
156,70,8
157,8,9
157,62,9
157,99,5
157,18,9
157,87,0
158,48,0
158,25,4
158,79,4
158,75,8
159,14,8
159,77,2
159,49,2
159,7,7
159,96,4
160,17,5
160,14,4
160,67,5
160,58,4
160,54,3
161,32,4
161,48,4
161,94,8
161,24,5
161,42,4
162,23,1
162,75,1
162,43,4
162,28,8
163,30,9
163,25,6
163,64,6
163,32,6
163,17,2
164,62,6
164,20,1
164,17,6
164,40,5
164,73,9
165,30,1
165,23,3
165,17,3
165,19,3
165,53,3
166,74,7
166,91,7
166,21,3
166,90,7
166,32,3
167,94,8
167,4,9
167,78,5
167,51,5
167,45,5
168,48,2
168,86,3
168,2,2
168,72,2
168,67,7
169,42,4
169,58,6
169,56,6
169,2,8
169,69,7
170,50,4
170,29,4
170,37,0
170,83,6
170,48,6
171,6,5
171,12,0
171,92,4
171,11,0
172,69,0
172,43,6
172,10,6
172,42,3
172,19,9
173,63,1
173,88,4
173,59,5
173,2,4
173,87,9
174,38,8
174,13,8
174,48,8
174,7,2
174,17,8
175,96,6
175,85,6
175,28,6
175,7,6
175,4,6
176,61,8
176,34,7
176,49,4
176,72,4
176,30,5
177,79,0
177,33,9
177,83,9
177,4,9
177,31,9
178,12,7
178,35,9
178,16,7
178,96,7
178,64,7
179,17,3
179,36,3
179,3,3
179,49,0
179,86,3
180,23,8
180,91,6
180,84,9
180,5,9
180,18,9
181,38,1
181,46,2
181,83,1
181,89,1
181,14,8
182,22,3
182,7,0
182,39,0
182,3,5
182,26,0
183,95,3
183,25,6
183,99,6
183,29,6
183,22,6
184,54,2
184,13,0
184,92,1
184,28,7
184,0,1
185,56,1
185,59,0
185,73,1
185,91,8
185,3,1
186,21,6
186,97,2
186,93,2
186,35,1
186,99,6
187,95,8
187,73,9
187,59,3
187,45,6
187,48,3
188,0,8
188,83,4
188,85,9
188,29,4
188,89,9
189,85,1
189,30,3
189,27,0
189,53,0
189,57,0
190,40,4
190,51,4
190,71,3
190,80,4
190,27,4
191,55,0
191,8,4
191,42,3
191,81,1
191,95,8
192,17,3
192,48,3
192,26,2
192,21,3
193,6,8
193,46,7
193,53,6
193,18,4
193,63,6
194,77,7
194,74,2
194,1,6
194,66,2
194,50,2
195,62,5
195,61,5
195,93,5
195,67,7
195,13,0
196,52,5
196,41,5
196,14,9
196,36,9
196,50,9
197,85,2
197,9,8
197,65,0
197,80,2
197,67,5
198,17,2
198,28,9
198,54,2
