task,worker,answer
0,280,7
0,200,4
0,274,1
0,110,1
1,137,3
1,13,5
1,26,3
1,15,3
1,185,3
2,89,3
2,122,3
2,64,3
2,240,3
2,284,3
3,128,1
3,70,2
3,174,1
3,31,0
3,107,5
4,93,8
4,288,3
4,83,8
4,216,7
4,155,8
5,134,0
5,39,5
5,128,8
5,88,0
5,206,2
6,165,4
6,169,6
6,275,1
6,240,7
6,51,1
7,2,1
7,170,9
7,45,1
7,198,9
7,244,6
8,28,0
8,22,6
8,67,6
8,284,4
8,96,6
9,138,3
9,114,4
9,295,2
9,239,9
9,37,4
10,220,6
10,58,6
10,51,6
10,103,6
10,235,1
11,229,6
11,143,8
11,246,6
11,181,6
11,284,4
12,78,6
12,169,0
12,288,7
12,110,8
12,5,0
13,6,9
13,246,2
13,288,7
13,140,9
13,232,0
14,8,8
14,215,2
14,127,4
14,126,6
14,29,6
15,51,9
15,199,9
15,251,9
15,187,4
15,115,9
16,101,0
16,17,7
16,106,7
16,291,7
16,119,2
17,203,3
17,82,3
17,141,8
17,44,3
17,115,4
18,7,4
18,72,1
18,172,4
18,236,4
18,221,8
19,148,1
19,223,1
19,179,1
19,211,3
19,42,1
20,18,2
20,26,0
20,130,2
20,216,8
20,117,2
21,71,5
21,176,1
21,248,1
21,3,1
21,198,1
22,39,4
22,35,2
22,219,8
22,283,7
22,233,3
23,244,1
23,59,1
23,14,0
23,190,3
23,130,1
24,74,4
24,149,0
24,26,3
24,49,5
24,23,3
25,105,6
25,131,5
25,79,6
25,108,6
25,49,9
26,200,4
26,28,8
26,84,3
26,75,4
26,143,8
27,282,9
27,44,6
27,30,9
27,254,9
27,94,3
28,293,5
28,149,5
28,52,7
28,97,6
28,102,5
29,292,6
29,168,1
29,33,6
29,165,0
29,204,2
30,298,9
30,128,9
30,21,9
30,118,9
30,45,9
31,122,6
31,297,0
31,255,0
31,35,1
31,75,0
32,11,6
32,62,4
32,162,4
32,241,2
32,67,4
33,122,3
33,50,1
33,41,0
33,63,7
33,178,6
34,169,9
34,135,3
34,184,9
34,116,0
34,14,4
35,198,9
35,47,8
35,161,8
35,178,8
35,58,7
36,182,6
36,35,2
36,22,6
36,275,3
36,284,6
37,183,0
37,209,9
37,285,0
37,79,0
37,238,6
38,138,6
38,163,8
38,194,6
38,271,6
38,222,6
39,279,9
39,199,2
39,20,9
39,235,9
39,217,7
40,179,6
40,224,2
40,274,6
40,61,0
40,255,6
41,299,3
41,284,3
41,291,3
41,216,2
41,212,5
42,211,6
42,124,6
42,63,6
42,144,6
42,192,6
43,204,4
43,273,4
43,137,2
43,129,4
43,98,4
44,89,4
44,274,1
44,234,5
44,247,7
44,143,4
45,133,7
45,40,7
45,197,7
45,70,4
45,121,7
46,4,3
46,12,3
46,127,4
46,246,3
46,231,0
47,103,7
47,166,7
47,59,7
47,209,7
47,182,7
48,231,3
48,137,0
48,148,5
48,196,7
49,250,4
49,165,4
49,236,4
49,146,4
49,276,9
50,118,8
50,84,1
50,209,5
50,134,6
50,217,8
51,285,6
51,175,2
51,191,2
51,221,2
51,118,2
52,77,9
52,297,5
52,295,3
52,84,5
52,137,6
53,149,8
53,44,1
53,224,4
53,38,8
53,182,8
54,135,8
54,265,8
54,181,6
54,188,6
54,245,8
55,103,8
55,124,8
55,152,2
55,236,8
55,275,6
56,167,5
56,103,1
56,278,7
56,171,4
56,12,5
57,62,4
57,286,8
57,227,5
57,233,8
57,219,8
58,119,7
58,126,6
58,217,9
58,72,9
58,129,5
59,5,2
59,192,8
59,261,3
59,47,3
59,295,6
60,162,0
60,241,3
60,54,0
60,26,0
60,64,0
61,229,9
61,183,9
61,135,9
61,263,9
61,133,2
62,112,5
62,9,2
62,100,5
62,222,9
62,190,5
63,262,6
63,161,3
63,152,1
63,15,3
63,56,2
64,245,0
64,125,7
64,113,2
64,148,1
64,250,2
65,233,0
65,201,8
65,83,1
65,18,8
65,280,8
66,67,6
66,21,1
66,141,2
66,280,2
66,40,2
67,131,4
67,153,0
67,239,3
67,75,5
67,111,8
68,246,8
68,218,5
68,129,8
68,213,8
68,69,3
69,132,4
69,136,5
69,275,8
69,68,8
69,284,9
70,17,9
70,21,2
70,81,6
70,163,5
70,129,8
71,20,3
71,38,3
71,175,0
71,204,5
71,48,7
72,262,6
72,102,9
72,174,7
72,130,0
72,186,5
73,8,4
73,150,4
73,218,6
73,36,4
73,137,3
74,43,8
74,57,9
74,3,5
74,171,8
74,170,9
75,207,2
75,2,2
75,261,8
75,141,2
75,60,1
76,289,7
76,13,5
76,165,5
76,57,7
76,284,9
