task,worker,answer
0,91,0
0,49,9
0,60,1
0,84,4
0,89,5
1,50,8
1,53,4
1,82,9
1,97,5
1,31,5
2,3,2
2,92,4
2,27,1
2,50,6
2,14,2
3,92,5
3,17,5
3,60,8
3,64,8
3,11,5
4,20,8
4,88,6
4,0,0
4,16,8
4,97,8
5,33,8
5,57,8
5,28,8
5,75,1
5,27,0
6,96,8
6,78,4
6,51,0
6,62,1
6,4,8
7,50,3
7,66,8
7,2,8
7,76,6
7,18,7
8,59,5
8,80,5
8,78,7
8,21,3
8,89,8
9,66,5
9,40,4
9,90,8
9,77,9
9,47,1
10,95,7
10,20,0
10,59,7
10,43,5
10,32,7
11,99,9
11,94,3
11,73,0
11,69,9
11,1,9
12,59,3
12,77,3
12,13,3
12,7,6
12,0,3
13,47,0
13,32,0
13,37,8
13,63,8
13,83,2
14,21,5
14,66,5
14,12,6
14,82,4
14,20,2
15,19,3
15,44,3
15,29,9
15,91,3
15,0,3
16,18,7
16,1,9
16,76,2
16,90,2
17,70,9
17,61,9
17,23,9
17,26,9
17,81,9
18,97,9
18,81,2
18,65,2
18,69,2
18,9,8
19,22,7
19,23,5
19,48,9
19,97,3
19,28,9
20,45,6
20,86,7
20,35,7
20,23,9
20,90,7
21,10,7
21,62,9
21,28,9
21,79,0
21,36,9
22,18,7
22,83,1
22,34,2
22,40,3
22,24,2
23,44,6
23,6,4
23,38,9
23,40,4
24,34,7
24,16,9
24,83,4
24,52,9
24,9,2
25,3,2
25,44,8
25,83,2
25,60,3
25,98,2
26,51,6
26,92,8
26,28,8
26,41,8
26,89,9
27,42,8
27,19,6
27,77,4
27,58,8
27,35,3
28,10,2
28,83,5
28,78,0
28,12,6
28,63,0
29,60,9
29,59,9
29,16,7
29,32,9
29,38,9
30,22,5
30,2,4
30,23,5
30,38,2
30,44,4
31,28,5
31,5,0
31,63,5
31,3,0
31,14,6
32,18,0
32,81,0
32,88,0
32,58,0
32,95,0
33,31,4
33,81,4
33,72,4
33,42,4
33,52,6
34,46,5
34,28,4
34,35,1
34,98,3
34,71,5
35,46,9
35,27,1
35,1,1
35,45,1
35,33,1
36,77,2
36,59,4
36,58,3
36,53,1
36,92,2
37,41,0
37,42,2
37,73,6
37,74,1
37,78,5
38,62,6
38,56,6
38,43,6
38,68,6
38,80,4
39,53,8
39,73,4
39,17,4
39,46,4
39,88,4
40,6,7
40,2,2
40,50,1
40,26,1
40,60,1
41,66,6
41,48,0
41,15,7
41,61,6
42,73,7
42,66,3
42,63,2
42,71,1
42,24,7
43,1,4
43,64,2
43,35,8
43,27,8
43,24,8
44,19,9
44,29,2
44,31,4
44,63,5
44,3,4
45,32,1
45,2,9
45,4,1
45,57,1
45,45,1
46,25,4
46,10,4
46,83,4
46,50,5
46,26,4
47,32,0
47,22,4
47,60,1
47,82,0
47,47,5
48,20,7
48,79,9
48,59,3
48,76,3
48,30,3
49,37,4
49,90,2
49,27,1
49,91,6
49,20,7
50,61,4
50,91,4
50,31,9
50,24,4
50,73,7
51,48,9
51,61,7
51,13,7
51,7,7
51,97,7
52,11,8
52,93,2
52,85,8
52,68,4
52,77,4
53,2,0
53,38,0
53,64,4
53,68,2
53,33,0
54,4,8
54,74,5
54,45,3
54,71,6
54,27,8
55,78,5
55,14,8
55,4,5
55,53,3
55,92,5
56,68,5
56,26,0
56,95,2
56,61,2
56,3,8
57,15,7
57,14,8
57,55,7
57,80,6
57,68,3
58,54,7
58,13,7
58,8,6
58,43,6
58,45,7
59,29,5
59,51,1
59,23,7
59,92,1
59,30,7
60,81,5
60,84,5
60,78,7
60,8,0
60,42,8
61,36,6
61,44,3
61,33,9
61,79,2
61,28,6
62,80,2
62,81,2
62,42,2
62,95,2
62,76,2
63,27,1
63,70,5
63,89,1
63,66,7
64,39,4
64,81,0
64,13,9
64,58,9
64,82,7
65,64,1
65,62,2
65,34,3
65,46,7
65,27,0
66,36,0
66,84,0
66,25,0
66,38,0
66,92,0
67,84,1
67,99,0
67,92,6
67,60,0
67,49,8
68,48,9
68,19,0
68,35,1
68,17,4
68,91,0
69,13,6
69,12,6
69,59,6
69,75,6
69,52,6
70,20,9
70,5,2
70,15,8
70,50,0
71,41,4
71,87,4
71,15,6
71,37,3
72,81,2
72,62,9
72,84,2
72,64,9
72,65,2
73,88,6
73,20,6
73,94,0
73,28,8
73,0,7
74,42,9
74,86,3
74,53,6
