worker_id,worker_community
0,5
1,6
2,4
3,5
4,0
5,1
6,0
7,0
8,4
9,5
10,1
11,7
12,0
13,2
14,0
15,0
16,5
17,5
18,2
19,4
20,4
21,7
22,3
23,4
24,4
25,5
26,2
27,1
28,6
29,5
30,7
31,6
32,1
33,0
34,2
35,3
36,2
37,5
38,3
39,6
40,2
41,7
42,3
43,4
44,5
45,0
46,4
47,6
48,7
49,6
50,0
51,3
52,3
53,6
54,1
55,0
56,1
57,5
58,6
59,3
60,4
61,7
62,7
63,5
64,4
65,0
66,7
67,1
68,2
69,4
70,2
71,5
72,2
73,4
74,3
75,7
76,7
77,4
78,6
79,6
80,6
81,3
82,5
83,5
84,2
85,3
86,7
87,4
88,1
89,4
90,1
91,4
92,7
93,3
94,5
95,3
96,3
97,4
98,6
99,3
