worker_id,worker_community
0,6
1,2
2,6
3,1
4,4
5,6
6,3
7,1
8,1
9,5
10,6
11,5
12,0
13,0
14,5
15,1
16,7
17,4
18,4
19,6
20,0
21,2
22,1
23,3
24,0
25,7
26,4
27,4
28,4
29,2
30,3
31,1
32,2
33,6
34,4
35,0
36,5
37,6
38,4
39,3
40,0
41,0
42,2
43,5
44,7
45,5
46,4
47,5
48,1
49,0
50,0
51,7
52,3
53,1
54,7
55,3
56,2
57,3
58,4
59,0
60,4
61,4
62,4
63,7
64,0
65,6
66,1
67,6
68,3
69,0
70,4
71,1
72,4
73,6
74,6
75,1
76,2
77,1
78,4
79,3
80,7
81,5
82,7
83,2
84,2
85,4
86,6
87,7
88,2
89,5
90,3
91,5
92,5
93,1
94,3
95,0
96,5
97,7
98,7
99,1
