worker_id,worker_community
0,0
1,0
2,4
3,1
4,6
5,5
6,5
7,3
8,3
9,5
10,0
11,2
12,2
13,0
14,4
15,5
16,7
17,2
18,6
19,7
20,7
21,4
22,6
23,6
24,4
25,0
26,4
27,1
28,4
29,5
30,4
31,1
32,6
33,1
34,7
35,2
36,4
37,4
38,6
39,3
40,0
41,3
42,2
43,1
44,5
45,2
46,3
47,1
48,4
49,2
50,5
51,4
52,0
53,3
54,7
55,4
56,3
57,4
58,7
59,6
60,2
61,2
62,0
63,3
64,1
65,5
66,3
67,1
68,0
69,5
70,5
71,6
72,2
73,7
74,5
75,3
76,7
77,6
78,7
79,6
80,6
81,0
82,3
83,1
84,6
85,5
86,7
87,1
88,6
89,0
90,1
91,7
92,3
93,6
94,7
95,6
96,4
97,1
98,2
99,2
