task,worker,answer
0,137,6
0,313,7
0,298,7
0,240,11
0,345,13
0,282,6
0,268,11
0,63,4
0,123,6
0,5,7
0,30,7
0,45,7
0,92,10
0,120,7
0,99,7
1,329,7
1,224,6
1,6,0
1,118,5
1,100,1
1,0,9
1,63,11
1,152,2
1,401,6
1,219,0
1,341,0
1,272,4
1,424,2
1,279,0
2,161,0
2,44,13
2,360,4
2,46,0
2,2,14
2,367,0
2,41,0
2,292,7
2,454,11
2,311,7
2,79,0
2,350,0
2,274,0
2,282,7
3,104,13
3,161,7
3,183,11
3,461,7
3,225,7
3,337,1
3,129,1
3,304,4
3,242,7
3,151,7
3,459,1
3,212,11
3,4,1
3,344,9
3,253,2
4,2,12
4,260,5
4,111,2
4,480,14
4,315,14
4,237,5
4,469,5
4,488,11
4,107,14
4,479,8
4,28,14
4,58,14
4,319,14
4,316,14
4,300,14
5,220,14
5,114,2
5,1,1
5,259,2
5,488,2
5,49,14
5,246,4
5,121,2
5,203,5
5,350,6
5,170,0
5,106,12
5,384,6
5,80,6
5,486,5
6,387,12
6,11,12
6,119,12
6,393,8
6,188,1
6,348,12
6,438,12
6,106,13
6,413,13
6,400,2
6,343,6
6,450,12
6,485,3
6,360,12
6,107,9
7,270,7
7,26,9
7,300,9
7,371,7
7,94,9
7,396,13
7,306,3
7,461,9
7,381,8
7,236,14
7,55,9
7,215,2
7,196,9
7,56,0
7,140,9
8,87,1
8,191,1
8,405,1
8,68,1
8,272,0
8,86,13
8,155,14
8,409,1
8,21,1
8,498,1
8,198,13
8,461,1
8,54,13
8,428,6
8,271,3
9,247,0
9,435,8
9,217,11
9,42,8
9,322,8
9,37,5
9,391,11
9,373,8
9,368,4
9,309,8
9,28,8
9,152,8
9,207,8
9,478,8
9,250,6
10,382,4
10,269,3
10,176,4
10,291,13
10,401,6
10,427,4
10,412,4
10,23,7
10,249,4
10,481,4
10,34,4
10,55,2
10,402,4
10,362,4
10,33,4
11,262,12
11,155,7
11,337,2
11,136,3
11,303,1
11,310,3
11,248,7
11,451,7
11,424,12
11,42,13
11,202,7
11,332,7
11,261,12
11,443,7
11,83,3
12,175,0
12,301,1
12,366,7
12,430,7
12,487,12
12,399,7
12,179,6
12,281,7
12,383,1
12,254,14
12,228,7
12,83,3
12,287,7
12,407,7
12,462,7
13,405,8
13,225,5
13,166,5
13,493,5
13,329,3
13,21,0
13,418,11
13,389,5
13,167,1
13,154,9
13,138,5
13,195,0
13,399,7
13,205,3
13,284,14
14,187,3
14,460,3
14,283,2
14,6,3
14,240,13
14,201,3
14,413,5
14,324,7
14,455,3
14,346,10
14,210,2
14,402,3
14,32,3
14,91,3
14,360,11
15,176,7
15,49,7
15,233,13
15,334,7
15,303,7
15,261,7
15,488,0
15,397,3
15,216,7
15,90,4
15,496,7
15,439,7
