worker_id,worker_community
0,3
1,0
2,4
3,1
4,4
5,0
6,1
7,7
8,3
9,6
10,2
11,7
12,3
13,3
14,5
15,7
16,7
17,4
18,2
19,5
20,0
21,4
22,4
23,4
24,3
25,2
26,5
27,1
28,1
29,2
30,2
31,0
32,4
33,6
34,3
35,2
36,1
37,6
38,6
39,6
40,5
41,1
42,4
43,3
44,0
45,5
46,2
47,0
48,7
49,4
50,5
51,0
52,2
53,1
54,4
55,1
56,1
57,1
58,0
59,4
60,1
61,0
62,5
63,6
64,4
65,0
66,2
67,3
68,3
69,2
70,2
71,4
72,4
73,0
74,0
75,2
76,3
77,4
78,5
79,3
80,1
81,1
82,2
83,1
84,1
85,4
86,1
87,1
88,6
89,5
90,4
91,3
92,5
93,7
94,3
95,6
96,2
97,7
98,4
99,7
