task,worker,answer
0,38,5
0,28,5
0,60,3
0,25,1
0,68,5
0,52,2
0,39,5
0,19,6
0,6,5
0,22,7
0,30,5
0,48,5
0,84,9
0,74,5
0,15,0
1,5,3
1,1,3
1,61,6
1,83,3
1,76,3
1,43,6
1,26,8
1,6,3
1,81,8
1,79,7
1,15,3
1,48,8
1,2,8
1,14,3
2,85,3
2,91,8
2,40,4
2,39,9
2,35,6
2,59,2
2,99,4
2,2,0
2,80,7
2,37,8
2,27,9
2,1,9
2,20,6
2,88,3
2,89,9
3,72,9
3,29,4
3,53,8
3,21,5
3,96,9
3,54,9
3,45,7
3,95,9
3,49,4
3,9,3
3,74,4
3,24,9
3,14,9
3,0,8
3,48,5
4,15,1
4,0,0
4,63,4
4,19,0
4,59,7
4,43,9
4,97,0
4,61,4
4,90,5
4,46,1
4,95,0
4,31,6
4,6,4
4,64,0
4,65,1
5,81,6
5,25,7
5,51,8
5,96,1
5,17,5
5,44,8
5,52,3
5,27,0
5,43,5
5,48,0
5,40,8
5,86,3
5,41,1
5,93,0
6,3,6
6,69,4
6,32,6
6,53,6
6,47,6
6,31,2
6,48,6
6,57,6
6,10,6
6,90,5
6,12,6
6,40,6
6,38,6
6,26,4
6,84,1
7,20,7
7,69,9
7,61,8
7,28,8
7,57,8
7,53,0
7,2,8
7,40,8
7,31,4
7,96,8
7,64,8
7,68,8
7,81,0
7,65,0
7,97,0
8,0,3
8,27,3
8,14,3
8,33,8
8,40,3
8,38,3
8,17,1
8,43,8
8,46,1
8,45,3
8,32,3
8,94,7
8,99,3
8,87,3
8,81,5
9,92,6
9,52,7
9,16,3
9,12,3
9,45,3
9,20,4
9,6,6
9,29,3
9,70,1
9,1,3
9,48,8
9,54,3
9,19,5
9,14,4
9,94,7
10,84,9
10,36,1
10,13,1
10,29,3
10,85,4
10,82,9
10,30,2
10,31,9
10,60,6
10,16,6
10,78,1
10,33,1
10,38,1
11,56,9
11,9,0
11,3,5
11,46,1
11,83,0
11,19,0
11,29,8
11,49,5
11,11,5
11,81,4
11,48,1
11,80,0
11,54,5
11,60,2
12,12,2
12,72,2
12,18,2
12,11,2
12,33,2
12,67,6
12,41,6
12,49,2
12,47,7
12,39,5
12,82,4
12,68,1
12,92,2
12,25,4
12,54,3
13,19,8
13,55,1
13,66,3
13,78,1
13,91,7
13,28,6
13,37,1
13,43,1
13,11,7
13,18,2
13,80,1
13,75,1
13,7,1
13,41,6
13,61,0
14,64,1
14,37,1
14,46,5
14,90,0
14,40,5
14,36,7
14,42,4
14,34,1
14,53,0
14,8,0
14,1,1
14,16,9
14,14,6
15,22,0
15,16,3
15,92,8
15,45,2
15,82,2
15,85,2
15,57,2
15,58,9
15,30,5
15,97,4
15,34,2
15,9,2
15,84,2
15,48,2
15,81,1
16,66,0
16,36,8
16,97,8
16,70,8
16,27,8
16,52,7
16,84,8
16,86,1
16,7,3
16,39,8
16,62,8
16,46,2
16,51,8
16,80,8
16,81,0
17,53,5
17,42,9
17,92,9
17,90,1
17,6,9
17,13,4
17,66,6
17,85,9
17,87,9
17,34,9
17,14,9
17,27,9
17,84,8
17,98,8
17,69,5
18,14,3
18,77,3
18,48,3
18,16,6
18,45,7
18,25,5
18,88,5
18,30,3
18,33,3
18,36,7
18,18,3
18,15,3
18,67,3
18,82,8
18,62,3
19,95,9
19,5,5
19,64,6
19,45,8
19,81,8
19,43,8
19,39,8
19,52,3
19,23,7
19,98,1
19,21,9
19,80,8
19,48,8
19,30,9
20,17,1
20,25,1
20,24,1
20,46,1
20,81,3
20,68,5
20,43,6
20,3,0
20,27,4
20,20,1
20,13,0
20,22,1
20,42,5
21,26,7
21,91,7
21,32,9
21,88,3
21,19,3
21,98,7
21,7,5
21,52,7
21,25,0
21,4,7
21,84,9
21,34,1
21,0,1
21,51,5
21,69,3
22,29,6
22,48,2
22,33,2
22,37,2
22,66,9
22,73,2
22,34,2
22,99,0
22,60,4
22,49,2
22,76,5
22,78,8
22,86,8
23,99,8
23,90,4
23,49,0
23,87,0
23,71,1
23,88,3
23,55,0
23,31,8
23,37,3
23,58,8
23,95,7
23,13,8
23,19,8
23,63,4
24,24,9
24,3,7
24,40,9
24,33,9
24,29,9
24,83,9
24,65,3
24,31,2
24,98,4
24,5,9
24,18,9
24,27,2
24,91,8
25,6,6
25,42,2
25,92,8
25,22,6
25,9,4
25,61,4
25,56,0
25,4,6
25,13,0
25,74,4
25,29,4
25,68,9
25,24,0
25,14,4
26,10,0
26,59,8
26,15,8
26,58,8
26,94,8
26,45,8
26,32,4
26,62,8
26,34,0
26,33,1
26,73,8
26,77,4
26,82,8
27,90,5
27,65,4
27,92,2
27,31,4
27,34,2
27,73,0
27,98,2
27,48,5
27,12,7
27,78,8
27,79,2
27,61,2
27,72,2
27,10,0
27,56,2
28,75,6
28,84,4
28,90,6
28,11,6
28,19,0
28,31,6
28,80,8
28,6,1
28,2,6
28,78,4
28,72,6
28,95,6
28,3,9
28,92,3
28,37,6
29,92,1
29,67,1
29,40,5
29,53,1
29,98,3
29,21,1
29,93,1
29,22,1
29,29,1
29,33,0
29,55,5
29,65,1
29,49,1
29,62,9
30,67,4
30,9,8
30,11,4
30,0,7
30,48,4
30,52,4
30,40,4
30,27,4
30,39,7
30,38,4
30,26,5
30,91,6
30,95,7
30,59,4
30,6,0
31,22,0
