worker_id,worker_community
0,1
1,4
2,3
3,4
4,6
5,2
6,4
7,1
8,0
9,7
10,4
11,0
12,1
13,7
14,1
15,0
16,3
17,6
18,3
19,0
20,5
21,4
22,1
23,5
24,3
25,0
26,3
27,2
28,6
29,2
30,2
31,4
32,2
33,2
34,5
35,3
36,7
37,6
38,7
39,5
40,2
41,7
42,4
43,5
44,7
45,4
46,7
47,1
48,4
49,5
50,0
51,5
52,1
53,6
54,1
55,7
56,6
57,4
58,5
59,3
60,2
61,2
62,2
63,3
64,3
65,0
66,3
67,0
68,6
69,0
70,6
71,6
72,4
73,0
74,6
75,6
76,3
77,4
78,1
79,6
80,2
81,0
82,6
83,5
84,0
85,7
86,1
87,5
88,1
89,0
90,6
91,3
92,1
93,6
94,2
95,3
96,6
97,3
98,2
99,6
