task,worker,answer
0,22,4
0,69,4
0,88,4
0,18,7
0,7,9
1,22,4
1,89,2
1,32,8
1,70,1
1,15,0
2,59,0
2,28,0
2,51,2
2,47,0
2,92,0
3,52,3
3,98,2
3,5,6
3,93,6
3,72,6
4,20,9
4,87,4
4,60,8
4,59,5
4,95,3
5,95,1
5,1,9
5,33,4
5,77,4
5,63,5
6,93,2
6,29,5
6,31,0
6,59,9
6,66,4
7,2,7
7,89,9
7,82,0
8,41,7
8,61,7
8,10,2
8,19,1
9,54,2
9,96,6
9,53,2
9,64,4
9,7,3
10,33,6
10,77,6
10,18,8
10,92,8
10,9,1
11,49,3
11,73,6
11,11,3
11,89,7
11,19,2
12,48,2
12,44,6
12,0,1
12,49,6
12,81,2
13,22,6
13,34,7
13,27,7
13,71,1
13,91,0
14,62,1
14,22,1
14,80,1
14,15,0
15,58,8
15,73,3
15,23,3
15,64,8
15,96,2
16,44,6
16,89,6
16,2,6
16,33,5
16,61,4
17,94,3
17,53,9
17,90,4
17,6,9
17,57,9
18,59,7
18,6,7
18,12,7
18,83,7
18,53,4
19,1,1
19,60,6
19,54,6
19,25,1
19,7,6
20,64,8
20,28,4
20,94,6
20,98,6
20,39,9
21,48,0
21,77,0
21,71,0
21,92,0
21,81,7
22,19,9
22,23,7
22,61,7
22,50,2
22,92,7
23,25,6
23,11,6
23,1,4
23,90,1
23,33,9
24,81,3
24,37,9
24,22,9
24,1,6
24,42,9
25,38,8
25,14,3
25,36,3
25,17,9
25,34,8
26,35,4
26,75,4
26,84,4
26,34,8
26,89,6
27,9,6
27,97,1
27,38,9
27,32,6
28,87,3
28,99,5
28,3,6
28,76,0
28,5,3
29,80,8
29,95,8
29,13,9
29,45,2
29,82,1
30,83,2
30,70,3
30,22,2
30,40,2
30,98,2
31,96,5
31,94,7
31,67,6
31,46,9
31,45,7
32,78,5
32,13,3
32,60,1
32,11,6
32,92,0
33,74,8
33,94,0
33,58,8
33,53,8
33,14,2
34,16,5
34,34,6
34,32,5
34,46,5
34,28,5
35,35,7
35,1,5
35,45,5
35,27,1
35,44,0
36,13,6
36,22,5
36,91,4
36,7,6
36,45,6
37,66,1
37,72,3
37,89,2
37,56,6
37,4,7
38,28,3
38,49,8
38,2,2
38,40,8
38,19,3
39,89,3
39,27,1
39,14,2
39,74,5
39,53,8
40,70,9
40,16,9
40,76,9
40,11,7
40,36,9
41,21,4
41,81,7
41,70,0
41,84,3
41,32,2
42,1,8
42,46,7
42,2,7
42,10,6
42,21,8
43,34,4
43,99,4
43,76,9
43,98,4
44,15,4
44,23,8
44,38,5
44,58,6
44,57,8
45,54,4
45,71,8
45,22,8
45,40,8
45,69,8
46,87,5
46,63,5
46,34,4
46,60,1
47,12,3
47,7,3
47,27,3
47,3,8
47,85,3
48,32,1
48,81,2
48,59,4
48,2,3
49,39,9
49,55,9
49,38,1
49,10,3
49,76,9
50,91,6
50,47,2
50,3,2
50,95,6
51,25,5
51,15,5
51,14,5
51,38,6
51,32,4
52,94,3
52,52,3
52,51,3
52,67,3
52,83,3
53,84,9
53,53,9
53,66,9
53,63,9
53,77,9
54,52,7
54,49,7
54,19,7
54,8,7
54,35,8
55,53,5
55,29,5
55,17,6
55,14,5
56,49,0
56,7,5
56,33,5
56,11,0
56,39,0
57,27,6
57,56,7
57,79,2
57,22,2
57,77,0
58,46,3
58,6,3
58,35,3
58,53,3
58,97,4
59,15,3
59,64,0
59,67,2
59,42,1
59,46,1
60,17,0
60,67,5
60,16,0
60,60,0
61,92,9
61,75,4
61,44,9
61,9,9
61,87,5
62,82,6
62,38,8
62,41,8
62,2,5
62,98,4
63,49,5
63,59,2
63,7,0
63,53,2
63,97,8
64,28,7
64,46,8
64,67,6
64,9,7
64,59,4
65,9,8
65,95,9
65,25,0
65,38,8
65,3,2
66,7,7
66,79,5
66,64,6
66,2,6
66,49,0
67,96,2
67,82,3
67,57,2
67,95,2
67,10,2
68,91,0
68,31,8
68,9,1
68,33,8
68,4,1
69,46,6
69,44,8
69,10,2
69,96,4
70,99,9
70,28,1
70,69,2
70,34,2
70,96,2
71,70,8
71,94,8
71,75,8
71,19,6
72,32,0
72,1,4
72,89,8
72,79,4
72,59,4
73,29,1
73,58,3
73,11,0
73,60,9
74,74,6
74,8,9
74,79,2
74,48,9
74,46,9
75,28,5
75,70,5
75,74,5
75,94,5
75,39,5
76,89,5
76,36,4
76,99,5
76,59,1
76,76,2
77,21,8
77,50,0
77,19,7
77,52,8
77,56,7
78,59,9
78,38,3
78,73,9
78,36,3
78,9,3
79,44,6
79,91,0
79,39,7
79,54,0
79,43,1
80,88,4
80,12,4
80,13,4
80,18,4
80,20,4
81,0,4
81,92,4
81,16,5
81,58,4
81,96,5
82,74,2
82,75,6
82,49,5
82,32,9
82,24,2
83,32,5
83,3,9
83,0,4
83,54,3
83,8,6
84,11,7
84,46,7
84,23,7
84,19,7
84,61,6
85,58,7
85,26,3
85,96,7
85,18,0
85,24,3
86,16,1
86,71,8
86,52,1
86,48,4
86,95,4
87,30,7
87,21,9
87,34,7
87,70,6
88,57,7
88,14,3
88,6,7
88,55,9
88,22,3
89,95,3
89,23,1
89,53,1
89,75,8
89,98,1
90,82,5
90,79,0
90,47,5
90,66,4
90,72,5
91,87,2
91,50,3
91,56,5
91,71,0
91,41,6
92,9,2
92,64,8
92,93,0
92,48,2
92,53,2
93,90,6
93,45,4
93,91,8
93,20,2
93,70,1
94,34,5
94,24,5
94,0,5
94,31,5
94,2,9
95,63,7
95,87,5
95,80,5
95,40,8
95,73,5
96,10,8
96,86,5
96,97,0
96,24,2
96,88,9
97,57,5
97,40,3
97,69,9
97,29,3
97,15,9
98,23,3
98,18,3
98,22,7
98,2,3
98,25,8
99,80,2
99,17,8
99,8,2
99,42,7
99,81,5
100,91,0
100,12,1
100,88,6
100,21,6
100,51,3
101,50,6
101,43,7
101,68,6
101,2,5
101,91,6
102,56,2
102,78,9
102,97,9
102,23,9
102,55,9
103,31,6
103,72,6
103,30,9
103,73,6
103,83,5
104,89,7
104,71,0
104,62,5
104,73,9
104,27,3
105,51,2
105,29,3
105,72,7
105,4,1
105,83,3
106,64,2
106,42,8
106,11,2
106,0,2
106,89,2
107,99,4
107,53,7
107,1,1
107,6,9
107,70,6
108,8,0
108,33,0
108,86,0
108,83,0
108,5,0
109,73,3
109,76,5
109,56,2
109,33,0
109,95,0
110,45,5
110,75,8
110,23,8
110,46,5
110,0,8
111,56,8
111,63,5
111,61,5
111,25,9
112,70,7
112,35,7
112,83,7
112,29,7
113,2,3
113,38,6
113,86,3
113,99,3
113,58,3
114,91,7
114,42,9
114,6,1
114,66,0
115,14,9
115,82,6
115,66,0
115,72,2
116,51,9
116,31,1
116,82,9
116,17,4
116,71,1
117,71,8
117,3,4
117,78,2
117,18,9
118,91,8
118,57,7
118,17,0
118,15,0
118,97,4
119,70,4
119,51,0
119,3,4
119,4,1
119,69,0
120,30,0
120,79,0
120,2,9
120,97,9
120,61,9
121,10,1
121,92,4
121,16,1
121,3,4
121,60,1
122,95,8
122,21,6
122,23,5
122,55,5
122,90,6
123,78,5
123,73,5
123,52,8
123,48,9
123,77,1
124,33,3
124,92,1
124,70,1
124,72,7
124,94,7
125,50,3
125,97,2
125,62,0
125,76,4
125,19,9
126,57,4
126,5,0
126,85,5
126,81,3
126,56,3
127,24,3
127,62,3
127,83,3
127,18,3
128,13,9
128,90,9
128,87,9
128,24,9
128,92,9
129,49,4
129,75,0
129,99,6
129,60,0
129,52,0
130,73,2
130,6,7
130,30,7
130,35,7
130,63,3
131,49,3
131,0,3
131,22,3
131,25,3
131,56,3
132,54,1
132,3,5
132,7,8
132,56,6
132,98,1
133,69,0
133,32,0
133,20,9
133,29,4
133,51,0
134,11,6
134,38,3
134,26,9
134,3,5
134,18,8
135,83,2
135,57,2
135,71,5
135,29,5
135,74,5
136,99,4
136,80,7
136,9,7
136,86,0
136,92,8
137,80,8
137,2,8
137,38,8
137,11,8
137,47,8
138,74,6
138,70,6
138,99,3
138,9,6
138,57,6
139,71,1
139,23,1
139,41,1
139,56,7
140,95,4
140,26,4
140,53,4
140,22,2
140,74,4
141,91,1
141,20,3
141,2,9
141,76,3
141,6,2
142,25,9
142,75,6
142,63,2
142,70,2
142,48,9
143,86,9
143,17,3
143,33,5
143,79,7
143,87,7
144,6,2
144,57,0
144,77,6
144,91,2
145,63,4
145,8,6
145,43,2
145,88,4
145,57,4
146,69,0
146,90,3
146,89,0
146,94,7
146,91,6
147,54,2
147,74,2
147,19,4
147,5,2
147,82,2
148,94,5
148,11,5
148,88,7
148,95,6
148,2,8
149,71,2
149,67,2
149,15,2
149,58,6
149,52,5
150,84,0
150,0,7
150,37,8
150,43,8
150,16,8
151,40,1
151,24,4
151,82,7
151,99,7
152,53,0
152,16,1
152,29,5
152,86,9
152,32,9
153,81,2
153,44,2
153,71,4
153,51,9
153,83,2
154,70,1
154,12,3
154,98,3
154,97,2
154,56,0
155,77,0
155,36,0
155,22,3
155,98,3
155,69,0
156,74,0
156,93,2
156,13,3
156,12,3
156,26,2
157,67,1
157,72,4
157,95,6
157,75,0
157,21,2
158,85,2
158,96,2
158,69,1
158,8,9
158,43,8
159,40,9
159,18,4
159,26,9
159,14,9
159,67,9
160,6,0
160,61,7
160,99,6
160,16,6
160,40,5
161,67,6
161,9,6
161,4,6
161,23,6
161,52,6
162,1,3
162,91,5
162,38,5
162,86,6
162,11,5
163,96,0
163,4,6
163,36,2
163,88,0
163,6,2
164,78,5
164,18,4
164,32,0
164,31,4
164,50,4
165,92,8
165,29,2
165,86,8
165,1,6
165,83,8
166,17,5
166,83,5
166,20,0
166,55,7
166,69,3
167,28,2
167,6,5
167,42,5
167,26,3
167,8,4
168,56,3
168,79,4
168,91,5
168,9,5
168,11,3
169,50,0
169,78,8
169,40,2
169,8,9
169,20,1
170,81,5
170,5,6
170,66,5
170,45,6
171,27,5
171,9,0
171,88,9
171,66,2
171,65,8
172,72,3
172,30,3
172,70,9
172,65,6
172,86,3
173,20,4
173,31,5
173,40,6
173,51,5
173,15,0
174,24,2
174,39,0
174,66,4
174,48,2
175,42,2
175,75,6
175,34,9
175,31,9
175,70,1
176,57,6
176,92,8
176,74,6
176,50,1
177,38,6
177,33,2
177,83,6
177,0,2
177,46,0
178,63,0
178,95,4
178,70,2
178,0,8
178,86,0
179,84,5
179,73,6
179,29,0
179,62,7
179,71,6
180,54,3
180,11,6
180,4,0
180,24,6
180,18,6
181,15,0
181,8,0
181,91,0
181,3,0
181,85,6
182,67,9
182,2,9
182,77,9
182,36,9
182,33,9
183,48,1
183,0,3
183,91,9
183,2,6
183,94,8
184,82,0
184,99,3
184,22,5
184,78,3
184,28,0
185,28,5
185,60,0
185,52,0
185,11,0
185,37,0
186,12,6
186,30,9
186,37,6
186,3,6
186,39,6
187,0,2
187,24,2
187,78,7
188,68,0
188,99,2
188,23,0
188,13,5
188,56,0
189,69,9
189,20,8
189,45,4
189,50,7
189,12,0
190,81,2
190,8,4
190,37,2
190,16,2
190,63,2
191,8,5
191,39,5
191,45,6
191,1,1
191,56,0
192,12,1
192,8,1
192,28,1
192,30,8
192,0,6
193,78,8
193,80,7
193,65,5
193,18,3
193,28,5
194,33,3
194,70,6
194,41,6
194,2,6
194,54,9
195,4,0
195,19,0
195,69,0
195,55,2
195,71,0
196,64,3
196,84,0
196,72,3
196,14,5
196,92,3
197,21,2
197,40,1
197,95,3
197,59,1
197,31,8
198,18,6
198,51,5
198,66,5
198,90,5
199,41,4
199,21,4
199,81,4
199,66,3
199,57,8
200,40,8
200,36,9
200,71,2
200,95,8
201,54,2
201,12,2
201,43,2
201,92,0
201,75,9
202,61,2
202,57,3
202,52,9
202,80,9
202,63,3
203,3,4
203,69,0
203,74,0
203,30,9
203,89,0
204,98,9
204,11,4
204,36,7
204,1,5
204,22,3
205,64,4
205,62,3
205,6,9
205,74,4
205,90,4
206,80,9
206,54,9
206,65,9
206,11,4
206,66,5
207,53,6
207,92,8
