task,worker,answer
0,448,1
0,77,1
0,461,1
0,20,1
0,83,1
1,59,2
1,229,9
1,203,12
1,261,9
1,332,12
2,54,8
2,393,6
2,407,6
2,209,6
2,127,1
3,264,7
3,241,6
3,68,7
3,247,5
3,163,2
4,277,6
4,244,10
4,128,3
4,7,8
4,79,12
5,383,12
5,440,2
5,336,7
5,173,11
5,346,1
6,498,5
6,152,10
6,179,2
6,318,4
6,449,10
7,273,10
7,371,0
7,363,0
7,190,0
7,143,5
8,151,11
8,479,0
8,427,3
8,131,7
8,185,7
9,327,5
9,340,10
9,92,7
9,445,8
9,446,6
10,53,6
10,143,9
10,250,5
10,203,9
10,348,6
11,129,0
11,3,0
11,93,7
11,136,6
11,465,7
12,196,1
12,470,1
12,111,1
12,400,1
12,144,7
13,123,5
13,256,5
13,103,0
13,135,5
13,236,1
14,91,2
14,41,9
14,420,7
14,248,10
14,265,9
15,57,3
15,306,3
15,146,3
15,42,1
15,422,9
16,446,6
16,202,11
16,187,11
16,465,11
16,274,3
17,482,6
17,408,9
17,90,9
17,289,9
17,419,10
18,201,5
18,477,0
18,203,8
18,451,4
18,116,4
19,136,9
19,189,3
19,334,6
19,348,9
19,86,6
20,296,3
20,370,3
20,383,7
20,489,3
20,361,3
21,393,0
21,247,0
21,206,0
21,128,3
21,423,0
22,25,0
22,155,5
22,156,8
22,405,11
22,193,5
23,336,5
23,263,0
23,153,4
23,369,11
23,251,10
24,16,11
24,259,9
24,55,1
24,268,8
24,223,1
25,442,0
25,46,11
25,443,6
25,3,12
25,405,0
26,180,11
26,32,11
26,450,3
26,91,12
26,363,11
27,215,9
27,207,0
27,351,0
27,442,0
27,195,9
28,426,10
28,150,12
28,402,0
28,283,4
28,353,3
29,403,3
29,379,11
29,130,0
29,217,3
29,180,8
30,262,12
30,139,7
30,245,3
30,329,8
31,42,9
31,178,0
31,355,9
31,259,6
31,162,10
32,437,5
32,327,1
32,297,0
32,254,2
32,55,6
33,346,3
33,165,7
33,230,7
33,11,7
33,281,1
34,41,11
34,280,11
34,62,9
34,401,1
34,118,4
35,12,3
35,400,3
35,469,0
35,173,6
35,149,9
36,275,4
36,164,4
36,134,4
36,115,2
36,1,4
37,69,8
37,378,12
37,450,3
37,281,2
37,448,8
38,46,12
38,325,12
38,496,12
38,421,12
38,456,12
39,472,4
39,379,0
39,387,4
39,254,9
39,235,4
40,281,1
40,270,8
40,212,0
40,285,12
40,447,0
41,312,3
41,77,2
41,328,4
41,207,3
41,48,3
42,372,8
42,397,0
42,423,0
42,112,12
42,307,11
43,380,6
43,266,6
43,18,9
43,50,7
43,101,10
44,419,10
44,261,4
44,270,0
44,52,4
44,297,6
45,63,9
45,215,9
45,251,3
45,223,10
45,374,10
46,492,5
46,239,5
46,47,5
46,448,5
46,310,5
47,366,9
47,392,8
47,490,0
47,264,10
47,68,8
48,98,1
48,484,6
48,95,2
48,357,9
48,410,9
49,418,10
49,193,10
49,196,10
49,363,10
