worker_id,worker_community
0,2
1,5
2,2
3,7
4,4
5,0
6,5
7,0
8,0
9,2
10,4
11,5
12,1
13,6
14,4
15,5
16,6
17,3
18,1
19,6
20,7
21,0
22,5
23,1
24,4
25,1
26,5
27,4
28,1
29,0
30,7
31,5
32,0
33,1
34,1
35,7
36,2
37,3
38,7
39,2
40,0
41,0
42,3
43,3
44,1
45,7
46,6
47,0
48,0
49,1
50,5
51,3
52,3
53,2
54,6
55,4
56,3
57,2
58,6
59,0
60,6
61,6
62,1
63,2
64,7
65,7
66,7
67,5
68,7
69,6
70,6
71,3
72,4
73,1
74,4
75,7
76,3
77,1
78,2
79,5
80,1
81,4
82,1
83,1
84,0
85,2
86,2
87,5
88,6
89,5
90,3
91,2
92,1
93,0
94,3
95,4
96,5
97,5
98,0
99,7
