task,worker,answer
0,123,5
0,95,9
0,214,9
0,185,5
0,38,5
1,38,2
1,182,7
1,187,6
1,46,2
1,81,9
2,248,8
2,58,2
2,120,5
2,4,0
2,205,5
3,15,7
3,236,0
3,72,1
3,40,8
3,34,6
4,41,0
4,247,8
4,14,1
4,167,1
4,209,0
5,229,4
5,149,4
5,212,8
5,91,4
5,183,8
6,102,9
6,59,9
6,41,6
6,73,4
6,94,7
7,148,5
7,61,6
7,124,6
7,13,0
7,107,6
8,59,5
8,100,7
8,57,8
8,114,5
8,17,1
9,180,9
9,201,3
9,163,9
9,82,9
9,248,9
10,84,0
10,201,9
10,102,0
10,43,8
10,144,3
11,112,1
11,39,9
11,169,8
11,190,0
11,84,9
12,240,4
12,32,1
12,138,4
12,125,2
12,115,4
13,56,2
13,175,2
13,130,0
13,8,9
13,14,6
14,173,1
14,54,2
14,233,2
14,144,5
14,17,9
15,245,5
15,97,7
15,122,5
15,168,5
15,83,5
16,235,7
16,16,7
16,133,7
16,174,1
16,161,7
17,204,1
17,205,5
17,208,1
17,187,6
17,75,4
18,98,1
18,210,3
18,165,3
18,195,6
18,170,3
19,237,9
19,198,1
19,78,9
19,130,6
19,9,9
20,231,4
20,118,0
20,219,6
20,166,0
20,102,7
21,199,7
21,126,8
21,29,0
21,89,6
21,13,2
22,119,2
22,45,7
22,56,1
22,33,8
22,63,2
23,215,0
23,86,8
23,92,6
23,235,8
23,4,8
24,154,4
24,74,1
24,88,4
24,93,4
24,65,4
25,12,7
25,151,0
25,101,8
25,35,2
25,63,2
26,155,6
26,63,9
26,227,4
26,120,0
26,86,4
27,127,8
27,50,5
27,235,7
27,167,4
27,4,8
28,180,5
28,88,5
28,108,5
28,168,5
28,128,5
29,108,8
29,49,9
29,246,8
29,211,8
29,224,2
30,47,6
30,45,6
30,97,6
30,71,1
30,165,6
31,36,3
31,158,9
31,37,9
31,8,0
31,163,3
32,66,5
32,72,6
32,113,4
32,163,7
32,134,9
33,232,4
33,245,5
33,0,4
33,160,0
33,237,3
34,177,7
34,106,7
34,78,7
34,133,7
34,95,7
35,197,3
35,120,1
35,167,8
35,237,2
35,130,8
36,246,1
36,200,9
36,179,0
36,55,9
36,137,9
37,236,7
37,214,9
37,46,9
37,95,9
37,49,7
38,207,1
38,168,4
38,242,1
38,54,5
38,85,1
39,203,6
39,221,6
39,241,5
39,222,2
39,187,6
40,88,5
40,55,5
40,82,7
40,207,5
40,243,5
41,248,7
41,112,4
41,97,7
41,232,4
41,106,0
42,224,0
42,152,5
42,95,7
42,52,0
42,36,7
43,186,3
43,196,6
43,128,8
43,69,7
43,101,6
44,236,9
44,100,9
44,149,2
44,213,1
44,88,9
45,128,3
45,180,3
45,67,6
45,214,3
45,64,6
46,191,2
46,243,2
46,164,3
46,203,2
46,141,1
47,129,9
47,23,2
47,99,2
47,238,1
47,67,7
48,135,4
48,125,4
48,166,4
48,92,0
48,3,4
49,114,3
49,120,8
49,112,0
49,35,3
49,89,3
50,174,5
50,200,8
50,71,8
50,50,9
50,164,4
51,44,4
51,20,4
51,152,3
51,203,4
52,210,7
52,7,0
52,233,7
52,245,7
52,55,7
53,145,3
53,34,3
53,200,4
53,136,3
53,52,7
54,110,4
54,34,4
54,202,4
54,21,4
54,123,4
55,138,9
55,243,2
55,130,2
55,41,2
55,200,6
56,67,8
56,201,7
56,155,7
56,59,7
56,112,6
57,72,6
57,28,0
57,138,5
57,55,0
57,139,0
58,238,3
58,172,3
58,52,3
58,132,3
58,43,2
59,141,7
59,212,7
59,109,0
59,238,7
59,93,7
60,129,8
60,192,8
60,48,3
60,105,2
60,46,8
61,120,7
61,4,2
61,101,6
61,172,0
61,96,6
62,80,3
62,116,3
62,0,3
62,248,2
62,91,9
63,217,1
63,98,1
63,126,7
63,35,6
63,53,4
64,236,6
64,144,1
64,128,6
64,181,0
64,121,6
65,177,3
65,175,3
65,147,3
65,195,3
65,74,3
66,192,4
66,70,1
66,218,2
66,67,6
66,85,7
67,240,4
67,38,2
67,80,0
67,172,8
67,174,8
68,97,8
68,159,0
68,233,3
68,216,3
68,142,3
69,72,1
69,62,2
69,76,8
69,108,8
69,41,5
70,0,5
70,163,0
70,193,4
70,53,5
70,152,6
71,92,4
71,65,2
71,156,7
71,243,7
71,29,7
72,82,5
72,149,4
72,153,5
72,15,7
72,64,9
73,178,0
73,6,4
73,131,0
73,0,0
73,134,0
74,104,5
74,32,5
74,14,5
74,214,5
74,143,5
75,128,8
75,71,8
75,113,9
75,87,8
75,129,7
76,37,9
76,224,9
76,68,3
76,34,6
76,126,9
77,135,5
77,25,8
77,23,8
77,7,3
77,226,0
78,239,0
78,132,0
78,175,1
78,222,2
78,104,0
79,114,6
79,117,0
79,147,5
79,41,7
79,160,6
80,177,9
80,78,7
80,50,0
80,104,9
80,81,9
81,12,0
81,29,4
81,106,8
81,42,6
81,100,8
82,69,8
82,106,2
82,109,3
82,221,2
82,134,2
83,177,7
83,243,1
83,107,1
83,104,7
83,34,9
84,113,0
84,199,0
84,154,0
84,11,6
84,102,8
85,104,6
85,80,0
85,162,6
85,91,6
85,56,0
86,115,3
86,45,3
86,212,3
86,211,0
86,74,3
87,6,3
87,153,3
87,194,6
87,24,7
87,191,6
88,146,9
88,144,3
88,168,4
88,104,4
88,239,4
89,32,4
89,244,1
89,171,5
89,167,0
89,143,5
90,147,1
90,241,7
90,248,5
90,14,6
90,158,6
91,135,4
91,110,4
91,57,4
91,68,7
91,134,9
92,84,5
92,99,9
92,94,6
92,3,7
92,39,7
93,137,1
93,47,1
93,63,4
93,218,1
93,87,2
94,109,2
94,130,8
94,127,5
94,188,5
94,222,7
95,118,1
95,205,1
95,206,9
95,203,7
95,98,9
96,187,9
96,242,8
96,10,0
96,123,3
96,5,8
97,187,0
97,209,9
97,230,9
97,9,2
97,222,8
98,191,7
98,243,9
98,160,7
98,107,7
