task,worker,answer
0,9,4
0,44,8
0,81,6
0,56,4
0,38,4
1,25,6
1,40,6
1,13,7
1,29,8
1,94,6
2,74,6
2,87,4
2,53,6
2,39,2
2,36,2
3,47,8
3,7,4
3,55,2
3,92,3
3,99,6
4,29,2
4,86,2
4,14,2
4,81,2
4,40,3
5,1,6
5,47,6
5,88,9
5,8,6
5,36,7
6,66,8
6,0,8
6,82,8
6,3,9
7,58,3
7,54,3
7,92,6
7,26,9
8,91,3
8,46,9
8,5,5
8,15,7
8,88,3
9,9,7
9,60,6
9,59,6
9,76,6
9,21,6
10,57,0
10,40,8
10,18,8
10,23,0
11,96,8
11,17,5
11,95,5
11,12,8
11,48,5
12,95,2
12,10,9
12,29,2
12,79,7
12,84,5
13,43,1
13,34,3
13,11,8
13,46,8
13,75,8
14,11,8
14,78,3
14,10,3
14,26,1
14,64,3
15,32,2
15,77,1
15,98,2
15,30,5
16,40,4
16,63,8
16,74,7
16,12,4
16,81,4
17,21,0
17,96,5
17,30,5
17,22,1
17,56,5
18,84,8
18,91,8
18,14,8
18,60,8
18,80,8
19,72,8
19,28,6
19,0,6
19,43,6
19,26,5
20,32,4
20,85,2
20,57,1
20,11,0
20,13,3
21,37,2
21,46,1
21,50,1
21,51,6
21,85,2
22,96,5
22,17,8
22,86,3
22,87,4
22,53,0
23,83,4
23,98,8
23,34,2
23,29,4
23,73,3
24,79,3
24,23,2
24,81,2
24,24,2
25,10,0
25,70,5
25,7,4
25,50,3
26,96,9
26,97,4
26,77,3
26,55,4
26,33,3
27,83,8
27,36,8
27,63,5
27,62,8
27,96,8
28,51,3
28,16,9
28,95,4
28,88,3
28,55,3
29,32,0
29,87,6
29,83,0
29,0,6
29,21,1
30,25,7
30,46,1
30,97,8
30,20,2
30,4,3
31,5,5
31,11,6
31,46,8
31,83,3
31,91,6
32,53,4
32,55,0
32,4,1
32,65,0
32,3,0
33,29,1
33,5,2
33,69,6
33,84,6
33,54,6
34,26,6
34,16,4
34,4,6
34,56,6
34,23,5
35,28,5
35,57,3
35,58,3
35,79,8
35,4,3
36,89,6
36,95,4
36,37,1
36,63,1
37,1,9
37,38,9
37,14,9
37,94,4
37,52,3
38,34,9
38,52,4
38,66,3
38,80,5
38,38,9
39,82,9
39,13,6
39,60,6
39,0,2
39,7,6
40,24,6
40,19,6
40,1,6
40,96,0
40,34,6
41,66,6
41,31,5
41,18,5
41,19,5
41,82,5
42,0,5
42,23,3
42,40,4
42,61,2
42,18,5
43,99,2
43,11,5
43,35,6
43,75,4
43,3,8
44,8,8
44,79,2
44,99,8
44,5,5
44,53,2
45,2,2
45,5,0
45,82,0
45,72,7
45,75,2
46,80,4
46,64,5
46,74,5
46,10,5
46,84,4
47,97,4
47,8,8
47,39,4
47,96,5
47,34,4
48,52,9
48,70,7
48,27,6
48,74,8
48,46,9
49,24,7
49,90,8
49,21,3
49,53,5
49,17,7
50,84,5
50,69,2
50,68,0
50,20,0
50,30,0
51,98,2
51,57,0
51,33,1
51,30,9
52,67,0
52,47,8
52,55,7
52,15,6
52,27,8
53,63,2
53,88,4
53,43,4
53,35,4
53,33,0
54,33,3
54,48,0
54,7,7
54,43,7
54,79,5
55,44,3
55,10,0
55,91,6
55,59,8
55,51,6
56,3,4
56,79,4
56,57,2
56,51,4
56,15,1
57,67,6
57,19,0
57,97,4
57,63,6
58,98,1
58,81,5
58,30,0
58,90,8
58,75,6
59,23,0
59,53,0
59,42,3
59,72,2
59,39,0
60,53,4
60,80,0
60,69,0
60,76,0
60,63,0
61,46,1
61,45,7
61,1,8
61,31,8
61,22,7
62,71,9
62,30,9
62,39,0
62,11,6
62,82,4
63,75,2
63,84,6
63,64,6
63,41,5
63,65,6
64,32,6
64,33,3
64,58,7
64,94,3
64,13,3
65,50,0
65,38,0
65,65,6
65,88,4
66,29,6
66,5,6
66,45,3
66,53,6
66,71,6
67,98,2
67,89,2
67,50,9
67,53,1
67,74,4
68,53,2
68,74,0
68,59,6
68,30,8
68,64,2
69,41,7
69,88,5
69,61,8
69,31,4
69,30,7
70,6,6
70,80,6
70,69,2
70,37,9
71,45,9
71,51,2
71,22,4
71,92,9
71,83,4
72,95,8
72,98,5
72,89,5
72,52,5
72,81,4
73,54,3
73,25,8
73,52,5
73,36,3
73,37,2
74,61,3
74,5,4
74,35,0
74,60,0
74,42,5
75,27,3
75,66,7
75,52,2
75,16,5
75,69,9
76,34,6
76,73,4
76,78,4
76,16,4
76,31,4
77,47,3
77,78,5
77,58,8
77,22,3
77,90,3
78,43,1
78,94,2
78,2,3
78,98,2
78,64,2
79,14,0
79,26,4
79,3,2
79,37,9
79,11,3
80,59,2
80,32,2
80,63,2
80,27,2
80,15,4
81,12,8
81,75,1
81,87,8
81,99,9
82,28,4
82,82,5
82,41,1
82,93,1
82,98,1
83,99,0
83,87,7
83,98,0
83,10,6
83,22,0
84,56,6
84,21,9
84,24,8
84,36,9
84,71,8
85,83,3
85,1,4
85,72,9
85,22,1
85,60,2
86,1,7
86,41,9
86,30,9
86,14,9
86,9,2
87,54,2
87,42,7
87,36,2
87,73,1
87,91,2
88,25,9
88,77,9
88,40,3
88,14,7
88,75,5
89,2,7
89,74,7
89,71,7
89,6,7
89,88,8
90,26,7
90,84,7
90,14,7
90,95,6
90,24,7
91,94,0
91,17,0
91,95,8
91,2,0
91,90,0
92,72,1
92,38,1
92,86,8
92,47,5
92,57,8
93,1,2
93,49,4
93,45,4
93,10,2
93,2,2
94,83,2
94,14,1
94,95,1
94,31,8
94,25,5
95,97,8
95,95,3
95,25,1
95,60,3
95,49,9
96,76,4
96,79,8
96,53,3
96,58,3
96,22,2
97,66,4
97,2,4
97,81,4
97,99,4
98,57,8
98,10,8
98,98,4
98,62,0
98,34,0
99,94,5
99,22,5
99,39,5
99,67,2
99,56,6
100,40,9
100,98,9
100,71,9
100,58,9
100,42,9
101,46,8
101,85,4
101,5,8
101,31,8
101,39,8
102,77,0
102,41,0
102,43,8
102,47,0
102,31,0
103,95,2
103,98,7
103,91,4
103,5,1
103,11,0
104,28,3
104,0,3
104,33,3
104,39,3
104,47,3
105,52,7
105,36,7
105,45,7
105,35,7
105,77,7
106,23,8
106,78,8
106,80,4
106,15,5
107,35,0
107,79,1
107,95,1
107,71,2
107,33,1
108,36,4
108,74,3
108,77,8
108,30,5
108,76,5
109,93,1
109,41,8
109,95,1
109,3,1
109,34,1
110,23,9
110,46,5
110,77,4
110,16,3
110,89,5
111,26,9
111,81,0
111,3,6
111,27,0
111,12,9
112,36,9
112,96,4
112,38,0
112,15,5
112,98,4
113,26,1
113,69,1
113,12,1
113,63,8
113,28,2
114,81,8
114,42,6
114,44,8
114,18,8
115,4,3
115,83,5
115,98,0
115,76,8
115,86,6
116,49,8
116,92,7
116,8,7
116,26,6
116,74,7
117,68,9
117,54,5
117,60,7
117,2,5
117,69,5
118,20,1
118,15,3
118,60,3
118,39,5
118,63,3
119,73,7
119,89,1
119,37,4
119,42,1
119,17,1
120,47,2
120,46,2
120,64,2
120,73,2
120,7,2
121,32,6
121,60,1
121,72,6
121,54,6
121,6,7
122,13,6
122,18,0
122,68,7
122,1,5
122,72,0
123,45,4
123,15,0
123,84,3
123,81,3
123,17,3
124,59,4
124,82,5
124,43,4
124,83,4
124,7,4
125,44,6
125,28,0
125,64,6
125,48,4
126,38,3
126,67,1
126,9,9
126,59,4
126,18,6
127,25,5
127,6,1
127,59,5
127,48,1
127,55,1
128,72,9
128,13,1
128,1,9
128,68,6
128,59,9
129,88,2
129,68,9
129,48,1
129,74,9
129,13,1
130,37,8
130,85,7
130,34,4
130,59,5
130,7,3
131,87,5
131,34,3
131,25,5
131,14,7
131,96,3
132,53,4
132,41,4
132,35,9
132,82,4
132,20,2
133,13,9
133,10,4
133,85,4
133,62,4
133,60,3
134,28,4
134,20,4
134,4,4
134,72,9
134,61,4
135,87,0
135,18,0
135,28,2
135,35,2
135,64,7
136,70,8
136,17,3
136,80,4
136,15,2
136,77,6
137,0,1
137,1,9
137,93,8
137,19,4
137,92,8
138,41,5
138,98,7
138,42,6
138,75,7
138,80,7
139,69,8
139,47,1
139,32,1
139,56,1
139,2,6
140,93,9
140,59,6
140,13,1
140,21,9
140,61,9
141,0,3
141,96,3
141,69,3
141,30,0
141,90,4
142,40,0
142,46,6
142,17,0
142,65,0
142,92,0
143,30,0
143,97,0
143,74,1
143,75,6
143,70,7
144,35,1
144,78,5
144,63,1
144,84,3
144,93,1
145,80,9
145,34,2
145,30,7
145,1,2
145,38,9
146,65,7
146,95,6
146,8,3
146,24,9
147,7,1
147,63,8
147,51,1
147,41,1
147,99,2
148,84,7
148,50,1
148,19,9
148,85,6
148,16,1
149,11,5
149,27,6
149,58,5
149,67,5
149,70,5
150,83,3
150,73,3
150,13,1
150,66,3
150,32,4
151,95,5
151,60,5
151,68,9
151,88,5
151,83,5
152,54,2
152,91,2
152,83,5
152,44,9
152,94,2
153,6,1
153,39,4
153,22,1
153,83,1
