worker_id,worker_community
0,6
1,4
2,7
3,4
4,3
5,4
6,4
7,4
8,5
9,1
10,5
11,6
12,3
13,1
14,2
15,7
16,1
17,4
18,3
19,0
20,6
21,1
22,3
23,1
24,6
25,7
26,3
27,1
28,0
29,3
30,7
31,7
32,5
33,3
34,2
35,0
36,6
37,0
38,6
39,3
40,7
41,7
42,4
43,2
44,6
45,0
46,0
47,3
48,0
49,1
50,2
51,3
52,1
53,5
54,2
55,7
56,3
57,1
58,0
59,1
60,7
61,3
62,2
63,7
64,4
65,0
66,6
67,1
68,1
69,2
70,3
71,1
72,3
73,7
74,0
75,7
76,3
77,3
78,7
79,3
80,2
81,2
82,7
83,3
84,7
85,7
86,1
87,3
88,4
89,6
90,0
91,4
92,3
93,0
94,6
95,1
96,5
97,0
98,4
99,4
