task,worker,answer
0,323,11
0,212,1
0,368,0
0,335,0
0,369,14
1,354,0
1,119,4
1,102,3
1,15,11
1,128,1
2,72,12
2,113,13
2,415,5
2,198,13
2,392,4
3,461,1
3,127,0
3,105,3
3,304,9
3,91,4
4,395,7
4,128,7
4,341,7
4,203,3
4,349,7
5,21,10
5,377,3
5,444,11
5,47,14
5,94,13
6,351,12
6,467,4
6,102,14
6,428,3
6,483,4
7,45,10
7,259,6
7,372,1
7,286,6
7,292,1
8,148,11
8,236,5
8,131,0
8,285,4
8,9,11
9,427,2
9,158,4
9,451,4
9,118,5
9,313,4
10,139,11
10,368,11
10,180,7
10,252,8
10,10,11
11,321,5
11,217,5
11,204,13
11,493,3
11,407,5
12,26,3
12,406,5
12,4,13
12,295,3
12,202,6
13,271,12
13,160,1
13,163,13
13,433,3
13,394,5
14,185,6
14,306,1
14,256,1
14,308,1
14,304,1
15,176,11
15,252,7
15,47,8
15,230,12
15,203,4
16,443,13
16,340,13
16,88,6
16,191,6
16,157,6
17,466,8
17,376,6
17,437,1
17,445,8
17,47,8
18,288,7
18,90,1
18,413,2
18,421,13
18,26,2
19,332,2
19,264,1
19,48,9
19,496,1
19,58,5
20,159,1
20,372,1
20,92,1
20,152,6
20,32,14
21,169,10
21,74,1
21,386,4
21,76,11
21,454,11
22,400,1
22,355,3
22,33,12
22,315,7
22,479,3
23,238,1
23,216,13
23,295,9
23,183,9
23,225,11
24,231,4
24,447,1
24,30,1
24,456,8
24,124,9
25,26,9
25,95,0
25,455,2
25,23,2
25,52,0
26,478,12
26,244,2
26,182,4
26,233,4
26,132,12
27,432,3
27,117,9
27,489,11
27,364,5
27,166,9
28,407,11
28,135,12
28,316,7
28,348,1
28,373,1
29,323,5
29,451,5
29,491,5
29,302,5
29,58,5
30,57,11
30,410,13
30,483,0
30,122,11
30,440,12
31,119,10
31,71,12
31,59,14
31,246,1
31,271,5
32,401,8
32,99,1
32,109,1
32,320,1
32,78,1
33,380,5
33,35,11
33,123,14
33,279,14
33,470,12
34,125,1
34,329,13
34,197,7
34,452,9
34,486,4
35,134,5
35,374,14
35,237,14
35,241,7
35,247,12
36,21,4
36,180,4
36,420,8
36,68,8
36,323,14
37,52,9
37,272,13
37,27,13
37,323,9
38,271,9
38,415,4
38,458,6
38,38,6
38,141,4
39,374,6
39,454,9
39,396,10
39,392,14
39,196,10
40,61,5
40,341,4
40,11,4
40,418,5
40,487,7
41,101,5
41,203,5
41,96,5
41,94,5
41,351,5
42,287,12
42,22,13
42,268,13
42,264,14
42,393,11
43,404,4
43,128,1
43,380,4
43,44,4
43,378,4
44,154,14
44,306,6
44,428,12
44,255,11
44,404,11
45,418,4
45,232,14
45,496,5
45,451,1
45,97,11
46,130,7
46,61,14
46,271,4
46,296,13
46,350,7
47,282,8
47,7,13
47,124,8
47,492,8
47,208,8
48,159,1
48,234,8
48,482,3
48,286,9
48,282,9
49,399,4
49,318,5
49,291,2
49,181,12
49,274,5
50,161,13
50,378,14
50,108,13
50,382,7
