task,worker,answer
0,82,7
0,86,4
0,87,8
0,4,7
0,93,7
1,17,1
1,51,6
1,22,1
1,1,6
1,2,4
2,86,3
2,30,3
2,64,8
2,40,3
2,49,5
3,94,8
3,35,2
3,39,7
3,16,2
3,23,8
4,67,1
4,32,1
4,93,1
4,18,7
4,54,1
5,29,1
5,79,7
5,97,7
5,59,3
5,42,3
6,82,8
6,91,1
6,92,6
6,54,0
6,30,8
7,57,8
7,11,1
7,8,0
7,50,1
7,82,4
8,39,1
8,44,5
8,61,1
8,76,9
8,43,4
9,58,6
9,8,1
9,26,8
9,14,3
9,87,7
10,18,4
10,79,5
10,90,4
10,89,4
11,19,5
11,45,3
11,70,5
11,60,3
11,79,3
12,69,0
12,98,1
12,47,4
12,82,0
12,64,6
13,92,1
13,30,1
13,44,1
13,2,1
13,77,0
14,59,0
14,82,9
14,76,1
14,52,1
15,62,5
15,2,9
15,17,9
15,38,9
15,31,3
16,85,1
16,93,3
16,82,7
16,12,3
16,47,3
17,71,1
17,28,2
17,45,9
17,54,7
17,86,0
18,23,3
18,82,9
18,62,0
18,60,9
18,12,8
19,78,3
19,97,3
19,0,3
19,63,3
19,16,3
20,80,4
20,81,2
20,54,0
20,13,6
20,88,1
21,55,0
21,32,2
21,50,7
21,13,8
21,79,0
22,47,7
22,38,7
22,61,9
22,98,7
22,67,7
23,54,8
23,17,6
23,59,6
23,3,6
23,99,6
24,51,8
24,2,8
24,17,8
24,88,8
24,1,8
25,38,3
25,24,3
25,51,3
25,12,7
26,68,1
26,74,1
26,4,0
26,40,3
26,2,5
27,86,1
27,76,3
27,72,9
27,8,1
27,11,1
28,62,3
28,66,3
28,87,8
28,42,5
28,17,3
29,76,8
29,48,2
29,43,9
29,8,9
29,98,9
30,32,8
30,99,8
30,87,8
30,27,2
30,97,9
31,43,7
31,4,3
31,22,1
31,17,5
31,36,7
32,86,8
32,37,0
32,62,0
32,84,0
32,71,0
33,0,5
33,26,5
33,6,5
33,22,0
33,18,9
34,89,8
34,98,9
34,49,5
34,99,2
34,64,4
35,58,4
35,0,8
35,11,8
35,19,8
35,81,8
36,57,5
36,66,5
36,7,8
36,46,0
36,24,2
37,90,2
37,94,1
37,79,5
37,81,1
37,9,1
38,11,7
38,46,9
38,39,8
38,54,1
38,98,7
39,69,8
39,81,9
39,15,8
39,34,2
39,48,5
40,93,1
40,17,1
40,61,7
40,82,1
41,99,5
41,78,0
41,41,7
41,47,8
41,45,5
42,92,4
42,16,2
42,90,1
42,8,8
42,23,0
43,83,2
43,9,5
43,2,4
43,61,4
43,63,0
44,76,7
44,86,4
44,15,7
44,11,9
44,42,8
45,46,3
45,63,4
45,53,0
45,31,9
