worker_id,worker_community
0,1
1,2
2,4
3,2
4,6
5,3
6,7
7,7
8,7
9,3
10,1
11,5
12,0
13,5
14,0
15,4
16,5
17,3
18,1
19,0
20,4
21,4
22,0
23,6
24,7
25,3
26,5
27,6
28,1
29,2
30,0
31,5
32,6
33,1
34,2
35,7
36,5
37,2
38,3
39,3
40,4
41,4
42,3
43,0
44,0
45,1
46,0
47,5
48,5
49,6
50,4
51,7
52,0
53,3
54,7
55,2
56,4
57,4
58,6
59,0
60,6
61,1
62,7
63,1
64,3
65,3
66,5
67,7
68,4
69,4
70,2
71,7
72,3
73,2
74,1
75,0
76,2
77,4
78,1
79,1
80,3
81,0
82,0
83,1
84,1
85,4
86,1
87,1
88,1
89,3
90,5
91,4
92,0
93,3
94,3
95,2
96,1
97,0
98,7
99,6
100,7
101,1
102,5
103,6
104,2
105,7
106,6
107,4
108,3
109,3
110,1
111,2
112,4
113,1
114,0
115,2
116,6
117,1
118,3
119,3
120,2
121,3
122,7
123,6
124,3
125,2
126,6
127,2
128,5
129,3
130,0
131,5
132,6
133,5
134,6
135,3
136,6
137,0
138,0
139,4
140,0
141,0
142,6
143,0
144,4
145,1
146,3
147,5
148,2
149,3
