task,worker,answer
0,0,6
0,17,4
0,95,4
0,80,4
0,33,2
0,44,4
0,52,4
0,5,7
1,17,9
1,21,9
1,24,1
1,69,1
1,32,9
1,54,6
1,65,9
1,29,1
2,82,2
2,31,5
2,3,7
2,17,3
2,81,2
2,51,2
2,88,6
2,67,6
3,3,1
3,52,1
3,60,1
3,22,2
3,64,1
3,61,1
3,16,1
3,69,7
4,3,8
4,37,1
4,18,4
4,12,7
4,56,8
4,45,8
4,22,8
4,4,3
5,11,4
5,24,0
5,43,3
5,72,9
5,15,4
5,29,5
5,59,3
5,78,9
6,9,0
6,81,5
6,80,7
6,83,5
6,65,6
6,3,6
6,51,6
6,63,8
7,0,5
7,5,5
7,42,5
7,48,3
7,39,5
7,91,2
7,47,5
7,38,5
8,45,8
8,26,8
8,63,5
8,90,8
8,91,5
8,68,8
8,36,7
9,80,4
9,42,3
9,52,3
9,44,3
9,40,8
9,26,6
9,83,6
9,97,3
10,89,1
10,49,4
10,1,2
10,5,0
10,69,7
10,71,8
10,68,5
10,8,4
11,57,7
11,10,7
11,97,7
11,86,8
11,58,3
11,36,7
11,47,8
11,82,1
12,53,1
12,57,0
12,17,7
12,59,9
12,5,2
12,87,0
12,67,8
12,84,6
13,92,6
13,18,0
13,88,9
13,47,3
13,36,6
13,69,6
13,96,7
13,94,8
14,8,0
14,12,6
14,62,0
14,45,0
14,74,0
14,40,1
14,10,9
15,63,2
15,70,6
15,71,8
15,94,8
15,17,7
15,65,9
15,72,8
15,87,1
16,65,4
16,85,3
16,72,6
16,15,3
16,50,1
16,76,3
16,58,2
16,73,0
17,25,1
17,86,0
17,89,9
17,56,1
17,74,5
17,14,1
17,51,0
17,21,1
18,42,0
18,59,0
18,5,2
18,3,0
18,14,6
18,55,7
18,50,1
18,21,5
19,81,3
19,58,3
19,68,3
19,70,3
19,67,3
19,8,1
19,17,3
19,54,3
20,23,2
20,67,9
20,96,1
20,62,3
20,86,0
20,97,0
20,3,0
20,57,6
21,48,8
21,40,4
21,3,4
21,72,4
21,85,8
21,36,5
21,24,8
22,36,2
22,55,8
22,60,8
22,44,3
22,34,8
22,8,7
22,88,8
22,2,5
23,17,8
23,15,7
23,43,3
23,69,1
23,92,1
23,48,3
23,34,0
24,44,8
24,17,3
24,38,1
24,45,1
24,96,6
24,25,7
24,98,5
25,64,6
25,34,4
25,49,4
25,81,6
25,75,6
25,61,1
25,89,6
25,68,6
26,40,6
26,9,5
26,18,5
26,38,8
26,49,5
26,45,8
26,79,5
27,68,8
27,33,0
27,52,0
27,53,0
27,28,3
