task,worker,answer
0,324,11
0,407,9
0,349,9
0,295,9
0,358,12
1,125,11
1,158,11
1,244,11
1,174,11
1,407,1
2,414,10
2,238,8
2,288,3
2,426,11
2,330,3
3,192,9
3,159,9
3,411,9
3,146,9
3,394,9
4,198,4
4,399,10
4,279,3
4,163,10
4,285,10
5,45,10
5,460,10
5,383,11
5,418,10
5,346,10
6,128,11
6,90,11
6,415,1
6,25,6
6,481,6
7,157,5
7,312,4
7,479,8
7,385,4
7,96,4
8,195,2
8,92,2
8,123,9
8,158,2
8,89,2
9,313,2
9,73,9
9,207,6
9,257,2
9,184,5
10,496,10
10,298,0
10,178,12
10,249,0
10,202,0
11,323,3
11,161,6
11,381,4
11,409,4
11,445,7
12,488,1
12,348,1
12,31,1
12,341,1
12,480,10
13,239,12
13,127,9
13,416,2
13,252,9
13,220,2
14,301,9
14,60,9
14,275,4
14,441,9
14,162,9
15,493,0
15,350,0
15,133,9
15,160,8
15,479,7
16,64,2
16,409,0
16,9,2
16,405,0
17,199,8
17,107,9
17,491,1
17,314,0
17,185,6
18,321,1
18,327,3
18,350,1
18,177,5
18,102,5
19,224,3
19,176,5
19,422,3
19,24,9
19,97,3
20,17,1
20,34,2
20,313,1
20,324,1
20,30,3
21,50,8
21,247,8
21,5,1
21,211,9
21,191,10
22,359,12
22,117,4
22,306,11
22,411,2
22,179,12
23,484,4
23,198,10
23,211,10
23,165,10
23,415,10
24,454,2
24,58,6
24,322,11
24,445,2
24,185,2
25,180,2
25,246,9
25,235,2
25,250,6
25,277,2
26,405,8
26,300,8
26,240,0
26,466,8
26,97,8
27,34,11
27,414,11
27,217,11
27,83,11
27,275,3
28,361,3
28,151,3
28,305,3
28,145,3
28,211,3
29,274,9
29,458,11
29,288,11
29,231,11
29,308,11
30,365,9
30,398,7
30,33,7
30,457,7
30,411,10
31,415,6
31,89,11
31,335,11
31,216,6
31,289,0
32,280,5
32,423,7
32,57,5
32,338,5
32,447,5
33,481,2
33,241,3
33,308,11
33,37,3
33,137,3
34,218,6
34,118,11
34,74,0
34,444,12
34,402,12
35,1,1
35,217,3
35,33,3
35,106,3
35,75,0
36,468,1
36,397,4
36,276,9
36,250,10
36,312,10
37,235,1
37,272,7
37,184,1
37,496,1
37,263,1
38,337,4
38,488,4
38,43,1
38,360,8
38,373,8
39,389,10
39,138,10
39,446,4
39,495,11
39,458,10
40,44,12
40,152,12
40,131,12
40,173,8
40,145,4
41,360,4
41,248,10
41,117,5
41,62,1
41,11,5
42,401,12
42,270,0
42,376,8
42,286,9
42,239,3
43,269,2
43,213,7
43,216,7
43,6,7
43,117,7
44,353,5
44,402,8
44,483,9
44,339,8
44,230,3
45,447,0
45,14,6
45,22,0
45,113,0
45,321,4
46,179,7
46,287,0
46,311,4
46,156,2
46,91,4
47,140,5
47,487,1
47,80,1
47,379,6
47,485,1
48,3,6
48,86,4
48,161,7
48,264,7
48,81,7
49,300,9
49,461,7
49,370,6
49,476,1
49,396,9
50,69,5
50,15,5
50,398,5
50,84,5
50,73,5
51,424,8
51,349,8
51,429,8
51,296,11
51,318,4
52,141,9
52,323,4
