task,worker,answer
0,215,2
0,61,6
0,96,4
0,248,2
0,20,9
0,99,12
1,136,11
1,141,3
1,347,3
1,435,3
1,92,3
1,257,3
2,357,6
2,219,3
2,385,5
2,207,13
2,124,11
2,149,0
3,215,3
3,471,14
3,155,6
3,163,3
3,412,5
3,382,2
4,381,0
4,390,7
4,145,6
4,95,14
4,170,10
4,329,0
5,79,4
5,192,6
5,243,6
5,206,6
5,229,7
5,498,7
6,479,11
6,480,11
6,109,5
6,202,4
6,266,11
6,55,9
7,448,11
7,362,0
7,495,0
7,363,14
7,24,8
7,89,0
8,89,12
8,332,4
8,256,10
8,21,3
8,39,11
8,118,4
9,346,14
9,156,7
9,416,8
9,248,12
9,58,8
9,281,4
10,381,11
10,259,2
10,263,2
10,349,2
10,121,2
10,404,10
11,188,11
11,443,8
11,357,14
11,344,4
11,157,10
11,233,11
12,463,11
12,281,11
12,304,5
12,447,11
12,489,7
12,394,11
13,321,3
13,192,6
13,239,6
13,397,3
13,42,14
13,377,3
14,84,2
14,74,14
14,91,2
14,495,2
14,197,10
14,169,2
15,95,7
15,141,2
15,162,1
15,137,3
15,55,3
15,497,8
16,270,2
16,111,1
16,194,3
16,357,3
16,263,3
16,169,3
17,54,12
17,426,5
17,379,3
17,408,3
17,129,3
17,169,8
18,431,2
18,320,7
18,385,2
18,496,7
18,490,8
18,401,2
19,142,3
19,435,3
19,95,1
19,438,12
19,101,7
19,141,3
20,202,13
20,384,11
20,215,13
20,408,7
20,40,9
20,150,13
21,20,8
21,375,0
21,347,0
21,272,14
21,455,9
21,268,2
22,357,0
22,53,4
22,249,4
22,329,6
22,4,14
22,67,4
23,402,4
23,211,4
23,175,8
23,194,4
23,119,5
23,29,4
24,106,5
24,236,4
24,234,11
24,205,3
24,462,8
24,316,3
25,141,9
25,156,8
25,260,3
25,199,7
25,111,12
25,115,12
26,422,4
26,475,7
26,196,7
26,127,14
26,49,1
26,396,14
27,273,11
27,55,14
27,409,8
27,255,8
27,396,10
27,279,4
28,38,13
28,244,3
28,307,9
28,50,4
28,330,4
28,254,4
29,228,4
29,326,8
29,355,13
29,381,13
29,118,9
29,165,13
30,216,5
30,238,8
30,247,14
30,86,14
30,140,6
30,154,5
31,366,10
31,462,10
31,28,10
31,48,10
31,370,2
31,161,10
32,429,2
32,118,0
32,372,4
32,358,2
32,403,5
32,86,8
33,327,14
33,413,14
33,285,9
33,330,3
33,339,0
33,146,14
34,329,0
34,94,13
34,293,9
34,400,14
34,63,14
34,44,14
35,323,13
35,419,2
35,111,7
35,443,2
35,209,13
35,185,2
36,453,13
36,454,13
36,247,13
36,214,13
36,456,13
36,85,13
37,156,9
37,421,6
37,264,13
37,89,4
37,298,8
37,80,5
38,103,6
38,284,6
38,177,6
38,190,7
38,137,6
38,208,6
39,230,7
39,68,7
39,147,7
39,233,7
39,333,3
39,450,7
40,275,6
40,412,9
40,176,3
40,273,14
40,180,14
40,402,7
41,437,10
41,133,4
41,64,7
41,473,7
41,222,7
41,317,6
42,198,5
42,50,0
42,158,1
42,301,10
42,448,0
42,83,13
43,310,1
43,461,4
43,147,1
43,91,1
43,389,1
43,495,9
44,163,5
44,259,7
44,62,3
44,202,7
44,218,8
44,9,7
45,32,0
45,227,14
45,16,12
45,58,10
45,55,3
45,224,4
46,305,9
46,95,9
46,481,5
46,380,9
46,231,13
46,174,14
47,216,7
47,218,7
47,465,12
47,299,5
47,314,9
47,200,9
48,417,9
48,138,9
48,56,4
48,218,9
