worker_id,worker_community
0,7
1,0
2,4
3,0
4,4
5,3
6,7
7,0
8,0
9,7
10,0
11,6
12,7
13,3
14,7
15,1
16,1
17,6
18,1
19,7
20,5
21,2
22,4
23,0
24,2
25,1
26,6
27,1
28,1
29,5
30,3
31,3
32,5
33,1
34,2
35,4
36,2
37,5
38,6
39,3
40,0
41,5
42,7
43,1
44,2
45,2
46,1
47,3
48,5
49,7
50,4
51,5
52,4
53,1
54,5
55,2
56,6
57,4
58,3
59,6
60,5
61,3
62,0
63,6
64,2
65,1
66,3
67,5
68,3
69,5
70,4
71,4
72,6
73,0
74,7
75,0
76,6
77,7
78,6
79,0
80,1
81,2
82,5
83,0
84,0
85,6
86,6
87,3
88,7
89,0
90,3
91,6
92,5
93,3
94,6
95,1
96,7
97,0
98,6
99,2
