worker_id,worker_community
0,4
1,1
2,2
3,1
4,4
5,5
6,2
7,2
8,2
9,7
10,4
11,4
12,2
13,7
14,1
15,4
16,3
17,4
18,0
19,7
20,2
21,5
22,0
23,3
24,0
25,1
26,2
27,0
28,5
29,7
30,3
31,4
32,3
33,6
34,0
35,3
36,7
37,6
38,6
39,7
40,2
41,7
42,4
43,2
44,4
45,0
46,3
47,4
48,6
49,2
50,1
51,0
52,5
53,4
54,2
55,6
56,1
57,3
58,2
59,2
60,5
61,6
62,5
63,6
64,0
65,1
66,4
67,0
68,0
69,2
70,6
71,1
72,4
73,7
74,5
75,2
76,2
77,2
78,2
79,0
80,3
81,2
82,4
83,4
84,7
85,6
86,4
87,3
88,5
89,3
90,5
91,2
92,7
93,2
94,3
95,4
96,1
97,6
98,3
99,0
100,4
101,3
102,7
103,1
104,7
105,4
106,5
107,3
108,2
109,1
110,0
111,5
112,6
113,4
114,3
115,4
116,0
117,7
118,0
119,6
120,3
121,1
122,5
123,2
124,4
125,6
126,4
127,6
128,0
129,5
130,2
131,4
132,5
133,6
134,5
135,3
136,3
137,1
138,1
139,4
140,5
141,7
142,0
143,2
144,7
145,1
146,3
147,2
148,5
149,2
150,5
151,1
152,4
153,0
154,5
155,0
156,1
157,4
158,4
159,5
160,1
161,3
162,7
163,0
164,3
165,5
166,7
167,1
168,7
169,5
170,0
171,1
172,7
173,3
174,4
175,5
176,5
177,5
178,2
179,0
180,5
181,6
182,6
183,7
184,5
185,3
186,1
187,4
188,6
189,1
190,3
191,7
192,1
193,4
194,2
195,7
196,1
197,4
198,2
199,5
200,6
201,3
202,2
203,4
204,7
205,2
206,5
207,4
208,4
209,1
210,6
211,3
212,1
213,7
214,7
215,6
216,5
217,6
218,5
219,1
220,2
221,7
222,6
223,2
224,5
225,2
226,1
227,0
228,1
229,0
230,7
231,1
232,0
233,3
234,0
235,6
236,1
237,1
238,2
239,7
240,5
241,1
242,6
243,2
244,7
245,4
246,3
247,1
248,4
249,1
250,5
251,3
252,7
253,6
254,3
255,0
256,7
257,3
258,0
259,1
260,6
261,6
262,1
263,4
264,2
265,2
266,7
267,7
268,4
269,3
270,6
271,5
272,4
273,2
274,6
275,5
276,2
277,4
278,3
279,3
280,1
281,0
282,3
283,7
284,5
285,6
286,0
287,6
288,2
289,3
290,3
291,7
292,3
293,2
294,1
295,4
296,2
297,3
298,3
299,1
300,4
301,3
302,5
303,5
304,7
305,5
306,7
307,7
308,4
309,5
310,2
311,4
312,3
313,5
314,6
315,1
316,3
317,4
318,1
319,1
320,5
321,7
322,7
323,7
324,4
325,4
326,3
327,5
328,6
329,4
330,7
331,4
332,6
333,7
334,7
335,0
336,7
337,3
338,6
339,6
340,6
341,5
342,2
343,5
344,3
345,1
346,4
347,4
348,7
349,4
350,4
351,3
352,4
353,6
354,0
355,3
356,6
357,1
358,4
359,4
360,1
361,6
362,5
363,2
364,4
365,3
366,5
367,2
368,5
369,0
370,0
371,3
372,3
373,3
374,7
375,4
376,4
377,7
378,2
379,6
380,1
381,1
382,6
383,3
384,5
385,1
386,5
387,5
388,2
389,3
390,3
391,0
392,0
393,7
394,2
395,6
396,5
397,1
398,7
399,5
400,7
401,4
402,3
403,2
404,6
405,6
406,3
407,7
408,7
409,7
410,2
411,3
412,1
413,2
414,2
415,0
416,5
417,4
418,0
419,0
420,2
421,7
422,3
423,1
424,2
425,7
426,0
427,2
428,4
429,7
430,6
431,4
432,2
433,2
434,7
435,5
436,4
437,5
438,4
439,2
440,1
441,4
442,2
443,3
444,0
445,2
446,6
447,4
448,2
449,6
450,1
451,5
452,4
453,2
454,0
455,5
456,4
457,6
458,1
459,2
460,6
461,5
462,3
463,3
464,6
465,2
466,2
467,0
468,5
469,6
470,3
471,5
472,2
473,2
474,0
475,5
476,5
477,3
478,1
479,0
480,5
481,3
482,3
483,1
484,4
485,2
486,2
487,7
488,4
489,6
490,2
491,4
492,2
493,0
494,7
495,5
496,4
497,4
498,3
499,5
