worker_id,worker_community
0,1
1,5
2,4
3,2
4,7
5,0
6,2
7,5
8,2
9,4
10,6
11,7
12,2
13,7
14,2
15,7
16,5
17,2
18,1
19,1
20,2
21,6
22,7
23,5
24,3
25,4
26,2
27,3
28,6
29,7
30,5
31,3
32,2
33,6
34,0
35,7
36,5
37,2
38,5
39,7
40,7
41,6
42,0
43,1
44,0
45,4
46,3
47,0
48,0
49,7
50,7
51,7
52,0
53,6
54,7
55,2
56,5
57,6
58,5
59,5
60,7
61,2
62,3
63,6
64,5
65,7
66,3
67,1
68,0
69,1
70,2
71,7
72,1
73,6
74,6
75,6
76,5
77,6
78,2
79,7
80,0
81,5
82,0
83,0
84,1
85,6
86,1
87,0
88,1
89,0
90,4
91,3
92,7
93,0
94,6
95,2
96,3
97,3
98,2
99,3
100,6
101,0
102,2
103,1
104,6
105,4
106,7
107,1
108,6
109,1
110,4
111,1
112,1
113,4
114,0
115,5
116,1
117,6
118,2
119,3
120,4
121,2
122,6
123,4
124,1
125,0
126,5
127,5
128,5
129,0
130,1
131,7
132,0
133,7
134,2
135,3
136,7
137,3
138,2
139,3
140,4
141,2
142,2
143,4
144,3
145,3
146,7
147,4
148,5
149,1
150,6
151,2
152,6
153,4
154,1
155,6
156,5
157,1
158,4
159,5
160,1
161,5
162,3
163,7
164,5
165,7
166,4
167,3
168,7
169,0
170,6
171,6
172,1
173,1
174,1
175,7
176,4
177,4
178,0
179,2
180,1
181,3
182,1
183,1
184,3
185,5
186,2
187,7
188,5
189,3
190,0
191,0
192,2
193,5
194,1
195,0
196,3
197,6
198,7
199,0
200,0
201,7
202,0
203,0
204,6
205,0
206,0
207,6
208,2
209,5
210,3
211,1
212,5
213,6
214,4
215,4
216,6
217,0
218,6
219,7
220,2
221,5
222,6
223,0
224,3
225,0
226,4
227,4
228,0
229,6
230,2
231,7
232,4
233,2
234,1
235,3
236,6
237,1
238,3
239,6
240,2
241,7
242,1
243,4
244,0
245,7
246,4
247,0
248,4
249,4
250,6
251,0
252,7
253,7
254,2
255,0
256,3
257,1
258,7
259,7
260,5
261,5
262,3
263,1
264,5
265,5
266,0
267,5
268,4
269,0
270,1
271,7
272,6
273,1
274,4
275,2
276,1
277,2
278,6
279,0
280,4
281,7
282,6
283,4
284,4
285,4
286,0
287,5
288,6
289,2
290,0
291,3
292,1
293,5
294,0
295,1
296,0
297,3
298,4
299,6
300,2
301,4
302,4
303,1
304,7
305,6
306,0
307,3
308,0
309,7
310,4
311,2
312,7
313,2
314,2
315,2
316,2
317,5
318,3
319,3
320,5
321,0
322,1
323,2
324,3
325,0
326,1
327,3
328,7
329,2
330,2
331,0
332,4
333,7
334,2
335,5
336,5
337,4
338,0
339,3
340,0
341,4
342,6
343,7
344,3
345,6
346,2
347,2
348,6
349,1
350,6
351,3
352,7
353,0
354,3
355,4
356,4
357,2
358,5
359,6
360,7
361,1
362,7
363,7
364,7
365,6
366,5
367,2
368,4
369,3
370,7
371,0
372,3
373,5
374,6
375,7
376,5
377,0
378,2
379,3
380,3
381,5
382,7
383,1
384,3
385,2
386,7
387,2
388,3
389,4
390,5
391,0
392,5
393,7
394,2
395,5
396,0
397,3
398,1
399,7
400,3
401,1
402,1
403,6
404,5
405,4
406,7
407,5
408,7
409,3
410,0
411,1
412,2
413,1
414,1
415,4
416,4
417,2
418,6
419,6
420,5
421,7
422,7
423,3
424,4
425,4
426,1
427,4
428,4
429,2
430,0
431,6
432,7
433,4
434,3
435,0
436,4
437,0
438,5
439,2
440,0
441,1
442,2
443,1
444,5
445,3
446,3
447,6
448,6
449,5
450,2
451,1
452,5
453,0
454,6
455,4
456,0
457,0
458,0
459,1
460,3
461,7
462,3
463,6
464,4
465,3
466,5
467,4
468,7
469,1
470,4
471,7
472,6
473,0
474,5
475,0
476,2
477,7
478,6
479,1
480,6
481,5
482,3
483,3
484,3
485,3
486,1
487,4
488,4
489,6
490,4
491,5
492,0
493,7
494,6
495,7
496,7
497,6
498,6
499,7
