task,worker,answer
0,95,7
0,26,7
0,23,3
0,24,6
1,39,0
1,30,8
1,63,0
1,57,0
1,73,0
2,47,2
2,93,8
2,1,3
2,96,8
2,94,8
3,20,8
3,59,9
3,94,8
3,69,6
3,76,8
4,73,7
4,71,0
4,14,1
4,26,5
5,48,7
5,10,8
5,91,0
5,8,0
6,70,5
6,60,5
6,62,7
6,56,5
6,31,7
7,20,1
7,40,9
7,12,7
7,57,2
7,32,0
8,18,6
8,93,7
8,41,1
8,95,0
8,39,0
9,95,5
9,96,2
9,89,3
9,67,0
9,12,5
10,75,8
10,11,2
10,79,2
10,96,9
10,90,2
11,98,7
11,43,1
11,56,4
11,59,1
11,26,3
12,32,2
12,51,6
12,23,6
12,57,3
12,41,6
13,39,5
13,95,6
13,85,6
13,61,6
13,13,7
14,73,6
14,71,8
14,12,3
14,99,6
15,14,1
15,27,3
15,94,1
15,71,1
15,50,2
16,96,0
16,34,5
16,41,0
16,79,0
16,67,6
17,36,8
17,19,8
17,31,3
17,33,9
17,82,8
18,78,9
18,56,4
18,72,1
18,23,9
18,57,7
19,28,1
19,4,9
19,91,7
19,39,8
19,55,8
20,53,5
20,68,0
20,16,7
20,86,2
20,84,1
21,89,6
21,22,6
21,51,5
21,57,5
21,49,5
22,66,3
22,37,5
22,6,8
22,26,9
23,16,8
23,82,4
23,37,8
23,30,5
23,58,8
24,96,6
24,94,6
24,87,5
24,10,0
24,28,6
25,21,7
25,26,2
25,25,2
25,10,4
25,15,4
26,58,2
26,99,7
26,28,2
26,81,9
26,5,2
27,49,6
27,87,0
27,31,1
27,29,6
27,39,6
28,33,7
28,3,1
28,44,7
28,68,7
29,51,3
29,66,8
29,63,2
29,31,8
29,46,7
30,98,7
30,36,7
30,80,4
30,27,7
30,38,1
31,0,0
31,61,0
31,17,0
31,19,3
31,95,0
32,19,2
32,60,3
32,2,7
32,73,2
32,86,7
33,31,2
33,36,2
33,83,7
33,90,8
33,38,2
34,46,0
34,54,6
34,2,6
34,81,9
34,55,8
35,85,4
35,47,4
35,69,4
35,0,6
35,17,4
36,87,2
36,81,2
36,44,2
36,60,2
36,49,2
37,0,1
37,58,0
37,16,1
37,26,4
37,79,1
38,10,6
38,92,1
38,63,1
38,68,4
38,94,1
39,45,1
39,93,1
39,53,4
39,40,5
39,83,1
40,6,3
40,71,1
40,57,3
40,42,3
40,10,2
41,98,4
41,52,4
41,73,5
41,25,7
41,49,4
42,93,7
42,76,7
42,23,7
42,99,8
42,74,6
43,57,9
43,61,7
43,91,9
43,41,0
43,33,9
44,13,6
44,57,0
44,77,2
44,64,8
44,43,6
45,86,1
45,81,0
45,23,3
45,83,3
45,67,3
46,82,5
46,23,6
46,19,6
46,0,6
46,90,6
47,10,0
47,49,0
47,8,0
47,21,0
47,37,1
48,26,9
48,65,5
48,97,9
48,73,0
48,62,2
49,26,2
49,67,4
49,32,4
49,55,9
49,73,4
50,18,9
50,14,9
50,75,8
50,58,6
50,97,8
51,7,2
51,3,2
51,62,2
51,24,9
51,86,2
52,99,4
52,37,8
52,18,8
52,68,0
52,42,4
53,68,9
53,25,1
53,89,4
53,1,5
53,2,1
54,40,8
54,82,9
54,33,3
54,93,4
54,99,3
55,63,3
55,60,4
55,34,2
55,31,1
55,30,2
56,42,7
56,4,4
56,92,0
56,39,4
56,32,4
57,39,5
57,79,5
57,96,2
57,75,5
57,37,2
58,68,9
58,12,6
58,73,3
58,7,9
59,26,4
59,21,6
59,67,6
59,3,8
59,37,6
60,78,4
60,72,7
60,23,9
60,9,0
60,85,4
61,34,2
61,5,4
61,79,2
61,96,4
61,11,5
62,89,8
62,50,2
62,4,6
62,9,4
62,53,8
63,45,3
63,25,3
63,20,3
63,87,8
63,1,3
64,2,0
64,78,0
64,51,0
64,62,4
64,38,2
65,28,6
65,26,8
65,46,9
65,1,6
65,35,6
66,76,0
66,26,2
66,77,0
66,16,0
66,46,6
67,31,4
67,68,5
67,17,4
67,10,4
67,24,8
68,25,9
68,46,8
68,40,2
68,31,2
68,65,2
69,85,5
69,74,6
69,98,1
69,11,1
69,62,1
70,26,8
70,16,6
70,74,6
70,3,8
71,31,5
71,71,9
71,53,8
71,52,5
71,93,5
72,42,5
72,91,3
72,44,4
72,1,3
72,95,8
73,46,1
73,56,1
73,15,1
73,28,1
73,69,2
74,83,1
74,96,4
74,0,4
74,65,9
74,87,5
75,39,5
75,73,0
75,21,8
75,49,6
75,77,6
76,4,1
76,62,8
76,85,9
76,18,9
76,29,9
77,75,5
77,68,6
77,56,6
77,86,8
77,22,6
78,87,4
78,50,1
78,18,0
78,76,4
78,92,3
79,11,0
79,47,8
79,35,3
79,42,0
79,4,3
80,16,0
80,68,0
80,64,1
80,61,5
80,46,0
81,28,7
81,47,2
81,63,0
81,29,7
81,57,7
82,53,5
82,99,4
82,74,6
82,14,3
82,39,4
83,36,0
83,78,9
83,9,5
83,89,4
83,17,2
84,96,0
84,81,9
84,67,4
84,85,4
84,11,4
85,92,8
85,58,7
85,55,2
85,8,2
86,76,8
86,91,0
86,67,0
86,7,8
87,78,9
87,21,6
87,97,6
87,29,9
87,19,9
88,42,5
88,52,3
88,15,9
88,43,1
88,37,7
89,76,2
89,37,1
89,50,1
89,89,7
89,7,5
90,31,6
90,74,3
90,57,2
90,42,2
90,33,3
91,37,4
91,39,1
91,98,1
91,56,8
91,33,5
92,47,6
92,40,2
92,6,2
92,60,8
92,29,2
93,31,5
93,72,2
93,63,5
93,99,0
93,95,5
94,11,4
94,50,2
94,25,3
94,37,3
94,8,5
95,51,0
95,11,0
95,31,0
95,93,5
95,26,3
96,54,0
96,36,3
