worker_id,worker_community
0,4
1,0
2,6
3,5
4,7
5,5
6,1
7,5
8,0
9,0
10,1
11,7
12,6
13,5
14,7
15,2
16,7
17,2
18,6
19,1
20,4
21,3
22,4
23,6
24,6
25,6
26,3
27,6
28,4
29,4
30,3
31,6
32,6
33,1
34,0
35,1
36,6
37,5
38,0
39,1
40,4
41,4
42,6
43,4
44,5
45,4
46,3
47,5
48,7
49,6
50,2
51,5
52,0
53,0
54,4
55,1
56,4
57,1
58,0
59,7
60,7
61,2
62,1
63,0
64,3
65,1
66,7
67,6
68,1
69,2
70,2
71,2
72,3
73,5
74,5
75,7
76,6
77,1
78,5
79,4
80,3
81,6
82,2
83,1
84,2
85,6
86,4
87,3
88,6
89,0
90,1
91,0
92,7
93,5
94,1
95,0
96,7
97,4
98,4
99,7
