task,worker,answer
0,112,2
0,155,7
0,160,4
0,126,4
0,108,4
1,69,3
1,191,8
1,7,3
1,126,8
1,139,8
2,16,1
2,96,4
2,179,0
2,60,4
2,39,2
3,92,6
3,141,6
3,71,1
3,111,6
3,172,6
4,33,2
4,76,7
4,172,7
4,51,7
4,176,4
5,70,2
5,102,9
5,43,8
5,48,8
5,76,2
6,49,2
6,147,2
6,138,2
6,4,2
6,104,6
7,0,8
7,69,0
7,16,0
7,185,9
7,198,0
8,30,2
8,90,2
8,34,5
8,114,5
8,142,5
9,17,1
9,59,1
9,84,1
9,20,1
9,105,1
10,139,4
10,93,4
10,73,4
10,162,4
10,15,5
11,197,0
11,132,9
11,181,0
11,61,9
11,93,8
12,141,9
12,57,8
12,93,4
12,40,4
12,192,0
13,33,8
13,159,8
13,95,1
13,7,3
14,80,7
14,85,7
14,149,0
14,76,7
14,31,7
15,93,4
15,71,0
15,109,1
15,1,1
15,128,4
16,149,8
16,30,8
16,84,8
16,33,9
16,96,8
17,141,2
17,185,6
17,63,4
17,48,4
17,183,9
18,163,4
18,101,8
18,161,0
18,17,8
18,41,1
19,55,3
19,51,2
19,92,8
19,136,9
19,78,3
20,51,1
20,138,6
20,96,1
20,109,1
20,165,1
21,78,6
21,17,2
21,162,0
21,198,1
21,2,6
22,47,7
22,81,4
22,66,4
22,13,4
22,166,0
23,159,5
23,24,9
23,102,7
23,182,0
23,4,5
24,108,1
24,140,7
24,184,5
24,192,1
24,179,1
25,125,2
25,49,8
25,93,7
25,7,1
25,105,7
26,80,0
26,104,2
26,21,9
26,158,3
26,14,0
27,25,6
27,181,7
27,124,6
27,182,8
27,183,1
28,145,5
28,125,1
28,130,1
28,29,1
28,14,9
29,68,6
29,186,3
29,163,5
29,112,7
30,172,3
30,174,1
30,184,7
30,183,9
30,30,7
31,61,6
31,132,6
31,140,5
31,136,6
31,135,8
32,56,1
32,6,4
32,115,4
32,39,4
32,78,2
33,45,5
33,102,5
33,44,3
33,184,8
34,164,8
34,48,1
34,66,5
34,172,8
34,39,8
35,65,0
35,107,5
35,58,3
35,93,1
35,194,1
36,12,8
36,86,4
36,51,8
36,152,7
36,79,6
37,21,4
37,6,8
37,15,8
37,169,3
37,1,8
38,134,6
38,173,4
38,83,0
38,96,4
38,28,4
39,166,8
39,102,0
39,30,2
39,190,5
39,25,8
40,85,0
40,195,3
40,138,3
40,80,9
40,47,8
41,80,4
41,159,4
41,21,2
41,16,4
41,30,6
42,169,0
42,188,8
42,132,5
42,178,8
42,130,8
43,148,9
43,15,3
43,161,2
43,109,3
43,47,0
44,17,1
44,107,7
44,186,9
44,139,2
44,57,7
45,67,3
45,34,0
45,79,0
45,68,2
45,1,3
46,104,3
46,0,3
46,67,0
46,163,1
46,196,6
47,122,3
47,100,3
47,142,3
47,105,3
47,152,3
48,39,8
48,172,8
48,25,0
48,78,7
48,137,8
49,68,8
49,83,5
49,92,9
49,32,2
49,58,4
50,101,1
50,8,3
50,182,7
50,122,4
50,10,7
51,111,4
51,155,8
51,198,6
51,175,5
51,150,6
52,98,5
52,35,8
52,156,1
52,158,8
52,131,7
53,12,7
53,67,7
53,165,5
53,34,7
53,95,9
54,183,7
54,85,0
54,51,0
54,74,0
54,29,0
55,144,2
55,7,2
55,110,2
55,126,2
55,43,2
56,1,1
56,186,1
56,32,6
56,114,2
56,46,1
57,162,7
57,8,1
57,56,9
57,184,2
57,30,7
58,108,9
58,197,9
58,154,9
58,54,9
58,28,9
59,73,3
59,166,3
59,120,3
59,55,3
59,102,3
60,53,1
60,21,1
60,128,3
60,108,1
60,177,5
61,81,2
61,30,6
61,56,4
61,150,9
61,185,2
62,149,6
62,32,0
62,49,5
62,4,7
62,2,6
63,98,8
63,76,4
63,94,4
63,101,1
63,161,4
64,5,9
64,194,1
64,109,2
64,155,9
64,110,2
65,81,9
65,195,1
65,133,9
65,33,9
65,183,5
66,11,3
66,89,2
66,79,7
66,104,7
66,157,7
67,128,6
67,98,0
67,173,6
67,149,6
67,65,6
68,177,7
68,35,3
68,48,3
68,147,7
68,100,6
69,187,0
69,158,1
69,185,6
69,95,5
69,156,9
70,91,9
70,68,5
70,107,1
70,47,8
70,35,1
71,170,5
71,132,1
71,92,5
71,26,5
71,36,2
72,97,9
72,111,4
72,182,1
72,47,9
72,57,9
73,46,5
73,48,5
73,173,7
73,63,1
73,199,0
74,127,5
74,137,9
74,166,3
74,16,5
74,89,4
75,177,8
75,70,7
75,127,7
75,125,6
75,188,6
76,137,9
76,187,2
76,9,5
76,79,9
76,106,9
77,76,3
77,86,3
77,122,3
77,2,4
77,143,3
78,74,5
78,182,5
78,144,5
78,99,5
78,2,5
79,94,2
79,167,2
79,109,2
79,104,2
79,13,2
80,199,8
80,135,6
80,144,0
80,143,0
80,89,9
81,99,3
81,69,5
81,132,9
81,67,9
81,8,9
82,46,5
82,135,5
82,65,1
82,81,5
82,160,5
83,96,3
83,199,2
83,39,5
83,4,5
83,141,6
84,114,1
84,192,1
84,129,1
84,41,4
84,109,1
85,137,6
85,168,7
85,0,5
85,5,8
85,13,8
86,78,5
86,53,8
86,47,4
86,35,9
86,199,7
87,17,4
87,197,1
87,186,4
87,44,6
87,167,8
88,73,7
88,138,1
88,4,7
88,166,6
88,10,5
89,64,0
89,173,3
89,10,0
89,149,0
89,60,0
90,77,4
90,72,4
90,105,4
90,57,4
90,142,6
91,177,6
91,141,7
91,57,2
91,38,2
91,42,6
92,127,2
92,78,6
92,34,8
92,64,9
92,26,7
93,63,1
93,47,3
93,193,3
93,1,3
93,46,3
94,19,6
94,196,0
94,29,6
94,118,3
94,25,5
95,153,3
95,190,2
95,166,0
95,197,3
95,176,3
96,195,8
96,149,0
96,110,8
96,65,8
96,24,2
97,185,9
97,100,9
97,93,9
97,121,9
97,192,7
98,64,7
98,138,3
98,122,8
98,67,0
98,155,4
99,168,2
99,24,4
99,157,1
99,96,6
99,46,1
100,47,5
100,93,8
100,73,9
100,170,7
100,171,8
101,163,2
101,26,4
101,68,0
101,54,9
101,5,5
102,72,6
102,167,0
102,39,0
102,99,0
102,103,0
103,194,4
103,118,5
103,31,4
103,150,2
103,147,2
104,16,9
104,44,4
104,179,4
104,106,4
104,194,8
105,161,3
105,23,3
105,129,3
105,37,7
105,64,2
106,176,4
106,191,4
106,142,7
106,117,4
106,11,4
107,151,0
107,90,0
107,182,0
107,22,0
107,193,1
108,18,8
108,195,7
108,158,1
108,122,1
108,194,7
109,44,5
109,30,2
109,12,5
109,139,1
109,167,4
110,117,6
110,134,3
110,22,2
110,124,2
110,140,6
111,182,4
111,25,4
111,39,4
111,52,4
111,145,9
112,177,9
112,170,8
112,9,8
112,141,8
112,39,8
113,194,4
113,158,4
113,121,4
113,101,4
113,112,4
114,150,7
114,40,9
114,129,8
114,156,8
114,165,8
115,90,1
115,120,0
115,164,4
115,63,8
115,57,3
116,37,4
116,17,1
116,35,4
116,157,4
116,105,6
117,191,6
117,101,5
117,25,3
117,34,6
117,59,8
118,59,8
118,82,5
118,105,6
118,48,1
118,90,7
119,135,6
119,162,6
119,191,5
119,190,9
119,74,9
120,117,7
120,29,7
120,159,7
120,25,7
121,196,4
121,91,1
121,71,1
121,72,3
121,122,5
122,4,3
122,135,9
122,111,9
122,173,0
123,91,5
123,117,4
123,97,5
123,22,5
123,185,5
124,138,7
124,76,7
124,109,7
124,31,7
124,67,3
125,11,3
125,48,9
125,163,0
125,20,2
125,0,7
126,34,4
126,144,9
126,13,4
126,119,4
126,0,4
127,17,7
127,12,6
127,113,3
127,136,0
127,10,7
128,77,6
128,145,4
128,26,9
128,86,3
128,48,1
129,186,2
129,116,2
129,79,4
129,115,2
129,3,2
130,135,1
130,38,1
130,141,4
130,46,1
130,92,0
131,182,8
131,145,8
131,74,8
131,6,0
131,103,7
132,11,1
132,23,1
132,194,1
132,46,0
132,91,3
133,149,8
133,182,5
133,68,9
133,138,4
133,190,8
134,192,1
134,105,6
134,186,6
134,85,4
134,152,2
135,171,6
135,178,5
135,156,9
135,92,8
135,12,8
136,193,5
136,13,5
136,96,3
136,116,2
136,166,5
137,54,3
137,142,3
137,44,3
137,19,7
137,185,3
138,115,4
138,166,4
138,80,4
138,141,1
138,7,4
139,184,6
139,74,6
139,134,0
139,18,0
140,143,2
140,131,1
140,89,6
140,184,7
140,40,3
141,38,1
141,190,1
141,19,1
141,46,5
141,62,1
142,96,6
142,33,0
142,158,9
142,45,6
142,148,5
143,148,4
143,8,5
143,116,9
143,67,6
143,15,5
144,68,3
144,140,6
144,110,9
144,85,0
144,10,6
145,95,7
145,56,5
145,120,5
145,20,4
145,125,8
146,106,5
146,96,8
146,102,8
146,49,3
146,140,1
147,78,5
147,174,5
147,34,5
147,73,5
147,58,5
148,57,1
148,16,2
148,49,3
148,102,2
148,116,8
149,85,9
149,198,9
149,164,9
149,194,9
149,156,9
150,16,6
150,67,6
150,140,5
150,21,9
150,77,6
151,188,6
151,116,5
151,44,6
151,184,6
151,34,6
152,76,8
152,43,0
152,64,5
152,90,8
152,119,7
153,91,5
153,81,8
153,102,3
153,115,8
153,72,8
154,38,9
154,94,4
154,95,4
154,52,4
154,4,9
155,190,2
155,68,5
155,125,5
155,115,2
155,83,2
156,140,7
156,9,8
156,89,7
156,3,1
156,59,7
157,150,2
157,199,5
157,37,0
157,117,5
157,47,3
158,92,1
158,72,1
158,176,1
158,102,1
158,173,1
159,170,1
159,115,7
159,169,6
159,162,2
159,145,9
160,58,5
160,185,6
160,157,8
160,95,7
160,79,5
161,26,0
161,68,0
161,193,9
161,45,2
161,188,1
162,11,7
162,194,4
162,133,4
162,106,8
162,26,2
163,53,5
163,44,0
163,147,7
163,192,9
163,107,1
164,2,1
164,176,6
164,151,0
164,199,1
164,131,3
165,198,0
165,130,0
165,182,2
165,20,7
165,2,0
166,96,4
166,14,3
166,101,4
166,82,4
166,56,0
167,64,1
167,86,3
167,112,2
167,182,7
167,146,3
168,51,4
168,36,1
168,97,7
168,169,4
168,185,9
169,196,5
169,64,4
169,97,0
169,24,6
169,57,4
170,171,0
170,80,2
170,62,2
170,23,2
170,17,2
171,22,5
171,72,5
171,123,5
171,172,5
171,199,7
172,97,9
172,30,9
172,47,4
172,35,1
172,7,9
173,81,5
173,191,4
173,129,5
173,114,5
173,17,7
174,12,6
174,26,6
174,65,1
174,188,1
174,29,8
175,77,8
175,138,1
175,99,8
175,38,8
175,52,1
176,142,3
176,38,4
176,169,5
176,12,5
176,128,0
177,74,7
177,63,2
177,171,4
177,53,7
177,133,6
178,8,6
178,29,1
178,54,3
178,42,0
178,126,8
179,182,8
179,150,0
179,46,1
179,99,9
179,171,3
180,49,1
180,165,2
180,32,4
180,100,1
180,196,8
181,146,0
181,188,0
181,30,9
181,128,5
181,9,0
182,147,3
182,66,3
182,153,1
182,87,3
182,160,7
183,110,3
183,51,6
183,122,6
183,5,8
183,32,3
184,151,3
184,165,3
184,80,6
184,103,9
184,87,9
185,83,9
185,80,9
185,15,9
185,57,8
185,196,7
186,9,8
186,90,4
186,120,5
186,189,5
187,70,5
187,106,5
187,107,0
187,11,0
187,155,1
188,146,9
188,67,9
188,108,9
188,36,1
188,161,1
189,62,3
189,4,4
189,43,2
189,194,9
189,97,3
190,36,9
190,78,9
190,32,9
190,129,7
190,108,9
191,84,8
191,94,4
191,9,9
191,1,3
191,45,8
192,61,2
192,145,4
192,124,4
192,199,3
192,104,3
193,172,6
193,15,3
193,73,6
193,138,1
193,158,6
194,118,4
194,11,2
194,171,9
194,153,8
195,161,2
195,153,4
195,193,6
195,61,6
195,147,6
196,182,9
196,61,7
196,4,9
196,150,9
196,96,4
197,0,2
197,166,1
197,74,5
197,25,1
197,170,4
198,128,7
198,155,8
198,119,0
198,166,4
198,97,5
199,45,3
199,19,3
199,127,3
199,97,0
199,110,3
200,101,2
200,103,6
200,82,1
200,127,7
200,8,5
201,69,7
201,12,7
201,133,9
201,102,1
201,123,5
202,46,0
202,43,0
202,22,0
202,32,9
202,156,1
203,118,0
203,62,6
203,102,2
203,83,3
203,47,5
204,85,7
204,54,7
204,121,0
204,131,1
204,8,3
205,11,4
205,65,4
205,72,5
205,61,4
205,94,4
206,24,3
206,26,3
206,45,3
206,146,3
206,191,3
207,194,0
207,160,6
207,181,4
207,130,0
207,87,0
208,192,3
208,115,8
208,153,7
208,164,3
209,4,0
209,68,6
209,111,6
209,155,7
209,14,7
210,89,9
210,77,9
210,131,9
210,193,9
210,123,5
211,55,9
211,58,7
211,51,0
211,99,2
211,97,1
212,134,1
212,165,7
212,150,8
212,168,4
212,76,1
213,37,1
213,125,0
213,4,0
213,94,6
213,182,0
214,151,2
214,76,4
214,64,0
214,100,6
214,179,4
215,129,8
215,183,7
215,3,2
215,85,8
215,159,9
216,99,6
216,83,9
216,45,6
216,125,4
217,199,8
217,196,6
217,197,7
217,95,3
217,128,6
218,58,8
218,192,7
218,138,2
218,183,2
218,30,2
219,141,3
219,4,6
219,179,7
219,6,5
219,41,7
220,44,9
220,72,9
220,85,9
220,153,9
220,189,1
221,106,8
221,16,6
221,75,6
221,183,0
221,179,7
222,183,2
222,174,9
222,89,9
222,124,2
222,104,9
223,95,5
223,142,5
223,52,5
223,5,5
223,110,6
224,193,2
224,48,2
224,128,4
224,190,2
224,140,2
225,135,5
225,13,5
225,188,5
225,64,0
225,55,6
226,80,4
226,108,8
226,21,8
226,37,7
226,155,7
227,86,7
227,7,4
227,4,3
227,89,7
227,182,4
228,13,8
228,24,8
228,84,1
228,138,8
228,9,8
229,20,2
229,140,1
229,156,5
229,14,5
229,106,4
230,113,2
230,98,8
230,12,8
230,181,9
230,93,2
231,155,2
231,1,1
231,127,9
231,190,9
231,135,5
232,39,2
232,153,5
232,19,1
232,145,0
232,174,2
233,59,6
233,159,5
233,34,4
233,152,9
233,29,7
234,92,1
234,17,4
234,180,7
234,1,7
234,93,5
235,37,8
235,112,8
235,152,3
235,192,4
235,157,8
236,80,1
236,199,0
236,124,5
236,46,0
236,135,0
237,22,3
237,119,3
237,53,3
237,36,0
237,48,2
238,153,4
238,40,4
238,124,2
238,125,6
238,104,3
239,65,7
239,189,1
239,151,1
239,196,9
239,131,3
240,136,2
240,106,9
240,171,2
240,15,4
240,76,2
241,129,6
241,46,6
241,41,4
241,151,9
241,33,1
242,28,8
242,176,7
242,23,6
242,144,7
242,89,4
243,123,2
243,29,1
243,153,5
243,184,6
243,30,5
244,38,0
244,68,3
244,23,2
244,106,9
244,122,3
245,87,8
245,168,8
245,198,8
245,172,8
245,98,3
246,11,3
246,3,8
246,194,7
246,112,5
246,197,0
247,166,9
247,173,9
247,179,8
247,12,9
247,53,2
248,30,6
248,83,7
248,67,1
248,71,6
248,176,7
249,4,4
249,182,2
249,85,1
249,193,3
249,183,4
250,84,2
250,56,8
250,83,6
250,25,7
250,178,7
251,116,9
251,24,3
251,195,8
251,9,4
251,162,7
252,71,2
252,167,0
252,156,5
252,1,7
252,178,3
253,49,9
253,100,3
253,44,4
253,2,2
253,55,4
254,8,9
254,159,1
254,108,0
254,164,8
254,138,7
255,157,4
255,16,9
255,92,1
255,34,1
255,74,6
256,42,8
256,197,5
256,194,4
256,92,4
257,32,6
257,6,8
257,146,0
257,55,0
257,157,8
258,128,0
258,9,3
258,177,2
258,59,0
258,181,2
259,160,4
259,17,4
259,83,2
259,54,7
259,15,0
260,128,0
260,78,0
260,185,0
260,117,0
260,131,9
261,85,7
261,137,2
261,101,7
261,182,7
261,168,2
262,54,2
262,123,9
262,115,7
262,5,9
262,31,8
263,39,5
263,12,4
263,124,5
263,103,5
263,193,5
264,190,2
264,112,9
264,30,2
264,4,2
264,173,6
265,148,0
265,38,0
265,137,8
265,199,9
265,66,3
266,13,5
266,60,0
266,145,4
266,19,3
266,28,4
267,15,8
267,177,3
267,63,6
267,93,8
267,33,8
268,16,6
268,173,6
268,55,6
268,7,2
268,51,9
269,195,8
269,124,8
269,56,8
269,10,0
269,110,8
270,4,4
270,145,6
270,197,6
270,8,3
270,27,7
271,67,9
271,56,1
271,34,8
271,57,8
271,123,3
272,59,6
272,153,8
272,109,8
272,47,8
272,63,9
273,163,8
273,139,4
273,74,8
273,63,8
273,98,8
274,31,6
274,47,1
274,184,6
274,173,6
274,127,6
275,25,4
275,79,2
275,155,2
275,61,7
275,37,0
276,79,6
276,85,2
276,15,0
276,177,9
276,187,5
277,197,8
277,37,8
277,110,5
277,128,5
277,2,9
278,2,9
278,100,5
