worker_id,worker_community
0,5
1,2
2,0
3,0
4,3
5,7
6,5
7,5
8,6
9,3
10,3
11,2
12,5
13,1
14,2
15,2
16,1
17,2
18,7
19,1
20,5
21,3
22,5
23,5
24,4
25,1
26,7
27,4
28,2
29,1
30,3
31,4
32,0
33,6
34,2
35,2
36,2
37,6
38,6
39,6
40,7
41,3
42,3
43,6
44,1
45,3
46,5
47,2
48,7
49,4
50,4
51,4
52,4
53,5
54,7
55,5
56,0
57,1
58,2
59,5
60,7
61,4
62,5
63,3
64,2
65,1
66,7
67,5
68,1
69,4
70,6
71,7
72,2
73,4
74,5
75,0
76,6
77,5
78,0
79,0
80,1
81,5
82,3
83,2
84,5
85,1
86,1
87,7
88,3
89,3
90,3
91,0
92,0
93,0
94,2
95,7
96,2
97,4
98,1
99,1
100,5
101,7
102,5
103,6
104,3
105,1
106,7
107,3
108,3
109,3
110,4
111,4
112,4
113,0
114,1
115,7
116,4
117,0
118,7
119,4
120,2
121,3
122,6
123,6
124,4
125,3
126,1
127,2
128,2
129,2
130,7
131,5
132,3
133,1
134,2
135,7
136,0
137,6
138,2
139,2
140,4
141,0
142,2
143,1
144,1
145,0
146,1
147,5
148,0
149,6
150,2
151,3
152,7
153,7
154,3
155,2
156,7
157,0
158,2
159,3
160,6
161,3
162,3
163,0
164,5
165,3
166,2
167,7
168,3
169,3
170,4
171,5
172,6
173,3
174,4
175,6
176,1
177,3
178,0
179,7
180,6
181,0
182,3
183,5
184,7
185,1
186,5
187,3
188,6
189,3
190,3
191,6
192,7
193,2
194,1
195,7
196,3
197,4
198,7
199,4
200,7
201,1
202,2
203,2
204,5
205,5
206,2
207,6
208,1
209,5
210,7
211,7
212,6
213,4
214,6
215,2
216,6
217,1
218,0
219,3
220,7
221,2
222,6
223,2
224,3
225,6
226,0
227,7
228,1
229,5
230,4
231,1
232,6
233,3
234,4
235,7
236,7
237,7
238,7
239,1
240,5
241,5
242,2
243,2
244,3
245,6
246,0
247,4
248,4
249,4
250,7
251,1
252,7
253,6
254,6
255,5
256,7
257,3
258,2
259,0
260,0
261,5
262,6
263,0
264,7
265,3
266,1
267,5
268,0
269,7
270,6
271,6
272,3
273,4
274,1
275,3
276,3
277,5
278,0
279,0
280,5
281,4
282,7
283,6
284,1
285,2
286,6
287,3
288,2
289,3
290,1
291,2
292,1
293,5
294,4
295,3
296,7
297,0
298,0
299,0
300,3
301,4
302,1
303,0
304,0
305,1
306,7
307,4
308,7
309,0
310,3
311,4
312,3
313,0
314,4
315,4
316,2
317,5
318,6
319,4
320,7
321,3
322,0
323,6
324,7
325,0
326,4
327,1
328,0
329,6
330,6
331,4
332,6
333,2
334,4
335,5
336,4
337,2
338,7
339,2
340,3
341,7
342,7
343,4
344,4
345,7
346,7
347,0
348,4
349,2
