task_id,task_community
0,0
1,0
2,2
3,6
4,2
5,4
6,6
7,3
8,6
9,1
10,4
11,1
12,2
13,5
14,5
15,2
16,2
17,3
18,4
19,3
20,1
21,4
22,2
23,5
24,3
25,6
26,6
27,1
28,1
29,2
30,4
31,1
32,3
33,2
34,2
35,5
36,1
37,2
38,3
39,1
40,4
41,3
42,1
43,0
44,3
45,2
46,2
47,5
48,6
49,4
50,4
51,6
52,5
53,0
54,1
55,4
56,2
57,1
58,2
59,2
60,2
61,5
62,0
63,1
64,3
65,2
66,1
67,6
68,5
69,5
70,6
71,0
72,5
73,4
74,2
75,5
76,0
77,3
78,6
79,1
80,5
81,3
82,4
83,0
84,3
85,2
86,5
87,2
88,1
89,4
90,5
91,0
92,1
93,3
94,5
95,5
96,6
97,1
98,0
99,5
100,2
101,6
102,0
103,6
104,0
105,1
106,0
107,6
108,2
109,2
110,4
111,1
112,0
113,4
114,0
115,1
116,0
117,4
118,5
119,0
120,3
121,1
122,3
123,0
124,6
125,1
126,1
127,5
128,6
129,5
130,5
131,6
132,4
133,5
134,6
135,4
136,4
137,2
138,3
139,6
140,1
141,2
142,3
143,0
144,2
145,4
146,1
147,0
148,1
149,6
150,6
151,4
152,4
153,4
154,6
155,1
156,5
157,3
158,3
159,5
160,1
161,5
162,1
163,2
164,4
165,3
166,5
167,5
168,6
169,2
170,0
171,3
172,4
173,1
174,2
175,6
176,5
177,6
178,3
179,0
180,5
181,1
182,1
183,0
184,3
185,0
186,5
187,3
188,6
189,1
190,5
191,1
192,4
193,2
194,3
195,4
196,1
197,4
198,2
199,2
200,4
201,4
202,1
203,0
204,4
205,4
206,6
207,4
208,4
209,3
210,0
211,5
212,5
213,0
214,1
215,4
216,3
217,2
218,3
219,1
220,5
221,0
222,0
223,1
224,0
225,6
226,5
227,3
228,4
229,0
230,5
231,6
232,3
233,6
234,1
235,0
236,5
237,5
238,3
239,4
240,3
241,1
242,0
243,2
244,3
245,1
246,6
247,2
248,2
249,2
250,4
251,0
252,2
253,4
254,6
255,4
256,0
257,3
258,5
259,4
260,0
261,6
262,2
263,0
264,3
265,1
266,4
267,0
268,0
269,3
270,6
271,1
272,6
273,0
274,5
275,5
276,1
277,3
278,1
279,4
280,3
281,5
282,4
283,0
284,3
285,4
286,4
287,1
288,3
289,4
290,5
291,6
292,4
293,5
294,5
295,3
296,1
297,4
298,2
299,5
300,5
301,5
302,1
303,2
304,3
305,2
306,3
307,2
308,0
309,2
310,2
311,5
312,5
313,2
314,2
315,4
316,6
317,5
318,4
319,4
320,3
321,5
322,1
323,6
324,4
325,1
326,1
327,4
328,1
329,5
330,3
331,0
332,5
333,3
334,4
335,3
336,1
337,3
338,0
339,1
340,0
341,0
342,6
343,4
344,3
345,0
346,1
347,6
348,2
349,2
350,0
351,4
352,1
353,4
354,4
355,3
356,5
357,5
358,4
359,3
360,6
361,3
362,1
363,0
364,4
365,6
366,0
367,5
368,1
369,2
370,6
371,5
372,3
373,2
374,0
375,2
376,3
377,2
378,1
379,4
380,5
381,6
382,0
383,6
384,3
385,4
386,0
387,2
388,4
389,2
390,4
391,2
392,4
393,2
394,2
395,2
396,3
397,5
398,1
399,6
400,2
401,5
402,6
403,3
404,6
405,0
406,4
407,3
408,1
409,0
410,4
411,3
412,3
413,4
414,6
415,0
416,1
417,5
418,2
419,4
420,3
421,0
422,5
423,4
424,1
425,3
426,1
427,6
428,3
429,3
430,6
431,0
432,1
433,0
434,6
435,3
436,5
437,4
438,2
439,5
440,1
441,0
442,5
443,4
444,3
445,2
446,6
447,2
448,2
449,6
450,2
451,1
452,1
453,1
454,5
455,1
456,1
457,4
458,1
459,1
460,3
461,1
462,3
463,1
464,1
465,6
466,1
467,4
468,1
469,6
470,2
471,6
472,2
473,6
474,3
475,6
476,0
477,6
478,0
479,3
480,6
481,5
482,1
483,0
484,3
485,2
486,1
487,4
488,5
489,6
490,4
491,2
492,1
493,1
494,6
495,3
496,4
497,6
498,4
499,0
500,6
501,4
502,0
503,6
504,1
505,4
506,5
507,1
508,1
509,3
510,3
511,0
512,2
513,6
514,5
515,6
516,3
517,1
518,4
519,4
520,6
521,6
522,5
523,4
524,6
525,5
526,1
527,2
528,6
529,3
530,1
531,4
