task_id,truth
0,1
1,1
2,9
3,4
4,5
5,5
6,0
7,3
8,7
9,2
10,9
11,8
12,7
13,0
14,0
15,4
16,4
17,6
18,6
19,4
20,6
21,1
22,2
23,6
24,8
25,2
26,9
27,1
28,1
29,7
30,8
31,2
32,2
33,0
34,3
35,8
36,2
37,6
38,8
39,8
40,7
41,9
42,6
43,9
44,4
45,3
46,0
47,4
48,0
49,9
50,9
51,6
52,3
53,7
54,7
55,2
56,5
57,8
58,3
59,8
60,7
61,7
62,1
63,6
64,3
65,1
66,7
67,2
68,1
69,4
70,8
71,6
72,8
73,8
74,4
75,7
76,6
77,6
78,8
79,8
80,6
81,6
82,6
83,6
84,8
85,6
86,9
87,4
88,4
89,4
90,6
91,5
92,6
93,3
94,4
95,0
96,4
97,5
98,1
99,6
100,4
101,6
102,7
103,1
104,3
105,1
106,4
107,1
108,1
109,3
110,5
111,2
112,6
113,6
114,4
115,5
116,3
117,8
118,5
119,8
120,8
121,7
122,4
123,6
124,6
125,8
126,2
127,1
128,5
129,0
130,5
131,4
132,5
133,9
134,8
135,5
136,3
137,0
138,7
139,4
140,5
141,5
142,6
143,3
144,0
145,5
146,9
147,7
148,9
149,9
150,5
151,8
152,1
153,1
154,6
155,4
156,8
157,7
158,4
159,9
160,9
161,9
162,5
163,7
164,8
165,8
166,4
167,7
168,4
169,6
170,6
171,9
172,4
173,3
174,4
175,2
176,4
177,9
178,9
179,3
180,4
181,6
182,4
183,3
184,2
185,2
186,8
187,8
188,5
189,5
190,7
191,5
192,2
193,4
194,4
195,3
196,4
197,8
198,2
199,0
200,2
201,4
202,6
203,4
204,3
205,7
206,8
207,9
208,5
209,5
210,4
211,7
212,0
213,7
214,6
215,5
216,8
217,1
218,2
219,5
220,1
221,9
222,1
223,2
224,1
225,5
226,4
227,8
228,6
229,6
230,0
231,8
232,5
233,2
234,7
235,0
236,0
237,4
238,5
239,5
240,9
241,0
242,8
243,0
244,5
245,9
246,7
247,6
248,9
249,2
250,2
251,9
252,9
253,7
254,3
255,4
256,9
257,6
258,5
259,9
260,7
261,0
262,3
263,0
264,8
265,6
266,9
267,8
268,3
269,6
270,4
271,1
272,6
273,6
274,8
275,7
276,7
277,4
278,2
279,4
280,7
281,3
282,5
283,7
284,3
285,9
286,5
287,4
288,1
289,1
290,1
291,2
292,6
293,8
294,0
295,4
296,6
297,8
298,2
299,5
300,0
301,6
302,4
303,2
304,5
305,2
306,9
307,4
308,4
309,7
310,1
311,9
312,3
313,6
314,6
315,4
316,1
317,7
318,8
319,6
320,3
321,8
322,5
323,6
324,0
325,0
326,1
327,2
328,8
329,7
330,8
331,9
332,1
333,6
334,3
335,2
336,9
337,5
338,0
339,1
340,8
341,0
342,8
343,6
344,1
345,3
346,4
347,5
348,2
349,0
350,0
351,9
352,8
353,7
354,1
355,8
356,3
357,3
358,8
359,9
360,7
361,6
362,1
363,1
364,4
365,6
366,5
367,6
368,5
369,4
370,2
371,8
372,9
373,7
374,3
375,0
376,6
377,7
378,1
379,1
380,8
381,5
382,1
383,9
384,7
385,1
386,3
387,8
388,6
389,5
390,0
391,5
392,0
393,4
394,2
395,2
396,3
397,4
398,3
399,7
400,8
401,5
402,8
403,2
404,3
405,4
406,4
407,1
408,4
409,8
410,5
411,2
412,7
413,8
414,7
415,7
416,3
417,3
418,8
419,6
420,6
421,4
422,5
423,5
424,8
425,4
426,3
427,6
428,6
429,6
430,3
431,9
432,9
433,6
434,2
435,5
436,9
437,6
438,8
439,7
440,2
441,4
442,5
443,9
444,9
445,4
446,4
447,5
448,8
449,0
450,0
451,3
452,1
453,2
454,1
455,3
456,0
457,7
458,1
459,7
460,6
461,1
462,1
463,8
464,3
465,5
466,9
467,0
468,3
469,4
470,3
471,0
472,6
473,4
474,1
475,4
476,6
477,4
478,8
479,5
480,5
481,5
482,8
483,6
484,7
485,1
486,0
487,2
488,2
489,3
490,7
491,3
492,2
493,5
494,5
495,6
496,7
497,4
498,6
499,6
500,6
501,3
502,7
503,5
504,3
505,0
506,2
507,5
508,3
509,1
510,3
511,6
512,7
513,8
514,4
515,2
516,6
517,5
518,8
519,5
520,8
521,0
522,1
523,4
524,0
525,7
526,2
527,9
528,6
529,9
530,6
531,5
532,2
533,0
534,1
535,3
536,3
537,1
538,1
539,8
540,3
541,4
542,4
543,2
544,3
545,8
546,2
547,9
548,2
549,3
550,0
551,3
552,0
553,8
554,2
555,2
556,4
557,3
558,4
559,3
560,7
561,8
562,4
563,3
564,9
565,0
566,5
567,2
568,7
569,4
570,5
571,6
572,0
573,7
574,9
575,0
576,8
577,4
578,5
579,4
580,3
581,3
582,1
583,6
584,0
585,4
586,0
587,2
588,2
589,3
590,4
591,7
592,1
593,2
594,6
595,3
596,2
597,3
598,8
599,2
600,8
601,9
602,1
603,9
604,0
605,2
606,8
607,2
608,1
609,7
610,4
611,5
612,0
613,5
614,3
615,2
616,1
617,9
618,4
619,8
620,7
621,0
622,4
623,9
624,1
625,0
626,3
627,4
628,1
629,6
630,5
631,4
632,1
633,3
634,5
635,8
636,7
637,7
638,1
639,4
640,3
641,6
642,1
643,7
644,5
645,5
646,2
647,5
648,5
649,4
650,4
651,0
652,8
653,2
654,5
655,3
656,1
657,7
658,4
659,3
660,4
661,2
662,2
663,2
664,7
665,3
666,1
667,7
668,2
669,9
670,9
671,8
672,3
673,2
674,1
675,0
676,4
677,9
678,4
679,0
680,4
681,4
682,0
683,8
684,1
685,4
686,3
687,1
688,0
689,1
690,4
691,6
692,2
693,7
694,9
695,4
696,2
697,6
698,4
699,2
700,2
701,4
702,3
703,1
704,9
705,3
706,1
707,4
708,0
709,3
710,1
711,1
712,7
713,5
714,9
715,7
716,2
717,7
718,1
719,6
720,8
721,9
722,9
723,4
724,5
725,4
726,8
727,2
728,0
729,3
730,9
731,4
732,0
733,6
734,5
735,9
736,1
737,5
738,9
739,4
740,1
741,7
742,1
743,8
744,4
745,9
746,2
747,2
748,7
749,6
750,1
751,7
752,9
753,0
754,2
755,8
756,6
757,4
758,0
759,6
760,2
761,5
762,1
763,5
764,9
765,4
766,9
767,9
768,4
769,3
770,3
771,8
772,3
773,9
774,9
775,4
776,4
777,5
778,3
779,2
780,1
781,3
782,5
783,7
784,1
785,9
786,3
787,3
788,9
789,2
790,7
791,6
792,7
793,6
794,1
795,9
796,5
797,7
798,8
799,7
800,0
801,6
802,7
803,1
804,2
805,4
806,6
807,9
808,5
809,0
810,6
811,8
