task,worker,answer
0,179,1
0,402,8
0,344,8
0,10,8
0,352,8
1,64,6
1,320,8
1,30,6
1,11,5
1,41,4
2,158,7
2,254,9
2,67,0
2,35,0
2,345,0
3,222,3
3,408,2
3,283,9
3,225,9
3,162,3
4,428,9
4,10,8
4,203,9
4,286,8
4,424,0
5,32,3
5,255,4
5,210,9
5,127,2
5,108,9
6,422,1
6,197,8
6,273,2
6,199,6
6,19,6
7,21,4
7,51,4
7,148,4
7,437,6
8,78,3
8,440,3
8,47,7
8,433,3
8,265,3
9,137,1
9,358,1
9,202,9
9,6,7
9,200,7
10,130,6
10,203,6
10,409,0
10,344,2
10,172,6
11,61,0
11,362,9
11,131,1
11,253,1
11,354,1
12,278,1
12,234,7
12,110,1
12,233,1
12,98,0
13,0,9
13,35,0
13,123,2
13,62,1
13,263,6
14,193,2
14,176,0
14,264,0
14,368,0
14,23,1
15,323,2
15,86,4
15,258,4
15,362,0
15,320,4
16,164,8
16,366,1
16,74,8
16,414,8
16,225,3
17,311,2
17,206,6
17,137,1
17,219,6
17,367,6
18,279,6
18,237,3
18,368,3
18,412,9
18,390,0
19,211,7
19,329,0
19,87,4
19,361,3
19,61,6
20,37,5
20,150,8
20,396,8
20,104,8
20,330,8
21,360,0
21,132,0
21,9,3
21,233,8
21,168,2
22,125,8
22,449,9
22,173,4
22,98,7
22,420,9
23,370,1
23,439,1
23,89,9
23,237,1
23,389,1
24,292,2
24,123,7
24,320,0
24,358,3
24,392,1
25,71,4
25,392,3
25,271,2
25,57,3
25,440,4
26,157,9
26,429,5
26,316,5
26,372,1
26,240,1
27,25,9
27,227,2
27,198,7
27,97,2
27,353,3
28,38,6
28,68,9
28,274,9
28,43,7
28,173,5
29,165,3
29,86,9
29,27,8
29,207,8
29,386,0
30,287,1
30,134,1
30,376,0
30,359,1
30,367,1
31,150,4
31,281,4
31,82,0
31,10,8
31,23,2
32,263,5
32,259,0
32,318,5
32,394,5
32,150,2
33,217,5
33,210,7
33,429,7
33,238,7
33,249,3
34,136,9
34,123,3
34,107,8
34,362,5
34,51,7
35,12,8
35,37,2
35,183,8
35,229,4
35,245,3
36,124,4
36,433,5
36,30,5
36,421,5
36,337,5
37,341,5
37,305,4
37,4,0
37,417,2
37,69,4
38,406,2
38,16,2
38,399,1
38,424,6
38,359,7
39,8,9
39,37,6
39,335,9
39,393,4
39,35,1
40,431,5
40,401,7
40,29,3
40,360,2
40,76,1
41,329,3
41,321,3
41,427,3
41,375,3
41,129,5
42,33,3
42,161,3
42,179,3
42,357,3
42,380,3
43,86,2
43,3,6
43,82,6
43,290,6
43,308,4
44,355,0
44,148,0
44,226,8
44,24,1
44,445,2
45,337,4
45,205,6
45,353,6
45,300,9
45,311,6
46,285,7
46,288,4
46,174,7
46,162,4
46,350,4
47,128,8
47,412,4
47,40,1
47,216,4
47,133,4
48,347,7
48,381,7
48,298,8
48,151,9
48,98,7
49,101,4
49,377,0
49,404,0
49,249,0
49,387,3
50,213,8
50,178,8
50,162,9
50,131,8
50,0,2
51,18,9
51,284,2
51,390,8
51,357,2
51,184,9
52,313,9
52,423,6
52,425,9
52,353,9
52,411,9
53,208,4
53,415,0
53,386,8
53,296,6
53,300,9
54,262,3
54,441,2
54,297,2
54,445,2
54,449,2
55,411,1
55,225,1
55,110,1
55,442,6
55,352,1
56,165,8
56,148,1
56,385,5
56,36,8
56,9,8
57,197,3
57,194,6
57,142,5
57,93,5
57,196,5
58,271,3
58,416,3
58,448,3
58,284,3
58,265,3
59,115,1
59,390,2
59,85,6
59,132,5
59,176,2
60,361,2
60,147,9
60,82,6
60,270,9
60,49,0
61,144,6
61,392,9
61,94,8
61,272,0
61,229,5
62,38,5
62,363,8
62,168,9
62,412,9
62,372,9
63,222,8
63,319,8
63,59,8
63,297,8
63,152,8
64,289,7
64,362,5
64,162,4
64,397,5
64,119,9
65,279,6
65,104,8
65,345,8
65,94,8
65,354,7
66,288,8
66,106,2
66,250,3
66,98,8
66,278,8
67,310,8
67,288,2
67,255,2
67,154,3
67,88,4
68,236,1
68,407,0
68,108,6
68,371,4
68,180,9
69,285,0
69,93,9
69,80,2
69,84,1
69,339,7
70,82,7
70,316,7
70,19,8
70,185,6
70,58,2
71,399,4
71,425,3
71,199,3
71,202,3
71,110,3
72,38,3
72,99,7
72,92,3
72,192,3
72,36,4
73,230,9
73,279,9
73,431,9
73,113,3
73,345,8
74,126,2
74,167,8
74,114,0
74,395,1
74,314,7
75,297,3
75,422,0
75,270,3
75,219,0
75,215,1
76,198,9
76,11,4
76,148,4
76,47,4
76,79,4
77,68,2
77,53,6
77,204,1
77,259,7
77,417,9
78,357,5
78,46,9
78,369,3
78,217,7
78,28,2
79,105,6
79,354,9
79,18,3
79,323,7
79,215,9
80,210,3
80,166,4
80,7,6
80,216,3
80,171,3
81,243,0
81,149,3
81,160,3
81,21,3
81,371,0
82,223,0
82,207,4
82,290,2
82,430,7
82,404,7
83,342,0
83,364,0
83,230,0
83,37,0
83,181,0
84,113,5
84,417,1
84,181,8
84,236,8
84,368,3
85,285,1
85,365,5
85,293,3
85,350,5
85,205,5
86,236,8
86,218,0
86,21,9
86,39,0
86,272,0
87,351,5
87,317,7
87,341,5
87,378,5
87,353,8
88,65,2
88,155,6
88,326,1
88,1,6
88,42,6
89,267,7
89,380,7
89,49,7
89,60,7
89,146,7
90,151,6
90,165,6
90,285,2
90,3,2
90,242,2
91,161,6
91,177,7
91,216,1
91,55,1
91,350,1
92,150,6
92,341,6
92,419,7
92,320,9
92,159,6
93,313,7
93,74,0
93,118,8
93,101,7
93,147,0
94,348,1
94,32,0
94,288,0
94,250,1
94,238,0
95,256,8
95,20,9
95,280,6
95,383,9
95,260,9
96,132,5
96,31,5
96,193,4
96,206,5
96,58,5
97,318,7
97,249,7
97,9,7
97,94,6
97,419,6
98,134,7
98,190,7
98,33,4
98,342,7
98,75,7
99,343,2
99,174,2
99,225,6
99,44,5
99,95,4
100,311,2
100,302,4
100,369,9
100,11,9
100,353,2
101,115,3
101,394,9
101,129,4
101,406,9
101,150,9
102,183,3
102,151,5
102,202,7
102,185,3
102,95,0
103,135,1
103,205,7
103,182,3
103,38,5
104,24,6
104,417,1
104,226,6
104,98,6
104,60,2
105,351,3
105,249,3
105,12,5
105,125,3
105,174,3
106,317,5
106,344,4
106,431,0
106,185,2
106,430,5
107,6,1
107,404,5
107,400,5
107,244,5
107,139,5
108,138,6
108,447,6
108,169,6
108,439,6
108,65,6
109,33,0
109,97,0
109,196,0
109,108,8
109,254,0
110,130,8
110,185,8
110,78,8
110,371,1
110,273,8
111,42,4
111,274,0
111,121,4
111,303,8
111,233,5
112,299,0
112,55,2
112,370,5
112,363,1
112,308,9
113,355,7
113,289,3
113,54,5
113,427,2
113,407,4
114,4,4
114,85,4
114,272,4
114,165,1
114,10,5
115,227,6
115,322,8
115,99,7
115,170,3
115,222,5
116,409,9
116,307,9
116,12,9
116,223,2
116,306,9
117,431,2
117,178,0
117,242,4
117,2,2
117,433,0
118,256,3
118,438,8
118,334,3
118,192,6
118,435,4
119,127,2
119,61,2
119,103,4
119,137,2
119,107,4
120,151,7
120,42,5
120,431,2
120,424,7
120,426,5
121,1,8
121,346,8
121,248,8
121,372,4
121,104,1
122,193,8
122,23,0
122,208,9
122,149,9
122,400,9
123,446,2
123,351,6
123,215,2
123,166,2
123,104,2
124,49,9
124,441,3
124,432,2
124,101,9
124,69,9
125,10,9
125,68,8
125,357,9
125,6,7
125,194,1
126,59,9
126,287,6
126,428,5
126,208,3
126,443,9
127,350,3
127,255,3
127,263,5
127,28,3
127,430,3
128,49,1
128,198,6
128,271,1
128,365,3
128,80,0
129,397,1
129,342,2
129,347,4
129,140,1
129,441,0
130,51,2
130,385,9
130,12,9
130,266,8
130,44,9
131,331,1
131,43,5
131,306,8
131,102,1
131,71,1
132,289,6
132,323,8
132,40,8
132,418,8
132,245,8
133,308,0
133,401,8
133,189,5
133,360,8
133,171,8
134,399,6
134,163,5
134,129,3
134,290,3
134,161,3
135,293,9
135,76,6
135,398,9
135,359,5
135,336,1
136,21,8
136,147,7
136,126,8
136,29,8
136,437,8
137,167,8
137,195,8
137,341,8
137,331,5
137,124,1
138,64,9
138,109,6
138,238,1
138,406,8
138,349,1
139,122,4
139,314,4
139,433,1
139,98,4
139,106,7
140,346,3
140,269,2
140,103,0
140,347,2
140,29,0
141,120,2
141,334,8
141,104,8
141,110,3
141,58,3
142,49,6
142,439,8
142,315,8
142,12,1
142,159,3
143,295,6
143,6,1
143,309,7
143,7,9
143,361,9
144,172,4
144,445,1
144,306,4
144,176,4
144,327,4
145,141,8
145,70,5
145,219,2
145,69,4
145,72,5
146,287,4
146,94,4
146,376,4
146,413,6
146,44,4
147,395,6
147,404,7
147,38,9
