task_id,task_community
0,4
1,1
2,5
3,3
4,0
5,1
6,5
7,4
8,2
9,6
10,6
11,1
12,3
13,2
14,5
15,2
16,5
17,4
18,1
19,5
20,4
21,6
22,6
23,1
24,4
25,2
26,1
27,4
28,4
29,1
30,5
31,5
32,6
33,0
34,6
35,3
36,3
37,0
38,0
39,6
40,0
41,2
42,6
43,0
44,1
45,4
46,1
47,0
48,6
49,5
50,6
51,5
52,1
53,2
54,4
55,1
56,5
57,4
58,3
59,2
60,3
61,0
62,5
63,4
64,6
65,6
66,1
67,4
68,3
69,6
70,0
71,4
72,6
73,3
74,3
75,6
76,5
77,6
78,4
79,6
80,3
81,2
82,0
83,0
84,1
85,4
86,0
87,5
88,1
89,3
90,3
91,3
92,2
93,6
94,4
95,3
96,6
97,1
98,0
99,2
100,1
101,0
102,4
103,3
104,4
105,0
106,3
107,2
108,3
109,1
110,0
111,4
112,4
113,3
114,0
115,5
116,3
117,5
118,2
119,3
120,3
121,2
122,2
123,2
124,3
125,1
126,5
127,2
128,5
129,5
130,3
131,1
132,5
133,6
134,2
135,5
136,1
137,6
138,4
139,1
140,1
141,1
142,5
143,1
144,3
145,3
146,1
147,1
148,1
149,4
150,2
151,6
152,0
153,6
154,6
155,5
156,0
157,5
158,5
159,6
160,2
161,6
162,0
163,6
164,1
165,3
166,4
167,5
168,2
169,4
170,6
171,2
172,6
173,1
174,6
175,3
176,3
177,6
178,2
179,1
180,3
181,1
182,1
183,6
184,4
185,3
186,6
187,5
188,0
189,0
190,6
191,4
192,0
193,5
194,2
195,4
196,3
197,3
198,3
199,0
200,5
201,2
202,6
203,4
204,3
205,0
206,1
207,5
208,6
209,6
210,2
211,3
212,1
213,1
214,5
215,4
216,1
217,0
218,6
219,6
220,4
221,1
222,0
223,0
224,0
225,6
226,0
227,1
228,5
229,5
230,6
231,2
232,2
233,0
234,4
235,3
236,0
237,3
238,4
239,5
240,4
241,2
242,3
243,4
244,2
245,4
246,0
247,3
248,2
249,6
250,3
251,2
252,0
253,3
254,6
255,3
256,1
257,5
258,2
259,1
260,1
261,5
262,4
263,3
264,4
265,4
266,2
267,6
268,1
269,0
270,6
271,2
272,2
273,6
274,4
275,3
276,2
277,2
278,4
279,5
280,3
281,3
282,4
283,4
284,4
285,5
286,4
287,6
288,0
289,1
290,1
291,2
292,1
293,1
294,0
295,6
296,4
297,3
298,6
299,5
300,0
301,5
302,4
303,3
304,0
305,0
306,5
307,4
308,1
309,5
310,0
311,4
312,3
313,5
314,5
315,6
316,3
317,6
318,1
319,2
320,5
321,5
322,0
323,5
324,2
325,1
326,2
327,5
328,1
329,0
330,4
331,1
332,0
333,5
334,4
335,2
336,1
337,4
338,1
339,0
340,1
341,4
342,5
343,1
344,0
345,6
346,4
347,5
348,1
349,0
350,2
351,4
352,3
353,5
354,0
355,5
356,2
357,4
358,1
359,4
360,6
361,0
362,2
363,3
364,4
365,4
366,2
367,4
368,0
369,4
370,6
371,2
372,2
373,6
374,4
375,5
376,0
377,0
378,0
379,2
380,1
381,4
382,2
383,1
384,6
385,0
386,3
387,4
388,4
389,5
390,1
391,5
392,1
393,3
394,4
395,6
396,6
397,3
398,1
399,2
400,5
401,3
402,0
403,4
404,5
405,2
406,5
407,3
408,3
409,1
410,0
411,5
412,1
413,4
414,3
415,6
416,5
417,2
418,4
419,5
420,1
421,0
422,5
423,2
424,0
425,0
426,1
427,3
428,3
429,5
430,6
431,6
432,1
433,4
434,1
435,3
436,5
437,5
438,1
439,5
440,4
441,0
442,0
443,1
444,5
445,5
446,6
447,6
448,4
449,6
450,4
451,4
452,4
453,0
454,1
455,4
456,2
457,2
458,1
459,1
460,6
461,4
462,4
463,0
464,6
465,6
466,4
467,5
468,3
469,1
470,6
471,1
472,3
473,6
474,5
475,4
476,4
477,5
478,0
479,5
480,5
481,1
482,6
483,1
484,0
485,4
486,6
487,4
488,3
489,3
490,2
491,1
492,3
493,1
494,0
495,4
496,4
497,3
498,1
499,3
500,5
501,3
502,3
503,5
504,2
505,1
506,0
507,2
508,5
509,5
510,5
511,3
512,2
513,5
514,6
515,1
516,1
517,4
518,6
519,1
520,6
521,3
522,0
523,3
524,2
525,1
526,0
527,2
528,1
529,4
530,6
531,0
532,4
