worker_id,worker_community
0,2
1,5
2,7
3,1
4,5
5,4
6,2
7,2
8,2
9,1
10,6
11,3
12,7
13,0
14,0
15,5
16,1
17,0
18,2
19,3
20,4
21,4
22,6
23,0
24,2
25,0
26,6
27,4
28,2
29,7
30,0
31,4
32,5
33,2
34,4
35,7
36,0
37,1
38,0
39,3
40,0
41,3
42,7
43,1
44,4
45,0
46,0
47,5
48,5
49,4
50,3
51,5
52,4
53,1
54,6
55,2
56,5
57,1
58,2
59,7
60,3
61,6
62,1
63,7
64,2
65,4
66,2
67,5
68,6
69,4
70,0
71,5
72,3
73,3
74,1
75,3
76,6
77,3
78,7
79,6
80,1
81,1
82,6
83,2
84,1
85,4
86,6
87,0
88,3
89,1
90,5
91,0
92,4
93,4
94,5
95,4
96,1
97,3
98,4
99,2
