worker_id,worker_community
0,1
1,1
2,6
3,4
4,0
5,1
6,6
7,2
8,2
9,0
10,6
11,1
12,5
13,5
14,3
15,7
16,7
17,2
18,5
19,4
20,4
21,4
22,1
23,5
24,2
25,1
26,6
27,3
28,3
29,0
30,1
31,7
32,4
33,4
34,5
35,6
36,4
37,3
38,2
39,4
40,7
41,3
42,0
43,0
44,4
45,5
46,0
47,5
48,1
49,1
50,4
51,7
52,1
53,3
54,6
55,6
56,1
57,6
58,1
59,3
60,5
61,2
62,1
63,2
64,2
65,2
66,5
67,5
68,3
69,4
70,1
71,2
72,0
73,2
74,2
75,1
76,5
77,0
78,4
79,2
80,2
81,0
82,6
83,7
84,2
85,1
86,5
87,2
88,0
89,0
90,3
91,3
92,6
93,1
94,2
95,3
96,1
97,4
98,0
99,5
100,4
101,0
102,1
103,3
104,2
105,7
106,2
107,4
108,6
109,7
110,0
111,6
112,4
113,5
114,4
115,6
116,3
117,0
118,6
119,6
120,7
121,7
122,5
123,0
124,4
125,3
126,2
127,5
128,0
129,4
130,2
131,1
132,1
133,7
134,4
135,0
136,1
137,3
138,1
139,4
140,3
141,7
142,0
143,2
144,7
145,0
146,3
147,0
148,4
149,4
150,1
151,3
152,5
153,4
154,3
155,2
156,2
157,4
158,2
159,3
160,5
161,7
162,5
163,1
164,5
165,5
166,6
167,3
168,3
169,6
170,5
171,6
172,3
173,4
174,4
175,1
176,3
177,0
178,5
179,1
180,1
181,3
182,5
183,5
184,2
185,3
186,2
187,2
188,6
189,6
190,5
191,2
192,1
193,3
194,3
195,7
196,4
197,4
198,4
199,3
200,1
201,6
202,7
203,4
204,3
205,1
206,2
207,5
208,1
209,6
210,2
211,3
212,5
213,6
214,0
215,4
216,2
217,7
218,5
219,7
220,5
221,2
222,1
223,2
224,4
225,7
226,5
227,5
228,2
229,7
230,4
231,3
232,5
233,7
234,3
235,1
236,2
237,3
238,5
239,6
240,3
241,3
242,7
243,0
244,3
245,0
246,6
247,5
248,2
249,7
250,7
251,5
252,7
253,3
254,2
255,4
256,2
257,2
258,3
259,1
260,5
261,7
262,3
263,7
264,1
265,7
266,4
267,4
268,5
269,6
270,1
271,4
272,6
273,5
274,3
275,2
276,2
277,2
278,2
279,6
280,4
281,0
282,6
283,6
284,3
285,2
286,5
287,2
288,4
289,4
290,6
291,6
292,1
293,4
294,1
295,3
296,0
297,4
298,2
299,6
300,2
301,4
302,6
303,0
304,0
305,2
306,7
307,1
308,5
309,3
310,7
311,2
312,1
313,0
314,0
315,6
316,7
317,7
318,0
319,0
320,0
321,4
322,0
323,1
324,7
325,6
326,1
327,3
328,2
329,5
330,0
331,7
332,1
333,2
334,4
335,6
336,1
337,1
338,7
339,7
340,4
341,3
342,5
343,3
344,7
345,5
346,1
347,3
348,3
349,1
350,6
351,2
352,0
353,6
354,2
355,2
356,0
357,3
358,1
359,6
360,5
361,6
362,3
363,5
364,5
365,3
366,1
367,3
368,2
369,7
370,1
371,2
372,6
373,5
374,0
375,4
376,0
377,3
378,4
379,2
380,5
381,7
382,0
383,6
384,7
385,1
386,2
387,7
388,3
389,0
390,1
391,3
392,7
393,2
394,5
395,7
396,6
397,5
398,4
399,5
400,3
401,7
402,2
403,1
404,2
405,4
406,3
407,4
408,7
409,5
410,1
411,5
412,6
413,5
414,0
415,7
416,5
417,3
418,1
419,3
420,7
421,6
422,0
423,5
424,6
425,0
426,6
427,7
428,1
429,0
430,5
431,0
432,7
433,4
434,4
435,2
436,2
437,5
438,4
439,6
440,7
441,1
442,1
443,4
444,7
445,3
446,2
447,6
448,1
449,4
450,0
451,6
452,4
453,3
454,2
455,1
456,4
457,7
458,6
459,1
460,1
461,0
462,0
463,1
464,0
465,6
466,7
467,4
468,1
469,0
470,4
471,6
472,1
473,0
474,7
475,1
476,7
477,0
478,2
479,7
480,4
481,4
482,3
483,0
484,6
485,5
486,4
487,6
488,2
489,0
490,2
491,6
492,0
493,7
494,7
495,1
496,7
497,1
498,3
499,4
