worker_id,worker_community
0,1
1,0
2,4
3,2
4,0
5,7
6,1
7,2
8,0
9,1
10,7
11,7
12,3
13,5
14,0
15,6
16,6
17,6
18,2
19,2
20,3
21,2
22,4
23,4
24,5
25,3
26,2
27,2
28,5
29,1
30,3
31,4
32,2
33,4
34,1
35,7
36,5
37,4
38,1
39,1
40,3
41,7
42,5
43,7
44,6
45,7
46,2
47,7
48,7
49,0
50,1
51,3
52,1
53,1
54,5
55,7
56,2
57,1
58,3
59,1
60,2
61,7
62,4
63,6
64,1
65,1
66,6
67,6
68,6
69,0
70,4
71,2
72,0
73,3
74,6
75,3
76,2
77,6
78,6
79,3
80,4
81,3
82,6
83,3
84,1
85,0
86,2
87,6
88,4
89,1
90,4
91,0
92,4
93,2
94,2
95,7
96,7
97,2
98,1
99,5
