task,worker,answer
0,61,9
0,96,5
0,19,5
0,79,5
0,56,9
0,4,3
0,90,5
0,68,5
0,65,5
0,84,6
0,14,5
0,29,8
1,77,8
1,95,9
1,40,9
1,70,9
1,17,9
1,23,6
1,11,4
1,20,9
1,97,6
1,96,5
1,53,9
1,64,9
2,40,5
2,67,6
2,42,1
2,65,7
2,87,5
2,52,5
2,56,5
2,27,5
2,28,5
2,70,5
2,55,5
2,61,8
2,8,5
3,57,4
3,28,8
3,7,8
3,38,9
3,92,9
3,74,7
3,71,8
3,94,8
3,9,8
3,84,8
3,31,7
3,97,5
3,53,8
4,50,9
4,91,0
4,41,9
4,78,9
4,95,9
4,10,9
4,64,2
4,47,3
4,72,5
4,59,2
4,68,5
4,87,4
5,32,1
5,82,1
5,84,1
5,19,6
5,67,1
5,14,1
5,48,9
5,62,2
5,17,1
5,79,3
5,52,3
5,3,5
5,31,1
6,27,0
6,79,0
6,93,5
6,62,0
6,17,5
6,57,0
6,47,0
6,0,8
6,83,7
6,2,0
6,97,6
6,32,9
7,67,1
7,92,6
7,23,8
7,50,4
7,53,4
7,31,0
7,35,1
7,17,5
7,12,3
7,28,4
7,18,4
7,97,8
7,11,6
8,52,1
8,86,9
8,73,1
8,83,1
8,92,3
8,11,1
8,51,8
8,96,3
8,45,9
8,14,1
8,27,2
8,49,9
8,26,3
9,64,6
9,61,5
9,40,6
9,67,6
9,59,6
9,55,1
9,5,9
9,50,0
9,7,6
9,10,6
9,17,6
9,81,7
10,57,5
10,84,1
10,49,9
10,12,6
10,65,1
10,66,8
10,25,8
10,27,0
10,32,8
10,62,9
10,35,0
10,4,8
10,96,8
11,23,5
11,0,6
11,83,9
11,2,1
11,60,2
11,99,1
11,82,8
11,1,9
11,20,9
11,55,9
11,35,9
12,52,9
12,88,0
12,37,6
12,13,0
12,89,9
12,97,3
12,25,6
12,82,0
12,51,0
12,57,7
12,43,0
12,32,0
13,35,3
13,74,3
13,79,0
13,6,3
13,41,2
13,66,3
13,33,3
13,38,4
13,67,1
13,1,3
13,3,6
14,14,5
14,50,3
14,29,9
14,99,8
14,24,9
14,1,3
14,32,3
14,93,3
14,8,3
14,83,2
14,77,3
15,82,2
15,13,7
15,84,8
15,47,1
15,6,7
15,30,6
15,99,8
15,66,7
15,91,7
15,48,7
15,39,7
15,15,7
16,87,2
16,82,2
16,83,1
16,32,3
16,23,2
16,14,4
16,86,0
16,49,2
16,16,5
16,57,3
16,56,5
16,92,2
16,64,2
17,56,1
17,76,1
17,31,8
17,2,1
17,8,5
17,74,1
17,55,1
17,83,9
17,1,6
17,64,1
17,75,1
18,95,3
18,80,3
18,43,3
18,75,5
18,62,0
18,18,6
18,15,8
18,20,3
18,33,7
18,35,9
18,99,2
18,42,3
18,50,3
19,26,3
19,85,8
19,63,3
19,9,7
19,43,8
19,83,3
19,61,0
19,27,3
19,21,3
19,77,3
19,96,3
19,82,4
19,86,3
20,28,4
20,5,5
20,89,7
20,99,4
20,7,7
20,1,5
20,18,4
20,49,3
20,54,4
20,12,7
20,50,4
20,95,4
21,62,6
21,70,1
21,3,7
21,48,1
21,96,1
21,77,1
21,17,9
21,80,8
21,15,7
21,58,4
21,1,7
21,2,1
22,2,0
22,50,5
22,72,1
22,39,5
22,98,1
22,83,5
22,42,1
22,24,1
22,81,6
22,92,6
22,36,1
22,34,1
23,98,5
23,61,7
23,63,5
23,23,5
23,95,1
23,84,5
23,14,6
23,49,8
23,9,5
23,91,5
23,81,2
23,1,5
23,66,5
24,21,4
24,37,9
24,24,2
24,27,2
24,42,3
24,41,8
24,57,2
24,79,2
24,44,2
24,20,2
24,53,2
24,15,1
24,33,0
25,74,4
25,1,1
25,86,1
25,70,4
25,52,1
25,23,1
25,65,4
25,93,6
25,48,1
25,83,6
25,51,1
25,39,1
25,35,0
26,30,6
26,92,6
26,48,6
26,18,3
26,96,9
26,27,6
26,20,6
26,17,5
26,64,2
26,56,6
26,80,3
26,76,6
27,33,6
27,61,1
27,45,3
27,87,9
27,49,1
27,32,7
27,62,1
27,18,1
27,19,3
27,92,8
27,79,3
