task,worker,answer
0,25,3
0,66,3
0,81,3
0,95,7
0,50,3
1,13,8
1,57,9
1,65,9
1,40,9
2,87,2
2,53,8
2,11,7
2,93,4
3,55,8
3,13,2
3,1,2
3,72,9
3,80,4
4,27,9
4,56,4
4,0,2
4,39,8
4,25,4
5,95,4
5,16,7
5,62,1
5,98,6
6,97,1
6,77,8
6,60,6
6,52,8
6,59,6
7,66,1
7,21,4
7,6,1
7,42,1
7,89,7
8,76,4
8,81,4
8,36,4
8,17,1
8,30,4
9,39,4
9,41,4
9,22,7
9,84,7
9,72,2
10,19,3
10,68,4
10,66,7
10,32,3
10,14,0
11,42,7
11,47,9
11,93,5
11,76,1
11,64,1
12,69,0
12,13,0
12,36,4
12,91,5
12,81,0
13,72,2
13,86,7
13,23,2
13,85,7
13,34,3
14,11,6
14,74,5
14,17,5
14,20,5
14,70,5
15,45,1
15,5,2
15,28,2
15,63,2
15,33,5
16,39,2
16,50,5
16,18,5
16,90,4
16,88,5
17,36,7
17,68,0
17,60,0
17,15,2
17,72,7
18,74,5
18,0,0
18,84,4
18,36,3
18,41,5
19,47,0
19,3,0
19,13,0
19,5,7
20,0,8
20,81,5
20,16,2
20,62,4
20,53,2
21,83,6
21,39,7
21,89,1
21,78,9
21,45,7
22,30,8
22,69,4
22,4,0
22,37,4
22,39,9
23,78,9
23,30,4
23,47,9
23,11,2
23,87,9
24,72,4
24,85,9
24,91,4
24,73,2
24,30,4
25,66,6
25,91,5
25,95,6
25,25,7
25,15,6
26,98,2
26,81,2
26,8,6
26,49,2
26,93,5
27,67,7
27,66,9
27,11,9
27,1,9
28,66,9
28,84,9
28,68,9
28,10,0
28,76,9
29,41,6
29,54,6
29,81,6
29,73,9
29,20,6
30,94,2
30,12,6
30,16,1
30,98,5
30,33,1
31,8,7
31,23,2
31,98,2
31,40,6
32,20,7
32,99,7
32,96,7
32,4,4
32,53,0
33,1,3
33,71,7
33,24,2
33,39,7
33,11,1
34,6,8
34,76,5
34,16,7
34,54,5
34,0,5
35,6,8
35,50,5
35,32,5
35,37,2
36,11,7
36,57,8
36,20,8
36,68,8
36,84,8
37,98,8
37,90,7
37,59,4
37,43,5
37,34,6
38,84,4
38,33,3
38,24,1
38,7,3
38,10,7
39,66,1
39,86,0
39,56,9
39,90,9
40,25,6
40,68,1
40,86,8
40,28,5
40,63,7
41,88,0
41,52,9
41,60,3
41,99,0
41,26,0
42,81,7
42,18,9
42,1,0
42,94,6
42,92,2
43,89,8
43,88,5
43,72,9
43,5,5
43,79,1
44,7,0
44,42,9
44,78,4
44,96,4
44,53,0
45,59,1
45,65,1
45,75,6
45,71,1
45,53,4
46,66,9
46,41,9
46,26,6
46,59,9
46,9,9
47,78,9
47,24,9
47,98,9
47,83,9
47,88,9
48,54,8
48,40,5
48,86,8
48,22,3
49,79,5
49,22,2
49,68,0
49,88,2
49,50,3
50,35,9
50,84,1
50,39,9
50,37,5
51,60,3
51,39,1
51,22,8
51,27,3
51,14,2
52,52,7
52,73,3
52,93,9
52,77,4
52,59,8
53,60,9
53,11,9
53,92,2
53,90,2
54,94,7
54,5,7
54,42,7
54,34,7
55,23,4
55,1,4
55,26,7
55,18,4
55,71,4
56,64,8
56,74,8
56,81,8
56,29,7
56,23,6
57,65,7
57,21,3
57,98,4
57,88,3
57,11,3
58,59,0
58,79,4
58,70,0
58,61,0
58,19,2
59,63,4
59,95,9
59,56,2
59,96,6
60,78,6
60,46,4
60,34,5
60,63,0
60,93,6
61,59,0
61,60,0
61,85,4
61,23,0
62,2,3
62,69,4
62,57,4
62,88,4
63,19,5
63,76,6
63,57,6
63,51,6
64,57,6
64,79,9
64,62,8
64,66,2
64,72,1
65,95,1
65,29,4
65,90,7
65,49,4
65,10,8
66,83,9
66,96,9
66,32,0
66,53,2
66,5,0
67,27,9
67,36,0
67,80,3
67,74,5
67,63,6
68,45,9
68,39,3
68,92,8
68,13,2
69,51,5
69,0,0
69,87,7
69,99,5
69,55,4
70,59,1
70,75,1
70,51,0
70,50,0
70,13,0
71,78,5
71,16,7
71,53,4
71,4,4
71,28,4
72,49,3
72,88,4
72,79,6
72,13,6
72,19,6
73,73,0
73,57,0
73,63,3
73,92,0
73,74,0
74,53,9
74,96,9
74,88,9
74,50,7
75,7,1
75,85,0
75,16,3
75,30,3
75,90,3
76,77,4
76,18,4
76,5,5
76,30,4
76,92,4
77,7,7
77,71,4
77,75,1
77,52,7
77,58,2
78,89,7
78,53,7
78,88,7
78,45,1
78,87,7
79,20,1
79,0,0
79,1,4
79,40,5
79,30,0
80,54,8
80,45,6
80,73,7
80,93,6
80,79,9
81,27,6
81,84,6
81,24,4
81,69,3
81,46,6
82,14,2
82,66,9
82,96,9
82,62,8
82,33,1
83,56,4
83,89,5
83,21,6
83,76,8
83,30,4
84,96,8
84,20,7
84,16,2
84,69,7
84,37,7
85,56,1
85,7,9
85,99,6
85,78,4
85,47,6
86,96,3
86,2,3
86,46,6
86,22,3
86,43,3
87,60,4
87,98,4
87,20,4
87,65,0
87,16,4
88,75,3
88,61,3
88,29,5
88,43,3
88,4,1
89,78,1
89,4,1
89,86,7
89,30,1
89,49,1
90,3,9
90,60,0
90,33,2
90,25,9
90,34,6
91,40,7
91,63,3
91,19,6
91,93,3
92,46,8
92,22,1
92,33,0
92,90,6
92,26,4
93,39,9
93,95,9
93,9,1
93,67,4
93,65,9
94,36,5
94,42,5
94,87,0
94,71,5
94,21,5
95,55,6
95,15,9
95,79,2
95,53,6
95,10,1
96,89,2
96,84,8
96,94,2
96,90,2
96,47,7
97,73,6
97,31,1
97,50,6
97,72,0
97,49,4
98,63,3
98,4,9
98,46,9
98,11,5
98,67,8
99,61,5
99,58,5
99,82,8
99,69,5
99,15,5
100,12,8
100,65,5
100,37,5
100,40,9
100,7,1
101,30,2
101,22,6
101,95,2
101,60,2
101,68,2
102,54,8
102,85,8
102,28,3
102,34,8
102,59,8
103,73,5
103,21,6
103,84,8
103,55,5
103,5,5
104,42,7
104,58,1
104,55,0
104,84,6
104,96,0
105,7,9
105,90,6
105,33,4
105,24,1
105,84,8
106,60,0
106,26,0
106,28,8
106,36,3
106,86,0
107,30,6
107,10,6
107,39,4
107,48,4
107,43,6
108,0,3
108,66,3
108,54,0
108,43,3
108,11,6
109,66,1
109,58,7
109,94,3
109,73,1
109,51,1
110,71,5
110,31,9
110,74,5
110,66,9
110,48,3
111,67,4
111,17,9
111,93,8
111,37,0
111,28,2
112,56,0
112,11,4
112,36,4
112,76,1
112,12,5
113,4,4
113,26,7
113,7,4
113,56,8
113,46,2
114,30,0
114,92,2
114,65,1
114,88,4
114,50,4
115,62,3
115,45,6
115,11,2
115,13,9
116,53,9
116,45,6
116,60,9
116,56,9
116,85,0
117,0,0
117,86,3
117,24,9
117,92,6
117,11,6
118,0,0
118,80,1
118,78,7
118,56,1
118,22,3
119,56,0
119,52,3
119,48,5
119,98,8
119,80,5
120,56,7
120,32,7
120,6,4
120,90,8
120,11,7
121,64,8
121,72,4
121,73,8
121,54,8
121,6,4
122,96,2
122,68,9
122,58,4
122,90,8
122,81,9
123,7,3
123,61,3
123,53,3
123,84,5
123,64,3
124,92,3
124,83,7
124,40,1
124,47,1
124,88,1
125,17,0
125,51,2
125,41,2
125,53,1
125,56,2
126,33,1
126,99,1
126,74,1
126,59,5
126,11,0
127,43,4
127,94,4
127,87,4
127,11,4
127,99,4
128,90,4
128,30,0
128,20,0
128,37,5
128,47,3
129,32,0
129,18,0
129,99,0
129,16,0
129,35,6
130,9,5
130,37,5
130,74,4
130,30,0
130,5,1
131,16,0
131,27,4
131,96,7
131,88,0
132,97,8
132,14,0
132,20,5
132,96,8
132,24,0
133,73,6
133,16,4
133,94,5
133,78,7
133,43,7
134,37,3
134,75,1
134,23,4
134,29,8
134,96,2
135,17,2
135,14,8
135,50,1
135,7,8
135,94,6
136,30,8
136,40,2
136,10,8
136,67,9
136,32,3
137,25,2
137,34,0
137,15,5
137,39,8
137,21,0
138,12,7
138,32,5
138,82,8
138,3,0
138,46,5
139,54,6
139,39,6
139,93,6
139,0,6
139,31,0
140,40,2
140,22,2
140,25,6
140,95,2
140,57,5
141,67,8
141,26,9
141,80,5
141,77,5
141,56,1
142,67,5
142,2,5
142,58,5
142,83,3
142,70,7
143,75,9
143,92,9
143,16,9
143,96,9
143,53,9
144,60,8
144,3,9
144,85,8
144,42,8
144,62,8
145,78,9
145,61,7
145,51,8
145,97,8
145,36,5
146,99,5
146,66,7
146,23,6
146,81,5
146,91,5
147,18,9
147,56,9
147,11,0
147,58,9
147,94,0
148,36,9
148,89,9
148,21,9
148,33,5
148,14,6
149,26,6
149,90,7
149,5,8
149,18,6
149,81,0
150,16,6
150,70,6
150,4,3
150,6,8
151,33,0
151,34,8
151,29,8
151,73,6
151,44,3
152,49,0
152,70,0
152,50,8
152,21,2
152,1,1
153,20,7
153,25,7
153,58,7
153,71,1
154,30,8
154,14,4
154,48,3
154,89,9
154,25,6
155,89,0
155,69,0
155,99,0
155,76,3
156,87,7
156,39,1
156,52,1
156,6,9
156,2,7
157,10,7
157,61,7
157,82,9
157,39,7
157,73,7
158,73,2
158,66,2
158,96,6
158,92,3
158,48,2
159,22,5
159,10,1
159,70,5
159,2,9
159,55,5
160,44,9
160,65,0
160,79,9
160,95,9
160,36,9
161,38,8
161,53,8
161,26,8
161,15,6
161,23,5
162,22,2
162,4,5
162,21,0
162,50,9
162,19,0
163,84,0
163,42,3
163,10,0
163,7,0
163,51,0
164,59,5
164,30,8
164,78,3
164,69,3
164,44,7
165,34,9
165,92,9
165,9,9
165,22,7
165,0,5
166,80,7
166,47,6
166,33,6
166,98,6
166,96,5
167,86,3
167,35,3
167,25,3
167,76,1
167,98,3
168,56,7
168,92,3
168,8,6
168,97,3
168,77,2
169,87,9
169,59,5
169,86,4
169,6,1
169,40,2
170,30,3
170,80,7
170,93,3
170,72,0
170,19,1
171,40,7
171,92,7
171,61,7
171,85,7
171,14,7
172,82,2
172,55,2
172,26,1
172,65,1
172,89,5
173,23,5
173,3,7
173,88,4
173,68,2
173,93,0
174,90,0
174,61,8
174,85,8
174,17,4
175,89,4
175,63,1
175,0,3
175,70,3
176,67,6
176,46,8
176,54,8
176,7,8
176,81,8
177,88,9
177,66,1
177,45,9
177,48,9
177,3,9
178,60,2
178,73,6
178,68,0
178,11,6
179,72,3
179,65,3
179,33,9
179,43,6
179,26,6
180,30,8
180,49,0
180,34,0
180,18,3
181,75,5
