worker_id,worker_community
0,0
1,2
2,4
3,6
4,1
5,7
6,5
7,7
8,2
9,0
10,4
11,5
12,1
13,5
14,6
15,6
16,1
17,5
18,2
19,1
20,6
21,7
22,4
23,0
24,1
25,4
26,6
27,2
28,5
29,6
30,3
31,3
32,6
33,1
34,1
35,2
36,4
37,6
38,0
39,6
40,4
41,3
42,4
43,0
44,4
45,3
46,0
47,2
48,5
49,1
50,4
51,1
52,2
53,2
54,3
55,6
56,7
57,2
58,2
59,6
60,6
61,4
62,1
63,5
64,0
65,2
66,6
67,5
68,5
69,6
70,7
71,2
72,3
73,0
74,6
75,1
76,5
77,5
78,3
79,1
80,3
81,5
82,1
83,7
84,5
85,3
86,3
87,2
88,6
89,2
90,3
91,7
92,0
93,0
94,2
95,2
96,4
97,5
98,3
99,2
