worker_id,worker_community
0,6
1,2
2,0
3,1
4,3
5,4
6,4
7,0
8,1
9,5
10,2
11,7
12,2
13,5
14,0
15,5
16,0
17,4
18,6
19,1
20,3
21,3
22,6
23,5
24,2
25,0
26,1
27,3
28,3
29,5
30,5
31,5
32,7
33,0
34,1
35,4
36,0
37,1
38,0
39,0
40,0
41,0
42,5
43,7
44,0
45,0
46,6
47,7
48,1
49,1
50,2
51,7
52,6
53,0
54,1
55,4
56,0
57,6
58,3
59,6
60,5
61,5
62,4
63,3
64,7
65,5
66,3
67,5
68,1
69,2
70,6
71,4
72,2
73,7
74,1
75,3
76,7
77,7
78,5
79,0
80,0
81,4
82,0
83,5
84,2
85,7
86,4
87,1
88,3
89,5
90,3
91,4
92,5
93,0
94,6
95,5
96,0
97,1
98,1
99,0
100,5
101,2
102,3
103,6
104,6
105,3
106,6
107,4
108,2
109,2
110,2
111,2
112,7
113,1
114,2
115,6
116,6
117,5
118,0
119,3
120,1
121,7
122,6
123,2
124,6
125,7
126,4
127,0
128,6
129,4
130,0
131,7
132,5
133,1
134,6
135,1
136,1
137,2
138,5
139,3
140,4
141,5
142,0
143,0
144,6
145,4
146,7
147,0
148,4
149,4
150,2
151,3
152,5
153,7
154,2
155,6
156,7
157,1
158,6
159,5
160,1
161,3
162,7
163,2
164,5
165,0
166,4
167,2
168,2
169,3
170,1
171,0
172,2
173,0
174,4
175,4
176,3
177,3
178,5
179,3
180,4
181,0
182,4
183,0
184,5
185,6
186,7
187,2
188,0
189,2
190,4
191,5
192,0
193,3
194,7
195,2
196,0
197,5
198,5
199,5
200,2
201,7
202,6
203,2
204,2
205,3
206,0
207,3
208,1
209,7
210,6
211,5
212,4
213,3
214,3
215,0
216,7
217,3
218,7
219,5
220,2
221,4
222,2
223,3
224,2
225,4
226,1
227,6
228,0
229,5
230,1
231,6
232,2
233,7
234,3
235,5
236,4
237,4
238,3
239,2
240,6
241,3
242,1
243,1
244,6
245,6
246,1
247,6
248,2
249,0
250,3
251,0
252,7
253,1
254,1
255,3
256,3
257,2
258,3
259,0
260,3
261,6
262,0
263,4
264,6
265,1
266,6
267,6
268,3
269,2
270,3
271,0
272,7
273,3
274,5
275,3
276,0
277,3
278,6
279,5
280,7
281,7
282,1
283,4
284,1
285,4
286,6
287,5
288,0
289,1
290,2
291,4
292,2
293,3
294,4
295,7
296,6
297,1
298,5
299,5
300,0
301,4
302,3
303,7
304,3
305,7
306,4
307,2
308,7
309,4
310,3
311,5
312,7
313,2
314,6
315,0
316,3
317,7
318,0
319,2
320,7
321,0
322,1
323,1
324,1
325,6
326,3
327,3
328,1
329,6
330,6
331,2
332,1
333,0
334,6
335,2
336,3
337,4
338,3
339,7
340,7
341,7
342,7
343,5
344,3
345,0
346,4
347,4
348,0
349,2
350,1
351,0
352,3
353,3
354,5
355,7
356,6
357,1
358,3
359,4
360,4
361,0
362,6
363,5
364,7
365,4
366,1
367,5
368,4
369,3
370,4
371,2
372,4
373,7
374,1
375,7
376,3
377,5
378,6
379,3
380,2
381,7
382,2
383,0
384,5
385,6
386,6
387,0
388,6
389,4
390,5
391,4
392,0
393,2
394,3
395,1
396,3
397,4
398,6
399,0
400,1
401,2
402,7
403,0
404,1
405,5
406,1
407,5
408,5
409,5
410,7
411,7
412,4
413,3
414,2
415,2
416,4
417,7
418,7
419,3
420,1
421,5
422,3
423,7
424,2
425,3
426,5
427,7
428,6
429,3
430,2
431,3
432,5
433,4
434,3
435,6
436,5
437,3
438,4
439,2
440,3
441,5
442,0
443,3
444,5
445,2
446,7
447,5
448,7
449,3
450,3
451,7
452,2
453,6
454,2
455,0
456,2
457,4
458,5
459,4
460,5
461,2
462,1
463,3
464,0
465,6
466,5
467,5
468,0
469,6
470,5
471,5
472,7
473,6
474,4
475,2
476,3
477,1
478,1
479,6
480,2
481,0
482,7
483,0
484,5
485,0
486,4
487,1
488,1
489,6
490,0
491,4
492,5
493,0
494,5
495,0
496,3
497,3
498,0
499,6
