task,worker,answer
0,60,0
0,71,2
0,14,4
0,23,2
0,75,2
0,0,7
0,19,7
0,27,0
1,7,9
1,33,3
1,61,3
1,54,4
1,27,3
1,13,6
1,48,0
2,21,4
2,87,3
2,27,8
2,0,2
2,54,4
2,39,7
2,58,1
2,98,9
3,49,0
3,37,6
3,20,1
3,96,3
3,50,6
3,27,0
3,64,2
3,54,2
4,89,9
4,46,0
4,78,4
4,14,8
4,83,4
4,66,1
5,8,6
5,17,9
5,38,9
5,68,9
5,92,9
5,78,6
5,57,3
5,43,9
6,11,3
6,85,2
6,58,5
6,70,1
6,43,1
6,59,0
6,44,1
6,37,3
7,98,5
7,22,8
7,77,1
7,39,1
7,64,2
7,47,2
7,14,1
7,30,1
8,45,4
8,19,4
8,80,4
8,99,1
8,82,8
8,32,4
8,76,5
8,3,1
9,84,6
9,90,6
9,21,6
9,86,6
9,52,6
9,72,3
9,41,8
9,39,6
10,47,7
10,9,3
10,32,6
10,1,6
10,40,9
10,82,8
10,97,2
11,31,0
11,45,6
11,73,8
11,2,1
11,46,1
11,87,3
11,10,5
11,38,2
12,17,2
12,94,2
12,7,3
12,87,5
12,63,7
12,13,7
12,37,9
12,97,4
13,92,0
13,70,2
13,41,2
13,77,2
13,88,0
13,40,2
13,81,2
13,80,5
14,95,7
14,38,8
14,75,8
14,25,0
14,98,8
14,99,0
14,67,8
14,72,8
15,89,3
15,43,8
15,62,2
15,80,6
15,97,2
15,33,2
15,37,2
15,79,2
16,94,9
16,42,7
16,9,9
16,23,9
16,18,5
16,15,9
16,40,0
16,27,9
17,46,4
17,78,0
17,72,4
17,95,9
17,24,3
17,76,4
17,62,4
17,18,0
18,7,0
18,25,1
18,41,5
18,83,3
18,48,7
18,88,6
18,15,0
18,14,3
19,56,6
19,18,9
19,37,6
19,93,6
19,88,6
19,11,4
19,97,1
20,92,2
20,29,7
20,45,2
20,56,9
20,19,9
20,42,2
20,96,8
20,94,6
21,81,3
21,56,3
21,36,6
21,2,0
21,72,0
21,0,6
21,4,4
21,15,6
22,74,3
22,6,8
22,29,4
22,86,3
22,69,2
22,22,2
22,46,1
22,4,2
23,66,1
23,73,5
23,57,2
23,62,1
23,80,9
23,11,1
23,13,9
23,29,1
24,21,6
24,70,6
24,11,7
24,91,5
24,81,1
24,24,6
24,74,9
24,3,1
25,8,4
25,59,4
25,18,4
25,99,4
25,41,3
25,80,4
25,47,0
25,19,5
26,6,0
26,75,9
26,0,0
26,25,0
26,53,0
26,4,0
26,51,1
26,15,2
27,4,0
27,8,2
27,93,0
27,21,0
27,88,0
27,80,9
27,70,0
27,89,0
28,26,1
28,87,1
28,9,4
28,27,1
28,50,6
28,16,1
28,45,1
28,30,4
29,29,5
29,12,9
29,28,5
29,57,0
29,48,8
29,45,5
29,52,9
29,5,1
30,2,1
30,78,5
30,83,3
30,17,8
30,97,4
30,45,8
30,59,8
30,69,7
31,68,2
31,96,1
31,40,1
31,14,1
31,80,2
31,36,2
31,3,1
32,13,6
32,56,6
32,85,7
32,65,8
32,53,9
32,76,6
32,93,7
32,95,9
33,40,9
33,85,7
33,61,3
33,66,8
33,26,0
33,94,7
33,31,7
33,45,2
34,98,5
34,37,1
34,74,5
34,87,1
34,33,2
34,7,1
34,13,1
34,45,5
35,45,9
35,51,7
35,3,5
35,7,7
35,35,8
35,41,8
35,28,8
36,32,5
36,18,7
36,24,5
36,62,5
36,19,5
36,16,7
36,4,7
36,42,5
37,3,7
37,93,7
37,65,7
37,32,7
37,63,7
37,41,3
37,79,7
