worker_id,worker_community
0,5
1,4
2,2
3,1
4,5
5,0
6,1
7,1
8,4
9,6
10,3
11,5
12,7
13,0
14,0
15,4
16,4
17,4
18,2
19,1
20,0
21,1
22,0
23,4
24,0
25,5
26,7
27,3
28,3
29,4
30,2
31,1
32,2
33,0
34,1
35,1
36,0
37,2
38,6
39,3
40,6
41,2
42,5
43,0
44,1
45,7
46,2
47,2
48,6
49,2
50,3
51,2
52,1
53,6
54,2
55,7
56,2
57,1
58,3
59,7
60,4
61,5
62,1
63,1
64,7
65,2
66,0
67,4
68,4
69,1
70,2
71,4
72,0
73,4
74,1
75,3
76,5
77,0
78,0
79,6
80,0
81,1
82,6
83,2
84,6
85,5
86,5
87,5
88,6
89,0
90,6
91,5
92,0
93,1
94,5
95,3
96,4
97,7
98,2
99,0
