worker_id,worker_community
0,6
1,6
2,4
3,0
4,6
5,3
6,2
7,1
8,1
9,7
10,7
11,3
12,1
13,5
14,0
15,4
16,1
17,3
18,6
19,5
20,6
21,1
22,0
23,7
24,1
25,7
26,7
27,1
28,1
29,1
30,4
31,6
32,4
33,5
34,6
35,6
36,4
37,4
38,3
39,0
40,6
41,1
42,0
43,7
44,3
45,7
46,0
47,3
48,4
49,7
50,7
51,7
52,5
53,4
54,2
55,7
56,5
57,5
58,4
59,7
60,5
61,7
62,7
63,3
64,3
65,4
66,4
67,1
68,5
69,3
70,3
71,1
72,6
73,0
74,6
75,3
76,7
77,0
78,6
79,1
80,6
81,5
82,4
83,6
84,0
85,0
86,7
87,6
88,0
89,5
90,4
91,6
92,3
93,0
94,3
95,5
96,3
97,2
98,6
99,2
