worker_id,worker_community
0,4
1,5
2,0
3,4
4,1
5,3
6,0
7,6
8,5
9,6
10,0
11,5
12,0
13,6
14,3
15,3
16,6
17,2
18,4
19,6
20,3
21,1
22,3
23,5
24,1
25,2
26,5
27,2
28,0
29,3
30,6
31,2
32,5
33,0
34,2
35,6
36,2
37,7
38,5
39,3
40,0
41,5
42,3
43,3
44,2
45,3
46,7
47,7
48,6
49,3
50,4
51,6
52,1
53,4
54,0
55,6
56,5
57,3
58,4
59,7
60,7
61,6
62,0
63,1
64,6
65,7
66,2
67,2
68,7
69,4
70,6
71,7
72,4
73,4
74,6
75,6
76,4
77,5
78,5
79,4
80,2
81,4
82,6
83,5
84,7
85,1
86,5
87,5
88,0
89,6
90,2
91,1
92,3
93,5
94,0
95,2
96,1
97,7
98,4
99,0
100,5
101,0
102,2
103,5
104,4
105,5
106,7
107,2
108,1
109,5
110,7
111,2
112,1
113,4
114,7
115,4
116,5
117,2
118,7
119,5
120,7
121,1
122,5
123,6
124,3
125,1
126,0
127,5
128,1
129,3
130,1
131,5
132,1
133,2
134,3
135,2
136,7
137,4
138,7
139,2
140,1
141,0
142,1
143,3
144,6
145,5
146,1
147,5
148,0
149,1
150,2
151,1
152,5
153,0
154,7
155,6
156,4
157,7
158,5
159,3
160,1
161,4
162,7
163,3
164,0
165,7
166,2
167,7
168,0
169,0
170,5
171,1
172,4
173,1
174,1
175,4
176,1
177,7
178,6
179,7
180,3
181,1
182,5
183,0
184,5
185,6
186,1
187,6
188,1
189,6
190,3
191,2
192,5
193,4
194,7
195,6
196,4
197,2
198,1
199,6
200,1
201,2
202,7
203,7
204,1
205,4
206,6
207,7
208,6
209,0
210,7
211,0
212,6
213,2
214,7
215,3
216,4
217,5
218,4
219,3
220,1
221,0
222,2
223,6
224,4
225,1
226,7
227,6
228,2
229,6
230,1
231,5
232,2
233,6
234,3
235,1
236,1
237,4
238,1
239,5
240,0
241,2
242,5
243,0
244,3
245,6
246,1
247,1
248,5
249,3
250,1
251,6
252,6
253,0
254,1
255,1
256,5
257,1
258,1
259,5
260,7
261,3
262,0
263,0
264,0
265,3
266,5
267,4
268,2
269,7
270,7
271,4
272,6
273,2
274,6
275,7
276,0
277,2
278,2
279,6
280,7
281,6
282,3
283,3
284,6
285,0
286,0
287,0
288,7
289,3
290,2
291,5
292,3
293,2
294,7
295,7
296,1
297,4
298,7
299,0
300,7
301,6
302,5
303,7
304,7
305,2
306,0
307,0
308,2
309,4
310,2
311,4
312,3
313,7
314,2
315,5
316,0
317,0
318,3
319,0
320,2
321,7
322,7
323,7
324,1
325,4
326,2
327,2
328,7
329,4
330,3
331,5
332,5
333,7
334,6
335,4
336,2
337,0
338,6
339,2
340,3
341,6
342,6
343,6
344,2
345,7
346,6
347,6
348,7
349,3
350,4
351,7
352,5
353,5
354,6
355,3
356,1
357,4
358,5
359,7
360,2
361,7
362,3
363,0
364,5
365,5
366,3
367,6
368,1
369,3
370,0
371,3
372,4
373,2
374,3
375,7
376,2
377,1
378,2
379,1
380,2
381,5
382,0
383,1
384,2
385,4
386,7
387,5
388,3
389,3
390,6
391,5
392,2
393,3
394,0
395,7
396,2
397,7
398,4
399,1
400,3
401,5
402,2
403,3
404,1
405,2
406,7
407,1
408,5
409,6
410,1
411,4
412,2
413,5
414,1
415,4
416,7
417,5
418,6
419,2
420,0
421,7
422,1
423,4
424,4
425,5
426,6
427,0
428,3
429,6
430,1
431,4
432,4
433,0
434,5
435,7
436,4
437,2
438,3
439,7
440,7
441,4
442,5
443,0
444,5
445,3
446,0
447,1
448,1
449,1
450,3
451,4
452,4
453,1
454,5
455,1
456,4
457,4
458,1
459,0
460,2
461,5
462,0
463,5
464,6
465,5
466,5
467,7
468,6
469,6
470,0
471,6
472,4
473,4
474,3
475,7
476,3
477,1
478,5
479,0
480,5
481,7
482,0
483,3
484,5
485,5
486,6
487,7
488,6
489,6
490,2
491,1
492,0
493,1
494,4
495,2
496,1
497,0
498,4
499,4
