worker_id,worker_community
0,6
1,0
2,0
3,3
4,4
5,2
6,5
7,4
8,0
9,1
10,6
11,6
12,1
13,0
14,3
15,6
16,3
17,7
18,7
19,7
20,0
21,4
22,2
23,7
24,1
25,7
26,6
27,5
28,1
29,1
30,1
31,2
32,3
33,6
34,2
35,4
36,5
37,7
38,4
39,2
40,6
41,1
42,6
43,0
44,4
45,7
46,4
47,7
48,1
49,3
50,7
51,7
52,5
53,3
54,1
55,0
56,4
57,3
58,1
59,6
60,4
61,6
62,7
63,6
64,7
65,3
66,0
67,0
68,3
69,1
70,7
71,3
72,2
73,4
74,2
75,6
76,3
77,6
78,1
79,0
80,7
81,2
82,7
83,7
84,4
85,7
86,3
87,6
88,4
89,3
90,3
91,7
92,4
93,6
94,5
95,6
96,4
97,1
98,6
99,2
