task_id,task_community
0,3
1,1
2,0
3,2
4,2
5,2
6,1
7,1
8,5
9,4
10,0
11,1
12,0
13,6
14,3
15,0
16,5
17,2
18,4
19,6
20,5
21,3
22,0
23,3
24,3
25,5
26,5
27,0
28,4
29,4
30,5
31,5
32,3
33,4
34,6
35,5
36,1
37,3
38,0
39,3
40,3
41,6
42,1
43,5
44,6
45,5
46,0
47,6
48,3
49,3
50,5
51,5
52,1
53,6
54,6
55,6
56,4
57,0
58,0
59,4
60,1
61,3
62,2
63,1
64,2
65,5
66,1
67,1
68,5
69,0
70,2
71,2
72,1
73,6
74,2
75,4
76,6
77,6
78,6
79,6
80,3
81,3
82,0
83,4
84,2
85,2
86,0
87,2
88,6
89,1
90,4
91,2
92,4
93,5
94,0
95,1
96,6
97,6
98,1
99,2
100,1
101,4
102,0
103,0
104,0
105,1
106,5
107,0
108,3
109,2
110,2
111,4
112,1
113,5
114,3
115,3
116,6
117,0
118,6
119,4
120,2
121,2
122,2
123,2
124,3
125,2
126,0
127,2
128,6
129,1
130,6
131,1
132,5
133,4
134,0
135,5
136,1
137,5
138,3
139,1
140,4
141,6
142,4
143,3
144,0
145,6
146,3
147,4
148,2
149,1
150,4
151,1
152,6
153,2
154,6
155,4
156,0
157,5
158,0
159,6
160,3
161,1
162,1
163,4
164,3
165,2
166,1
167,4
168,4
169,5
170,3
171,6
172,1
173,6
174,1
175,0
176,0
177,0
178,5
179,3
180,0
181,2
182,2
183,2
184,5
185,3
186,6
187,0
188,6
189,2
190,6
191,1
192,0
193,6
194,1
195,4
196,2
197,2
198,6
199,4
200,0
201,2
202,1
203,5
204,0
205,0
206,3
207,3
208,3
209,4
210,4
211,1
212,1
213,4
214,4
215,0
216,0
217,0
218,3
219,5
220,1
221,0
222,1
223,6
224,4
225,4
226,2
227,1
228,4
229,2
230,6
231,6
232,6
233,0
234,4
235,1
236,6
237,4
238,3
239,2
240,0
241,4
242,6
243,0
244,2
245,0
246,5
247,3
248,2
249,5
250,3
251,2
252,3
253,5
254,0
255,4
256,4
257,0
258,6
259,1
260,0
261,3
262,4
263,4
264,5
265,1
266,5
267,1
268,1
269,4
270,6
271,5
272,0
273,0
274,1
275,6
276,1
277,6
278,4
279,3
280,4
281,0
282,1
283,4
284,0
285,6
286,4
287,4
288,1
289,4
290,5
291,0
292,2
293,2
294,4
295,2
296,6
297,3
298,4
299,3
300,1
301,0
302,6
303,3
304,1
305,6
306,3
307,0
308,0
309,6
310,5
311,5
312,5
313,0
314,2
315,5
316,3
317,0
318,5
319,3
320,5
321,0
322,5
323,6
324,3
325,2
326,0
327,2
328,4
329,4
330,3
331,0
332,3
333,5
334,0
335,3
336,6
337,0
338,6
339,3
340,6
341,1
342,4
343,3
344,1
345,2
346,3
347,2
348,1
349,3
350,3
351,2
352,5
353,5
354,6
355,2
356,6
357,1
358,3
359,0
360,6
361,5
362,6
363,1
364,2
365,5
366,1
367,5
368,4
369,3
370,0
371,3
372,6
373,6
374,4
375,2
376,4
377,4
378,2
379,1
380,1
381,2
382,3
383,2
384,0
385,0
386,2
387,0
388,5
389,2
390,6
391,2
392,5
393,4
394,2
395,4
396,5
397,0
398,5
399,1
400,3
401,4
402,1
403,3
404,0
405,0
406,5
407,4
408,3
409,6
410,0
411,4
412,4
413,6
414,3
415,3
416,0
417,3
418,5
419,0
420,2
421,6
422,6
423,5
424,0
425,6
426,3
427,5
428,6
429,2
430,5
431,5
432,5
433,2
434,2
435,2
436,3
437,6
438,3
439,4
440,2
441,1
442,1
443,2
444,0
445,3
446,4
447,1
448,1
449,1
450,6
451,5
452,0
453,4
454,4
455,3
456,1
457,5
458,3
459,6
460,2
461,3
462,1
463,4
464,6
465,0
466,0
467,0
468,4
469,2
470,0
471,2
472,4
473,0
474,1
475,6
476,3
477,5
478,0
479,4
480,4
481,5
482,1
483,5
484,2
485,1
486,0
487,6
488,3
489,1
490,6
491,3
492,4
493,5
494,4
495,4
496,6
497,3
498,1
499,1
500,4
501,0
502,3
503,6
504,3
505,4
506,1
507,6
508,3
509,5
510,2
511,0
512,6
513,3
514,5
515,6
516,5
517,5
518,5
519,2
520,0
521,6
522,3
523,1
524,0
525,4
526,0
527,1
528,5
529,1
530,1
531,6
532,0
533,1
534,5
535,1
536,0
537,6
538,2
539,4
540,3
541,6
542,0
543,6
544,2
545,4
546,1
547,1
548,4
549,4
550,0
551,5
552,6
553,6
554,4
555,0
556,0
557,4
558,5
559,4
560,1
561,3
562,3
563,2
564,4
565,0
566,3
567,2
568,3
569,6
570,3
571,5
572,1
573,6
574,6
575,0
576,6
577,1
578,3
579,6
580,4
581,4
582,3
583,0
584,4
585,2
586,5
587,4
588,5
589,0
590,5
591,5
592,3
593,0
594,1
595,5
596,0
597,2
598,2
599,4
600,0
601,0
602,1
603,6
604,5
605,0
606,4
607,0
608,3
609,3
610,6
611,5
612,6
613,5
614,6
615,3
616,3
617,3
618,6
619,1
620,4
621,0
622,2
623,6
624,6
625,1
626,5
627,6
628,3
629,0
630,4
631,0
632,3
633,6
634,0
635,0
636,3
637,1
638,2
639,3
640,0
641,0
642,1
643,6
644,2
645,0
646,1
647,6
648,1
649,2
650,2
651,4
652,4
653,4
654,0
655,1
656,4
657,6
658,0
659,1
660,3
661,2
662,3
663,0
664,3
665,2
666,4
667,6
668,6
669,6
670,6
671,5
672,6
673,1
674,6
675,4
676,2
677,6
678,5
679,2
680,0
681,0
682,6
683,3
684,5
685,3
686,0
687,1
688,0
689,0
690,5
691,0
692,6
693,4
694,0
695,5
696,3
697,5
698,2
699,4
700,1
701,1
702,4
703,2
704,2
705,4
706,3
707,5
708,5
709,3
710,5
711,0
712,1
713,2
714,5
715,5
716,3
717,5
718,4
719,2
720,6
721,1
722,3
723,1
724,6
725,1
726,0
727,0
728,2
729,3
730,3
731,1
732,0
733,2
734,0
735,2
736,4
737,0
738,2
739,0
740,0
741,2
742,3
743,6
744,0
745,3
746,5
747,2
748,0
749,2
750,3
751,1
752,6
753,2
754,0
755,5
756,6
757,4
758,6
759,4
760,5
761,3
762,2
763,3
764,0
765,5
766,5
767,2
768,2
769,4
770,2
771,2
772,5
773,5
774,1
775,6
776,5
777,6
778,6
779,2
780,3
781,3
782,2
783,3
784,6
785,3
786,4
787,4
788,6
789,5
790,6
791,5
792,1
793,4
794,5
795,4
796,0
797,3
798,4
799,4
800,2
801,1
802,6
803,5
804,6
805,2
806,3
807,1
808,0
809,5
810,1
811,3
812,2
813,2
814,0
815,6
816,6
817,5
818,5
819,3
820,6
821,2
822,0
823,0
824,6
825,3
826,5
827,4
828,0
829,6
830,6
831,5
832,3
833,6
834,6
835,2
836,2
837,4
838,4
839,0
840,2
841,5
842,2
843,4
844,5
845,4
846,0
847,0
848,0
849,4
850,4
851,1
852,5
853,5
854,0
855,0
856,0
857,0
858,3
859,1
860,1
861,2
862,3
863,5
864,3
865,5
866,1
867,6
868,2
869,2
870,5
871,6
872,1
873,5
874,0
875,4
876,1
877,4
878,1
879,6
880,4
881,1
882,6
883,4
884,5
885,5
886,1
887,6
888,0
889,0
890,0
891,3
892,0
893,5
894,6
895,3
896,3
897,5
898,3
899,4
900,3
901,1
902,3
903,2
904,5
905,1
906,4
907,1
908,2
909,4
910,0
911,4
912,2
913,2
914,1
915,5
916,0
917,3
918,2
919,2
920,4
921,6
922,5
923,4
924,4
925,5
926,2
927,1
928,0
929,4
930,5
931,2
932,1
933,6
934,3
935,0
936,6
937,2
938,6
939,6
940,4
941,0
942,6
943,3
944,4
945,0
946,3
947,2
948,4
949,2
950,5
951,1
952,4
953,0
954,4
955,4
956,6
957,0
958,2
959,3
960,6
961,4
962,6
963,0
964,0
965,5
966,2
967,2
968,5
969,0
970,0
971,0
972,5
973,0
974,6
975,6
976,2
977,4
978,1
979,5
980,1
981,2
982,1
983,4
984,3
985,3
986,5
987,6
988,5
989,1
990,0
991,1
992,3
993,4
994,6
995,5
996,3
997,6
998,3
999,3
1000,6
1001,3
1002,1
1003,3
1004,0
1005,3
1006,3
1007,0
1008,1
1009,6
1010,2
1011,3
1012,0
1013,2
1014,0
1015,3
1016,6
1017,0
1018,5
1019,1
1020,3
1021,2
1022,3
1023,6
1024,3
1025,5
1026,2
1027,6
1028,6
1029,5
1030,0
1031,4
1032,6
1033,0
1034,3
1035,6
1036,5
1037,6
1038,5
1039,3
1040,4
1041,3
1042,0
1043,6
1044,6
1045,3
1046,3
1047,5
1048,1
1049,5
1050,2
1051,2
1052,5
1053,6
1054,3
1055,0
1056,2
1057,1
1058,3
1059,4
1060,3
1061,1
1062,6
1063,2
1064,2
1065,6
1066,6
1067,1
1068,4
1069,5
1070,5
1071,5
1072,3
1073,2
1074,5
1075,1
1076,2
1077,1
1078,3
1079,6
1080,3
1081,5
1082,1
1083,1
1084,4
1085,4
1086,3
1087,6
1088,2
