task,worker,answer
0,35,9
0,95,8
0,10,4
0,16,5
0,91,0
1,70,6
1,7,1
1,92,6
1,83,9
1,12,6
2,41,6
2,0,2
2,48,0
2,76,0
2,46,0
3,92,0
3,83,8
3,62,1
3,6,1
3,65,0
4,15,3
4,97,2
4,25,5
4,36,0
4,43,7
5,18,4
5,30,9
5,41,9
5,11,9
5,17,2
6,43,6
6,53,5
6,83,6
6,41,6
6,99,6
7,67,2
7,31,2
7,45,2
7,52,2
8,72,5
8,30,4
8,87,3
8,67,1
8,22,1
9,35,6
9,46,6
9,67,7
9,82,6
9,60,6
10,86,2
10,93,0
10,7,6
10,11,0
10,42,0
11,77,4
11,99,4
11,66,5
11,79,4
11,18,4
12,48,5
12,71,5
12,1,5
12,15,5
13,98,9
13,17,1
13,16,9
13,78,9
13,30,4
14,88,3
14,3,6
14,12,0
14,73,6
14,39,4
15,96,4
15,4,9
15,21,3
15,20,4
15,61,5
16,52,6
16,71,9
16,22,6
16,90,8
16,75,4
17,27,9
17,44,6
17,32,0
17,82,1
17,81,9
18,26,9
18,67,0
18,83,1
18,78,9
18,8,9
19,61,8
19,81,2
19,9,8
19,74,8
19,34,8
20,40,2
20,82,9
20,90,2
20,31,2
20,26,2
21,18,6
21,79,6
21,89,9
21,96,1
21,29,1
22,22,0
22,34,3
22,61,0
22,47,0
22,3,4
23,42,3
23,4,3
23,78,6
23,76,3
23,74,3
24,41,4
24,50,4
24,1,4
24,9,4
24,19,4
25,7,3
25,54,8
25,38,0
25,4,9
25,40,8
26,72,1
26,76,6
26,65,3
26,21,4
26,42,3
27,42,0
27,77,0
27,8,0
27,39,3
27,95,8
28,62,2
28,51,2
28,19,2
28,41,9
28,98,9
29,15,3
29,23,2
29,45,2
29,20,0
29,78,4
30,17,2
30,91,7
30,68,6
30,5,0
30,58,4
31,48,9
31,1,3
31,64,3
31,0,3
31,56,0
32,87,0
32,70,7
32,96,3
32,97,7
32,8,4
33,52,3
33,15,3
33,98,9
33,67,3
33,36,3
34,1,6
34,35,5
34,29,3
34,40,4
34,25,3
35,21,7
35,6,6
35,63,2
35,68,5
36,96,4
36,49,9
36,93,8
36,92,9
37,88,0
37,48,6
37,82,6
37,70,6
37,43,6
38,65,1
38,2,1
38,61,1
38,55,1
39,8,1
39,84,1
39,92,1
39,57,8
39,61,8
40,77,1
40,50,9
40,74,9
40,41,9
40,70,5
41,63,2
41,53,2
41,10,9
41,37,2
41,75,7
42,38,9
42,86,6
42,19,6
42,76,6
42,70,1
43,82,1
43,69,5
43,28,5
43,81,5
43,95,5
44,37,0
44,71,3
44,55,0
44,48,8
44,47,9
45,98,5
45,37,5
45,41,7
45,66,2
45,45,5
46,15,1
46,18,5
46,92,3
46,45,3
46,80,3
47,43,8
47,72,1
47,22,0
47,1,9
47,89,3
48,67,0
48,61,8
48,60,9
48,50,8
48,86,8
49,71,9
49,46,0
49,97,9
49,67,4
49,55,9
50,89,9
50,63,0
50,59,7
50,9,9
50,51,7
51,52,7
51,30,9
51,66,5
51,95,9
51,43,4
52,54,1
52,63,9
52,45,1
52,56,6
52,91,0
53,5,5
53,59,9
53,62,3
53,54,9
53,74,2
54,54,0
54,14,3
54,28,9
54,58,3
54,82,9
55,86,4
55,81,8
55,98,4
55,18,9
55,21,5
56,49,5
56,99,2
56,19,5
56,60,9
56,93,2
57,48,6
57,37,5
57,84,5
57,96,5
57,81,5
58,21,4
58,31,4
58,83,3
58,6,4
58,73,7
59,41,6
59,20,1
59,4,6
59,26,3
59,89,6
60,87,4
60,36,4
60,43,4
60,39,4
60,82,8
61,21,9
61,94,1
61,41,7
61,23,7
61,36,1
62,51,3
62,42,2
62,65,2
62,52,3
62,74,8
63,53,3
63,56,2
63,3,7
63,69,4
63,94,6
64,90,2
64,36,2
64,55,3
64,48,1
65,5,2
65,32,6
65,88,2
65,43,8
65,96,2
66,86,1
66,50,1
66,89,1
66,32,8
67,9,0
67,7,3
67,48,6
67,75,4
67,94,3
68,66,2
68,11,6
68,76,6
68,13,6
68,89,0
69,4,0
69,21,8
69,70,8
69,51,5
69,16,7
70,90,5
70,8,0
70,85,5
70,16,0
70,99,5
71,28,8
71,40,7
71,19,9
71,46,6
71,49,6
72,78,9
72,60,9
72,29,4
72,77,0
72,94,9
73,40,0
73,9,8
73,86,8
73,19,8
73,43,8
74,98,8
74,48,3
74,84,8
74,95,8
74,83,6
75,29,6
75,16,0
75,1,2
75,38,2
75,11,6
76,94,3
76,60,3
76,43,6
77,17,2
77,37,2
77,66,2
77,22,8
77,95,2
78,77,5
78,80,0
78,41,1
78,6,1
78,13,5
79,21,9
79,45,8
79,27,0
79,16,8
79,26,8
80,99,8
80,22,6
80,96,8
80,90,9
80,83,3
81,49,2
81,21,3
81,79,2
81,99,2
81,3,5
82,7,0
82,78,1
82,31,9
82,28,3
82,14,1
83,80,7
83,51,3
83,3,3
83,72,1
83,20,5
